start,end,N,SS,FayH,TajD,ZngE,FerL,FulD,bsfs,Colless,btree,path,iColless,ibtree
0,2501.0,250,21,0.013734802774609988,2.480261664612028,1.999423075205951,-1.2096618295176962,1.1834217993038445,5.020108066408596,0.039642440730664585,-0.33082962060387244,8120000,0.03854126182147947,0.017748310543032796
0,2501.0,250,12,0.051118320404554086,2.104993334702326,1.4842843464375517,-0.8053085368888597,0.03953603075383266,3.389589440952523,0.02804227663341538,0.6105492003820544,8120001,0.045731312346158834,-0.791854632978582
0,2501.0,250,16,0.05072661971492338,0.045665046687285486,-0.1813163831544044,0.2504895437976841,-0.5928903682049141,3.3928094325872444,0.040419743490089394,-0.5420071560376164,8120002,0.03585308977846872,-0.4717525398808965
0,2501.0,250,12,0.08442102318110706,0.7632369855947494,0.2782638137221645,0.03438614351109485,2.4353233333940723,1.348769540475956,0.03443883059118194,-0.09366948414542108,8120003,0.03204754501878482,0.10183231602098096
0,2501.0,250,9,0.19521527836277205,1.1287587081278436,0.19132111370538352,0.3170664365836416,0.7828117394489834,0.9860759459968262,0.022389095552717786,1.1750083327184693,8120004,0.030347195232543075,0.4762405110423658
0,2501.0,250,8,-0.05949321126626982,2.9650861218653395,2.5126797697854517,-1.7101950034217446,-2.133690217292945,3.111300349103736,0.041051301982122035,-0.5065239883653845,8120005,0.040419743490089394,-0.752513650764939
0,2501.0,250,9,0.11972104411613366,1.3675857717087196,0.6477032778098339,-0.1393322930683575,-2.2007292414680393,2.6896020549721342,0.02719749967612385,0.5702257830556801,8120006,0.06273481020857624,-1.639754886163573
0,2501.0,250,17,0.15291104335060648,1.6509807349961787,0.6839489360988379,-0.008562152058110088,-0.7127076431669839,1.8142554560946975,0.038633026730578224,-0.2701188227381953,8120007,0.0447272962819018,-0.6234548851847092
0,2501.0,250,17,0.08442519949582115,2.0564422995143947,1.3167309361948387,-0.5926085173816129,-1.6187954659433672,3.943096045916053,0.027626635574556288,0.510255273166774,8120008,0.04388521829252494,-0.3450940397231425
0,2501.0,250,11,0.07102805646019927,1.0572575280887184,0.5696631944554376,-0.18698716562936987,-1.029123745469293,2.998441508822624,0.03780282420002591,-0.21114311740570527,8120009,0.040225417800233185,-0.215703424420296
0,2501.0,250,15,0.07312679357821555,2.555407063278112,1.7690185868149946,-0.9147431042261099,0.5430819992150967,2.7324815929333233,0.030088094312734813,0.4423660237387174,8120010,0.04929394999352248,-1.2035663357354338
0,2501.0,250,15,0.021222761587710682,2.5997650609416443,2.024651101107735,-1.21252891532826,-1.4636660782230702,2.3007591785255546,0.03725385412618215,-0.02927755030880782,8120011,0.03640367923306128,0.20312107496030274
0,2501.0,250,12,0.017549946137057282,0.8812752130196112,0.6366021828676312,-0.3562275825937816,0.0395360307538328,3.5651537979615626,0.02771917161734495,0.6486915989743272,8120012,0.0378935095219588,0.029983719598195457
0,2501.0,250,14,0.1470132256579513,2.0114854655164387,1.0191227295359435,-0.2570833944732979,-0.3126827056713453,2.1726466023870232,0.03771537763959062,0.0015452656048546868,8120013,0.052014509651509264,-1.0918396619200657
0,2501.0,250,19,0.04624808606306988,-0.930350958202527,-0.9776156832815138,0.741999724434908,3.2107911004375262,-1.1662639452806172,0.043094035126681834,-0.4808692446543192,8120014,0.039804378805544764,-0.6995356755839096
0,2501.0,250,12,0.0322087613432547,1.1459086827859453,0.7907262126076167,-0.4166882316722952,3.633216984714192,3.937987534949986,0.026266355745562898,0.3189925503948812,8120015,0.06905039512890271,-2.017304873865346
0,2501.0,250,22,0.08333724731584494,1.409313422925116,0.785599959858707,-0.2470274792011677,-2.633615329683029,4.490546237129924,0.03141598652675217,0.2434132399095299,8120016,0.046702940795439817,-0.891702585674499
0,2501.0,250,14,0.11993254272113975,2.2476879279872817,1.3225276298123767,-0.5176866898362645,0.7478772545717275,2.4036981291740105,0.034935440687481105,-0.1652830780239888,8120017,0.0519497344215572,-1.6668663956889735
0,2501.0,250,10,0.06974322330316034,1.4603848828907775,0.8968364926815018,-0.40153424465369947,-2.2591619954937,2.564890909537157,0.03425799974089908,-0.08102876805358489,8120018,0.04093794532970592,-0.4833473666774715
0,2501.0,250,20,0.06148848888940521,2.325176303370857,1.646641030830214,-0.8535455023218455,-1.803497432055012,4.04884015594105,0.02686012868679017,0.4355318670678507,8120019,0.04114846482705013,-0.4957411124997946
0,2501.0,250,18,0.04822094616814701,1.528836224029296,1.044179634698018,-0.5190233551172697,-0.8215446257946851,4.167076337713222,0.04317269076305221,-0.7397347105294153,8120020,0.044306257287213366,-0.7631320232142399
0,2501.0,250,25,0.025329171705561048,2.3101362084255763,1.8206428265743504,-1.059879840604659,-1.373139834581267,1.890082569380821,0.03728894070907285,-0.16409016550086078,8120021,0.03815261044176707,-0.02516552874071486
0,2501.0,250,13,0.040705018476516516,2.230378110934525,1.6314481583340037,-0.9202231916584984,-1.2721674407506365,4.40437895654226,0.030266226195102993,0.11958710752802175,8120022,0.049520663298354715,-0.9152302197765412
0,2501.0,250,16,0.026128732102817208,3.43401941082422,2.6926324393279693,-1.6159292031895085,-1.5450791905361416,4.5387799422429165,0.02817722502914885,0.5422269495287686,8120023,0.024096385542168672,0.8916005560387716
0,2501.0,250,15,0.019611220112008342,1.7894901544933186,1.372460455668565,-0.8080929331896909,-1.4636660782230697,4.521258872188486,0.029586086280606293,0.2713341777608647,8120024,0.03653322969296542,-0.2606908629582488
0,2501.0,250,30,0.024836828441702784,3.1182027878872325,2.5265075505861545,-1.4967922993533318,-2.187100786286205,4.414779869335335,0.03150775143585093,0.2542718495457525,8120025,0.04171524808913072,-0.4738864084455455
0,2501.0,250,11,0.028205840252146643,1.5511545139318743,1.1268979813291855,-0.6401639065540449,0.2523487190495646,3.701408455123433,0.02382648875070173,0.908177004865222,8120026,0.046136157533359236,-0.8643703012068619
0,2501.0,250,12,0.030380316376170332,0.0015498127987179748,-0.1186055628582984,0.1497142510203332,3.6332169847141933,4.72985831489979e-06,0.02322515869931338,1.1458091693163923,8120027,0.06853219328928617,-1.6581563127471242
0,2501.0,250,25,0.06327522146439929,1.7889317875458577,1.199482679397338,-0.5581920317499072,0.5904455113797498,4.6065979540210025,0.0331082394092499,0.12343210213430615,8120028,0.04106749578961005,-0.3286981199446746
0,2501.0,250,15,0.002305743957543357,1.6954550678766578,1.369183115741735,-0.8519129926803901,2.549830076653264,4.18972084552233,0.02663341538195794,0.7036095735684299,8120029,0.03381267003497862,-0.0069381559302860675
0,2501.0,250,7,0.06610981916493959,1.7741119787847277,1.1578249940028622,-0.5959724812823806,-2.0558699516774643,1.757697171589629,0.03358595673014639,0.043462382843186084,8120030,0.056224899598393566,-1.6601624902874108
0,2501.0,250,11,-0.027230274175464343,1.7836517029162269,1.5243374984376683,-1.0232963784419622,-1.029123745469293,2.341917013028992,0.04396078939413569,-0.6080577934399577,8120031,0.03870319989635963,-0.34876761766700715
0,2501.0,250,12,0.08190495788452094,0.9817635768299507,0.4632126494101472,-0.08796732110937927,-2.356251271886407,3.0726274950963357,0.0296832491255344,0.44208151545200974,8120032,0.03902707604611996,-0.3577767031237128
0,2501.0,250,15,0.09004797907308999,2.4741700326733858,1.6313703098881345,-0.7836279655925211,-1.4636660782230702,3.2793196478433013,0.02859826402383728,0.7534664989648832,8120033,0.0320313512112968,0.3831188236824764
0,2501.0,250,14,0.13096985154838495,1.2521415710901933,0.4709252392637522,0.044976371488622005,1.808437214814801,1.6543445145733702,0.030523013713841536,0.35588203145946545,8120034,0.06903420132141469,-2.65061154767978
0,2501.0,250,14,0.08013698652736903,2.01417732854806,1.2983931491085696,-0.6059438318748377,-1.3732426659144188,3.4518486617752413,0.03297868894934577,0.35874976968983474,8120035,0.05867016452908407,-1.7039841670569509
0,2501.0,250,16,0.12643383816463072,0.2921175174567752,-0.3062706797840729,0.5331085613888076,-0.5928903682049141,0.8580112121112523,0.030039512890270764,0.4551243175360224,8120036,0.06098587899987045,-1.8194963055573208
0,2501.0,250,10,0.11850862326940595,3.0005170270483337,1.934433988358951,-0.9404279736503875,-2.2591619954937,4.1286618658241165,0.025756250809690368,0.5235094126955936,8120037,0.054378805544759684,-1.0238800653587905
0,2501.0,250,12,0.009611056878263791,1.91979608971751,1.4996967494115503,-0.9177916650720608,2.4353233333940723,4.320759835766357,0.035035302500323884,0.07639836185153856,8120038,0.030573908537375308,0.239575254130724
0,2501.0,250,11,0.02815449466916337,2.2353887593242883,1.6718408243748368,-0.9826826476155917,1.5338211835684223,3.7813218422913866,0.021284060975083133,1.2879217090868031,8120039,0.03705143153258194,-0.05442563961936582
0,2501.0,250,17,0.035495844619613484,3.3342226306027087,2.57931011563167,-1.5172439601492194,-2.5248832887197503,4.734291786102783,0.03677073886945632,-0.14066053595789246,8120040,0.03854126182147947,-0.11706787340196614
0,2501.0,250,16,0.0780266797992694,3.84548735171916,2.8050913062946705,-1.5462761998509782,-1.5450791905361416,3.24433533949992,0.032225676901152994,0.17372024778202338,8120041,0.030541520922399274,0.081996481360304
0,2501.0,250,10,0.05459152222753479,2.5407489912590258,1.8074705817148744,-1.0094276897379526,0.4973207385797266,4.131967977763448,0.03372013399218996,-0.043743053011870266,8120042,0.04822515869931338,-0.9387102866880274
0,2501.0,250,10,0.01144416872753235,2.073054683832785,1.597324253476404,-0.9777578551596192,-0.8809206284569866,3.994947787482663,0.03004275165176836,0.21633702177193287,8120043,0.03701904391760591,-0.285445425701206
0,2501.0,250,18,0.04998788326676678,2.0694865792506283,1.4814848014360693,-0.7877207359162431,-1.6858798410735365,4.257612808902732,0.036419873040549285,-0.14914169937291175,8120044,0.04497020339422205,-0.8843051421240448
0,2501.0,250,22,0.04674078025572077,0.8930630621411311,0.5262344798905623,-0.19203011992136754,-1.172994251653622,2.4369249400725463,0.025994299779764217,0.7859380111482818,8120045,0.03763440860215054,0.01897422431719703
0,2501.0,250,11,0.1153050641861115,1.3680634922542727,0.6475121720333878,-0.1293412059016763,-2.3105962099881507,3.624752834206447,0.024695556419225287,1.0283936254801342,8120046,0.06702616919290064,-2.120032362431827
0,2501.0,250,15,0.056825431727842025,2.5673347225335683,1.8476747450589148,-1.007246641883642,-1.4636660782230697,2.7438573482614137,0.032391213599919394,0.2659290957939899,8120047,0.034120352377250945,0.14555306786914407
0,2501.0,250,16,0.09173469637518154,3.1988861324808373,2.217806112135229,-1.141443553031261,-1.5450791905361414,3.9584100290251536,0.02565099106101827,0.9801062806429062,8120048,0.04349656691281253,-0.7677093836944711
0,2501.0,250,11,0.12403381329326855,1.3019827434814923,0.5614685652367059,-0.05427170850709162,-1.029123745469293,1.5487579196845156,0.04214554068809801,-0.37790567342093706,8120049,0.028501101178909187,0.4638217601730409
0,2501.0,250,12,-0.005516590370775838,1.9655565893615141,1.5960242679990415,-1.015740239011355,-1.1583576205662869,2.6792236933562092,0.0369758604309712,-0.1873839682064321,8120050,0.05091333074232414,-1.6121764883769163
0,2501.0,250,13,0.03437855852255427,1.2814828919782153,0.8928626048950886,-0.472880581101989,-1.272167440750637,3.247903529431557,0.035172949863972014,0.14299109251123196,8120051,0.02885736494364555,0.34924763873044856
0,2501.0,250,16,0.03683304623104632,2.5383041809756737,1.914791942808283,-1.0998552317120531,-1.5450791905361416,3.4768020657474183,0.03019335406140692,0.2427442840157741,8120052,0.038606037051431535,-0.25745428547240584
0,2501.0,250,12,0.06155764722517229,2.473925336037416,1.7385889955085283,-0.9391193332169138,-1.1583576205662869,2.8922253233346678,0.034476616141987305,0.05817219833908304,8120053,0.046541002720559665,-0.9255839819294748
0,2501.0,250,12,0.000953291820445659,2.565099956438296,2.050690155732,-1.285181070148059,-2.3562512718864066,3.1728258078258,0.03623364425443711,-0.03067525098236892,8120054,0.054897007384376216,-1.6779628895792411
0,2501.0,250,13,0.0593968319768598,1.822882639834453,1.227591033054597,-0.6193467062974657,-2.3970717900180207,3.211233341815515,0.035799110420175334,-0.11937817184505894,8120055,0.0379906723668869,-0.40155071798226144
0,2501.0,250,29,0.10231343079231464,3.1041086523739283,2.125183202740326,-1.0076232258369398,-1.5838100150831518,1.3702073826350445,0.028656561730794144,0.3603633134718119,8120056,0.03543205078378028,0.028664434803495675
0,2501.0,250,24,0.029872459239408962,1.655136383819667,1.245719288017035,-0.6885130135559518,1.4006609934471823,3.9182805824711986,0.031247570928876794,0.4662352894597964,8120057,0.05554475968389688,-1.1335279974159804
0,2501.0,250,21,0.06414837004693336,0.7166941793305122,0.2991508778893901,-0.0013602136203237913,-1.8553601631833363,3.566806762165508,0.025934382692058555,0.8495036450829487,8120058,0.06558492032646716,-2.366943295702132
0,2501.0,250,15,0.05428415478538837,0.9342125120433264,0.5301840944732544,-0.18835209182122825,0.5430819992150968,3.6799934643496264,0.028166429157490173,0.3421626855024045,8120059,0.033942220494882755,-0.624831329399644
