start,end,N,SS,bsfs,FayH,TajD,ZngE,FulD,FerL,Colless,btree,path,iColless,ibtree
0,2501.0,250,14,-0.9133450793278276,0.07071067211278566,-1.6587164441286026,-1.6356701478828457,-0.3126827056713456,1.2093376439681152,0.036707313123461593,0.14797663085383955,8010000,0.049941702293043136,-0.6116303284449605
0,2501.0,250,21,1.0512031095839425,0.11062392554032956,-0.13213891552424048,-0.622041372298538,-0.3359691819397461,0.7087196463908434,0.04729131580083777,-0.7882010267822532,8010001,0.05509133307423241,-1.1347540452908111
0,2501.0,250,17,0.9637206861849692,0.0647270757781228,2.475178596472322,1.746545124939292,-0.712707643166984,-0.9157234393931,0.028355356911517037,0.6374140308284647,8010002,0.0582005441119316,-1.668166118535169
0,2501.0,250,12,1.1785795235619776,0.14871352398952514,1.9362298435846168,0.9641157460651004,-2.356251271886407,-0.2369900477113488,0.03518734435951692,0.14418875668666373,8010003,0.06422464049747376,-1.5825316831620633
0,2501.0,250,13,0.7976358897969487,0.07688086675871922,0.03593819836209213,-0.28232524614318466,-0.14726309148325328,0.3724408075417807,0.030340717709547868,0.4225897255061145,8010004,0.0915921751522218,-3.055941977754548
0,2501.0,250,13,-7.123906620505881e-06,0.13292755062359446,-0.7258885896927573,-1.1227846690219494,-0.1472630914832532,1.0421489468239913,0.03441184091203524,0.06967438215440479,8010005,0.05959321155590103,-1.388467879752908
0,2501.0,250,23,1.1368049454050848,0.13986861656788513,0.04315861044725943,-0.6254596081956804,-1.2446198729288067,0.8036245388467684,0.03520996428108748,-0.0356421433000657,8010006,0.05063803601502785,-1.1967770861697329
0,2501.0,250,14,-1.0078553016934302,0.07340010080169221,-1.5555056451060718,-1.5632667057714242,0.7478772545717276,1.1709251194790555,0.03027162413093233,0.3228797770300463,8010007,0.048710972923953884,-0.852114539373215
0,2501.0,250,19,1.4399359208512328,0.12096998850874005,0.4237198218670875,-0.19604511959369272,-1.7472058444088665,0.4641974172600131,0.033286371291618086,0.2488329569518246,8010008,0.0451159476616142,-0.5640805104014165
0,2501.0,250,18,-0.8529500820994766,-0.25603124016802903,-0.8380954302382578,0.4496732642306012,0.04279058948416623,-0.9944979706048942,0.04012825495530509,-0.021543714250605063,8010009,0.07578701904391763,-1.8036091284265732
0,2501.0,250,10,0.8890283031526757,0.11521724251140485,0.6714330295094728,0.1044097132822686,0.4973207385797264,0.2026372240440874,0.028400699572483482,0.3917011966448457,8010010,0.062087057909055575,-2.156579564921405
0,2501.0,250,13,1.3272867145427631,-0.01184773409560212,1.1620352173009878,0.9838214168949552,-0.1472630914832532,-0.6473798113068245,0.027331548415885767,0.7549175218748245,8010011,0.0515610830418448,-1.1017231115950312
0,2501.0,250,13,-0.22874959614300056,0.10608323077348616,-1.2403267746717752,-1.4284062773415005,-0.1472630914832531,1.1657137601746888,0.041445351297663774,-0.2157292701285625,8010012,0.037116206762534014,-0.12572556329311918
0,2501.0,250,20,8.838931126173458e-06,0.11781375184117855,-0.5209071257110759,-0.9708115175965936,2.1544474118857218,0.9437756589529792,0.027707604611996367,0.8089275816179096,8010013,0.06943904650861511,-2.0581652147342564
0,2501.0,250,15,1.1307494093871728,0.05717253296876251,0.9734126030017971,0.5498481340342345,-0.4602920395039865,-0.19301834487535596,0.0367545450619683,0.12169970895275033,8010014,0.08142246404974737,-2.8726492024561723
0,2501.0,250,17,0.6772882134167664,0.14792114254158775,0.3470584966033438,-0.3637231489657674,0.1933801796093993,0.6335869011752119,0.03337775063387189,0.3395971813857474,8010015,0.06662132400570021,-1.8278876118122882
0,2501.0,250,14,0.3239925195773152,0.09285185978432822,-0.4251957655499842,-0.7289032300112331,-0.3126827056713458,0.6982833053246124,0.032506369564278624,0.3261336472357165,8010016,0.050816167897396035,-0.4085536109577179
0,2501.0,250,8,0.7815051009510323,-0.09965052986565293,0.5354120808636413,0.7560195500804633,-0.5065713299685084,-0.6896590314860377,0.03673475263059407,0.13689500860363918,8010017,0.12375307682342272,-3.1897668753504336
0,2501.0,250,13,0.4562057418181358,-0.08218646612920126,0.9078158697428584,1.0638651714548375,-1.2721674407506365,-0.8762833540998551,0.03635185904909962,0.17287345199860332,8010018,0.0916245627671978,-2.594747878601157
0,2501.0,250,10,1.331586504129518e-05,0.140091758010091,-0.6401656625910072,-1.025126800999511,1.8755621056164389,0.9708179125644392,0.025575419959407524,0.7202255076728112,8010019,0.05907500971628449,-1.2662865732319784
0,2501.0,250,9,0.8344438777582588,0.12464687905857745,0.6110843927080084,0.03605707849459107,-0.7089587510095278,0.25663807932292376,0.0349624303666278,0.19294106025052846,8010020,0.05541520922399275,-1.9067140829050508
0,2501.0,250,11,1.5190428557130502,0.17717649168095978,1.5010484259216104,0.5163981045336821,-2.3105962099881503,0.101942869747483,0.034768104676771605,0.2952135860675077,8010021,0.0450187848166861,-1.0624361445601231
0,2501.0,250,10,-0.5061080622126668,-0.0865216987764186,-0.37824445179511457,0.02122679168787415,1.87556210561644,-0.2148187665207996,0.03404586086280607,0.22276557833268554,8010022,0.06448374141728203,-2.081384456280164
0,2501.0,250,12,4.72985831489979e-06,0.13441414668284005,-0.8186369053790519,-1.1859144688076992,0.03953603075383266,1.0775065225231666,0.037687038476486585,-0.12841740975438398,8010023,0.0385736494364555,-0.2096218896532342
0,2501.0,250,15,-3.1232848154354443e-06,0.11155585953727104,-0.2669350118979763,-0.6889863583075058,1.5464560379341799,0.7274822223938386,0.030310180815427606,0.2496633468286133,8010024,0.08602150537634408,-2.9228686972063835
0,2501.0,250,12,-1.5888280274552065,-0.1346485627042611,-1.1672864985456046,-0.403735017877272,6.029004287354431,-0.08001299115698836,0.032225676901153,0.32823126898884875,8010025,0.11808524420261693,-3.323877460834418
