start,end,N,SS,ZngE,TajD,FulD,FerL,FayH,bsfs,Colless,btree,path,iColless,ibtree
0,100001.0,50,410,0.3233533512969653,-0.7723665229059742,0.8983977616805222,-0.8238703094684516,-0.15161661264528056,-3.3939366647231233,0.18507435025292174,-1.2243081866412524,3060042,0.19388622796057195,-1.1276057669934163
0,100001.0,50,361,0.33158989872665995,-0.8037492589228805,0.6051285499819433,-0.8513127183599436,-0.15733755928898166,-3.150134153301844,0.1836951341045973,-1.488252701944888,3060043,0.2181393834129397,-1.852600441540052
0,100001.0,50,361,0.686972464411313,-0.14245633814498265,-0.2966041061081365,-0.8677710345558267,-0.113062979688871,-0.7012991783440337,0.15215949016969424,-0.4585826612304869,3060044,0.1783529925731761,-1.169089440164586
0,100001.0,50,353,0.5833104624795976,-1.4035054402722729,1.8667456663019424,-1.4913098053445932,-0.2753982814036217,-5.100027695979391,0.23764367816091955,-2.3870984626991723,3060045,0.24890164399092976,-2.849867389407865
0,100001.0,50,511,1.4805408988239503,-0.2419624846120273,-0.829155508683905,-1.8310758811456551,-0.23327172915285616,-1.0321280984130732,0.17304052055604852,-1.1715712356295556,3060046,0.20079858030168596,-0.912038001541966
0,100001.0,50,333,0.2701443519389461,-0.6156947004036888,0.2658676031555344,-0.6703124316224912,-0.12283714455047777,-1.3782734672896189,0.15461352326165367,-0.658293589603734,3060047,0.2708070882674057,-2.2367295155953864
0,100001.0,50,445,1.353782349871262,0.1375213079780642,-0.163357458526021,-1.463097287260673,-0.16364281893821564,-0.466711557371595,0.1552710590409002,-0.8081098404603679,3060048,0.20111489040060468,-1.4601807380521747
0,100001.0,50,344,0.10721961352432764,-0.6761809195072078,1.6142504438282177,-0.5200323423572011,-0.10913335713876944,-2.913752571189213,0.14950076804915502,-1.1255140057189252,3060049,0.188957043491554,-1.255488082946562
0,100001.0,50,243,0.34727653607928244,-1.0310738972999156,1.3951619993990385,-1.00060130783656,-0.19230426056928696,-3.659092467159523,0.17906101834673266,-1.8156091378438168,3060050,0.23216310333657275,-1.694486634494769
0,100001.0,50,384,0.6494244131565716,-0.6612129158992459,0.6804530835351165,-1.1302669059940662,-0.18034775417442067,-2.1438186117291442,0.2022005772005773,-1.1617586906889543,3060051,0.2603618767094466,-2.2144736865694465
0,100001.0,50,294,0.9270333778913298,-0.8346708284969949,1.4398655030768934,-1.5485191615642573,-0.2432086278039611,-3.8250833303595333,0.2114556760204082,-1.5428612973205589,3060052,0.23844820947246814,-1.6737845795110737
0,100001.0,50,374,-0.2259215828254486,-0.9293666105215164,0.7864784829933371,-0.2892169316421782,-0.09929340232415508,-2.3342377283375937,0.18132466401194647,-1.143320904676549,3060053,0.2264321518080916,-1.7396333996974045
0,100001.0,50,380,1.046211884517053,-0.9732862870315462,1.1117197304677802,-1.766701256949582,-0.27773240507551217,-4.447046425660131,0.1843003226931797,-2.049590956625945,3060054,0.24375,-2.148678478487104
0,100001.0,50,291,0.9477312331876702,-0.9314302453946716,1.5899505774540916,-1.6289246490831166,-0.2596298677908864,-4.235134900507048,0.19337949465500487,-1.7354176044344438,3060055,0.2347592883307169,-2.1203151347309768
0,100001.0,50,337,0.3707540393052857,-0.7398127249042683,1.6280359937607063,-0.8581592316846288,-0.15384383402619936,-2.8365619888441933,0.2075209064517528,-1.6681096893150582,3060056,0.19032830523513755,-1.4904341436569235
0,100001.0,50,328,0.4195766916366486,-0.7163317853985953,1.4018997729609135,-0.8999923241576518,-0.157247430512983,-3.0917798924617124,0.20270432116508574,-1.3670589324292235,3060057,0.2373407109322602,-1.9381397723154004
0,100001.0,50,244,-0.014362850360076744,-1.3656554338282227,0.22774345917636174,-0.7834050469452004,-0.18974154318437012,-3.93842100141446,0.1877149736299013,-2.015990151803741,3060058,0.22602040816326524,-1.255249419738795
0,100001.0,50,338,0.3200965116035679,-1.7638981869780443,2.4886504683921746,-1.4025052914016958,-0.2902259750710797,-5.252733400503321,0.2405085273546037,-2.87207507345449,3060059,0.28003736705949994,-2.4284194106040315
0,100001.0,50,337,0.8847209194818809,-0.7175657802436087,0.4870292506978972,-1.4317060400181174,-0.22052152388430973,-2.4572056457004723,0.22414616531544124,-1.497286046476531,3060060,0.2212053571428572,-1.7156434964087968
0,100001.0,50,346,0.05825069840629268,-1.0781298592579085,1.8424942777447395,-0.700565989176519,-0.158700991376566,-3.8211171754971054,0.2297733117637297,-1.8168523622072243,3060061,0.26924453992123176,-2.242809094492721
0,100001.0,50,436,0.26413681739130496,-0.943817231598648,1.022544249871855,-0.8575587172730049,-0.16745822828589732,-3.814781778235623,0.21843866578889615,-2.051989677829348,3060062,0.25027243907271657,-2.4666429033675543
0,100001.0,50,440,1.222237561378702,-0.964947149859104,1.1180518803045083,-1.9629110161674368,-0.2998189727705501,-4.7488861138937475,0.22347035405071133,-2.531454534120954,3060063,0.251984126984127,-2.170352323022905
0,100001.0,50,294,-0.4997376300288538,-1.1024008718899505,0.9373845728541712,-0.07659164388027466,-0.08635210647445839,-3.0043541593808243,0.1766581632653061,-1.6278778190946397,3060064,0.2437025534851621,-1.9289602843467433
0,100001.0,50,339,0.5733940950126176,-1.4300206207164492,1.2937140332724215,-1.4953129696216088,-0.2778995121534278,-4.828083868189064,0.18587741218936568,-2.2812736429261795,3060065,0.2825814536340853,-2.423454669288792
0,100001.0,50,325,0.6391287970405167,-0.6394902182638769,0.5352213173869774,-1.105414526047146,-0.17635072259822773,-1.825247450770347,0.19182105466300015,-0.9564363753419116,3060066,0.226691958834816,-1.9200367298042658
0,100001.0,50,359,-0.4265351682536084,-1.0778718286821325,0.9152987460002862,-0.1474111415854076,-0.0928724377735927,-2.7078915992398245,0.20904110147052832,-1.6140022947344874,3060067,0.1853057314879976,-1.045080216617264
0,100001.0,50,332,0.7362033312111379,-1.0663504198440488,1.5682434371130771,-1.4672038403744734,-0.2492032645630153,-4.595445307385161,0.18900685274109644,-1.7617193325954752,3060068,0.21355311355311354,-2.018027131114124
0,100001.0,50,365,0.6279087651910172,-0.666727509048021,1.0490011692024777,-1.108863969826584,-0.178328988214349,-2.615200790804187,0.2067630385487529,-1.677909589145658,3060069,0.2301089354660784,-1.3365363632824807
0,100001.0,50,346,-0.0802294625700242,-0.7017051822864483,2.2272599057449565,-0.3211313824605925,-0.08725820994855725,-3.699153557933128,0.16190962099125367,-1.4868524360086637,3060070,0.18836000309214604,-1.6977368720848305
0,100001.0,50,354,0.3048115859291709,-0.8415031766164092,1.2671259649577546,-0.8428894312744621,-0.15902173670358813,-3.899140907595208,0.1698739898644021,-1.0904913379797827,3060071,0.1848072562358276,-1.5931936461285792
0,100001.0,50,465,0.15184735242233968,0.029563404471296,0.08440733050796279,-0.15575321992137414,-0.01636772205081506,0.17953290097189686,0.1572020112392784,-0.15251527946641932,3060072,0.19099182226081904,-1.0911936223736634
0,100001.0,50,366,0.6850391275332665,-0.6311957513314527,-0.5801031683635113,-1.1531536372857711,-0.1810987454278396,-1.2490634238191698,0.17490616936429734,-1.0987496849135847,3060073,0.186634998827117,-0.8868523204703734
0,100001.0,50,401,1.1661080897113478,-1.2224323517482385,1.2138481321561947,-2.050356094712497,-0.3285586691087873,-4.9904631920984714,0.1918565371354021,-2.581078769346101,3060074,0.2510483645512999,-1.7911037923590107
0,100001.0,50,353,0.7199804558350343,-0.4685859220391075,0.23225304056221704,-1.097313282798614,-0.1631950831916462,-1.5743201122464354,0.22474193165638354,-1.3097705678966955,3060075,0.21138862521752894,-1.80282688637116
0,100001.0,50,244,0.12726570995779368,-1.4004875993738397,2.1013291342398097,-0.9656174925300959,-0.21402369570314667,-4.52238916288234,0.1749656593406594,-2.3044847575657053,3060076,0.2712751767373615,-2.5272592292937373
0,100001.0,50,383,0.8333215707587067,-0.7209402788097657,1.3478425163148953,-1.3752521311854198,-0.21360566548165136,-3.9902417134532033,0.16006017791732072,-0.9748792555291492,3060077,0.18780676827693105,-1.3966255067129287
0,100001.0,50,318,0.05442180875781349,-1.592552262901632,1.9208417082344045,-0.9979227709709624,-0.23031778763676514,-4.820933980344171,0.24818712207105065,-2.3424848270786507,3060078,0.30201993077932915,-2.495306643222646
0,100001.0,50,372,0.5893158163740195,-0.4740173408565305,0.410521710174002,-0.9514440323373156,-0.14611467638677125,-1.4134034091890424,0.19005102040816327,-0.8720179890185917,3060079,0.2098890692640693,-1.9755681577315316
0,100001.0,50,325,0.5549934092675874,-0.3435098522061722,0.4442361358510458,-0.8354134052604683,-0.12349539874982575,-1.0666418432177576,0.15261307225592932,-0.9102550795479318,3060080,0.18611819727891155,-1.8339758730643945
0,100001.0,50,405,0.4532151838529319,-0.8345416561442893,1.0597403687895166,-1.0086076029767213,-0.17788971707943166,-3.83150328006336,0.1555706198563343,-1.7362579857229492,3060081,0.19430272108843535,-1.5230952130891169
0,100001.0,50,370,0.6116232128912404,-0.5849136075054865,1.8704223745930784,-1.0421585097992854,-0.16465138617683722,-3.39239550872428,0.2264250527797325,-1.8005899098404698,3060082,0.2516785935153283,-2.107337163896099
0,100001.0,50,459,0.3604481567686343,-0.2538555541403198,0.6128367313256325,-0.5607894308400153,-0.08408658360632873,-0.9218198385362372,0.1657015306122448,-0.9644739137342688,3060083,0.18230032753842287,-1.5485417943389257
0,100001.0,50,371,0.7704926343944255,-0.8694619324898389,1.497533596358364,-1.3909150501621954,-0.22594964064181786,-4.017834407329249,0.19283018085282888,-1.3959427125984425,3060084,0.19518438954529194,-1.625150457238011
0,100001.0,50,358,1.0567226469122788,-0.5515725379409008,-0.8087900189280086,-1.5304343930410504,-0.22042830079908554,-1.6185650763174109,0.15930422802032204,-1.0720750689680791,3060085,0.2174542436022027,-1.7761104915142694
0,100001.0,50,244,1.2640878146521284,-0.21456583843901128,0.6508111922552049,-1.56990053637991,-0.20320546346289314,-2.167471671379725,0.14480583900226754,-1.4274244680033554,3060086,0.17862940630797774,-1.1045427714974072
0,100001.0,50,311,0.23153159120323524,-1.1585356087459502,2.8455671356314536,-0.9449190115710964,-0.1936981411997934,-4.561365980206896,0.17159072931498193,-1.4966603462108452,3060087,0.23781694495980216,-2.048096234456
0,100001.0,50,330,0.6989218736718104,-0.2976462078878083,0.6566125459520041,-0.972744534895512,-0.13659772779254065,-1.2782462272721995,0.22541798409504635,-1.3626128305931826,3060088,0.21664125420283045,-1.8886541509676495
0,100001.0,50,286,1.2233030215680682,-0.9623939828176128,0.4871426878240397,-1.9617180991405083,-0.3016155885378343,-4.1694511654637045,0.1904317697228144,-1.7432872020821617,3060089,0.2461101461861341,-2.4248787170254293
0,100001.0,50,296,0.4518354169694174,-0.3897988956297073,1.4080331246644624,-0.7447634083358438,-0.11614137672507385,-1.5447763688363954,0.16738309497027154,-1.2759022290619757,3060090,0.19836116264687695,-1.8466066634032905
0,100001.0,50,324,0.4856010588365904,-0.9362763875460224,-0.2287397971026741,-1.1045869621777875,-0.1970293764545092,-2.7096319529669053,0.19755343082114726,-1.4651394768867565,3060091,0.2473463523340371,-1.7720561912156043
0,100001.0,50,407,0.6965581004414376,-0.9093694398189328,1.293081580095541,-1.330316123314492,-0.22124949443089909,-4.025622603666152,0.1986122851507467,-1.5031372441173614,3060092,0.2185280705688868,-1.979721847048044
0,100001.0,50,347,0.5809499238790082,-0.8368173604366131,2.2966722433474023,-1.1552043317146414,-0.1958763372231245,-4.416866490947998,0.18948412698412725,-2.155578988217848,3060093,0.2378083763625932,-2.0326960026314818
0,100001.0,50,351,0.7477479059917601,-0.4393926151113948,0.08371364362385225,-1.1118270956655971,-0.16289445763446794,-1.348850359513618,0.1742941152364561,-0.923137194221852,3060094,0.2750184411113843,-2.6657839154293197
0,100001.0,50,326,1.0529152311306158,-1.090835984935726,0.7049283491282812,-1.8430338759667952,-0.2957333597730146,-4.063862021246933,0.2214427437641724,-2.0370331522380547,3060095,0.2347343699384516,-2.046671307053349
0,100001.0,50,441,0.6279165574602594,-0.5027562329046709,0.40256242982454987,-1.012573054159946,-0.1550058361461079,-1.5761538283470542,0.1717909676959789,-1.4430409887582116,3060096,0.22659863945578226,-2.0292015763813738
0,100001.0,50,423,1.3917217388768115,-1.008193577324119,0.8398101074678606,-2.1816636264632567,-0.3289188777432332,-4.4142952966908915,0.15777200450732448,-1.5808038880689579,3060097,0.2588950053705692,-1.8892764191648657
0,100001.0,50,430,0.7670626941540818,-1.022950267330373,0.5314743434147898,-1.4778306528670244,-0.2464933751765854,-3.6894873557771812,0.2170443758898908,-2.1215686530670403,3060098,0.2162669191387896,-1.5788421200886522
0,100001.0,50,323,-0.15460468484703646,-0.9677637675136151,2.252422556200285,-0.3922815814284627,-0.11442992842609853,-4.107165276244064,0.2095870399441828,-1.4172564940223542,3060099,0.20882628413684312,-1.744172338110621
0,100001.0,50,388,0.5636410533857641,-0.2716547334928969,-0.00905977527237328,-0.8030439888774272,-0.11427294334640715,-0.968574363624986,0.16562796004477745,-1.1092494650869904,3060100,0.2009180016092459,-1.8398158022906728
0,100001.0,50,395,0.6239215640161,-1.3244253481182329,1.8069079698530777,-1.4917732676249662,-0.2694898101652333,-4.912131908175373,0.19838659147869664,-2.3679376149012348,3060101,0.2783056972789116,-2.3469937562491543
0,100001.0,50,320,0.19699376843282004,-0.798014659908594,-0.051911101943466174,-0.6938274759662428,-0.13847639457926342,-1.8089574364543657,0.17585159063625458,-1.3764188342528487,3060102,0.22291551755837466,-1.9205982766171736
0,100001.0,50,349,-0.12206051258674196,-0.3957843129148825,2.3919253519016004,-0.09349089154494468,-0.038791728680866736,-1.7467401239406912,0.1639543748533896,-1.1162293074480856,3060103,0.16309874465250018,-0.9520397918927904
0,100001.0,50,337,0.8994847795946731,-1.0399852680792534,1.2769569958952254,-1.6381314952925743,-0.2676329403505032,-4.262511047755758,0.1715025704938464,-1.649299590692458,3060104,0.2665879784749721,-2.3475701388780936
0,100001.0,50,375,1.2763325963269123,-0.1447062564136669,0.7361551999249172,-1.5415499313246719,-0.19314792702104275,-1.2463105712380225,0.19956201658745693,-1.9043405007168317,3060105,0.20004909180166908,-1.651749238742324
0,100001.0,50,366,0.8135430938901528,-1.1795828740784458,1.926667940431801,-1.622498196752147,-0.2751826075169561,-4.941187866165744,0.19020305091733689,-2.2810303865918384,3060106,0.24671052631578935,-2.201401319950735
0,100001.0,50,318,0.1227887706191326,-1.4571546316545254,0.9446354123174135,-0.9964064774896748,-0.22066101323815726,-4.408198995408701,0.2541329031612647,-2.131693486463907,3060107,0.2853430104436142,-2.165184253742561
0,100001.0,50,402,0.0076787074148703845,-0.6012701173587521,0.4659820981272421,-0.36289115892807067,-0.08503506923073345,-1.1136329905510642,0.19605227148330606,-0.9116739925059464,3060108,0.18979755363683945,-1.1337823332726469
0,100001.0,50,381,-0.4298443949901568,-0.5008711144890379,1.6440948477985255,0.1956055718605415,-0.01178111744759684,-1.4467815610785266,0.19670862356918825,-1.547210485182155,3060109,0.18014766882362696,-1.6802616820324412
0,100001.0,50,401,0.6144806059043973,-0.5663692426200094,0.3276429675170977,-1.034619159830226,-0.1622664789736236,-2.422350978786348,0.16938775510204093,-1.3545935505904867,3060110,0.1832623159153772,-1.2534792771463843
0,100001.0,50,306,-0.8717130449104697,-1.2531068493766129,2.8487598166173047,0.2591975764963238,-0.05683793031125866,-4.250617842913522,0.1855738939871251,-1.4955959344863723,3060111,0.20942047705158007,-1.8922863011988211
0,100001.0,50,410,0.7207251718153653,-0.16402244695671905,1.0067568387992458,-0.918844402447862,-0.12039052590989413,-1.0207544070927776,0.16647449940428152,-1.477646757321743,3060112,0.20111832611832625,-1.7039801509950472
0,100001.0,50,407,1.3904789414710563,-0.427641753926348,-0.016752006923571938,-1.83821883256042,-0.2478269820794953,-1.8531159052956052,0.18721287216185176,-1.4243259078943786,3060113,0.2171750420598347,-1.2186084241518207
0,100001.0,50,309,1.1930600901140989,0.11094253263707092,0.9241113869105386,-1.2968827718864078,-0.14679209315891995,-1.810222084803296,0.1953960155490767,-1.3122816506107389,3060114,0.1991189918590386,-1.9550505954906157
0,100001.0,50,362,0.6963883628777796,-0.6287089406460835,0.1038786271734184,-1.1646234286901491,-0.18231873520851405,-2.597046008276769,0.13593134622269956,-0.8880971487938689,3060115,0.17500919286633573,-1.372411699630529
0,100001.0,50,403,0.23692008372709186,-1.4898790046082253,1.3017583046510075,-1.147810213728093,-0.24018329096179705,-4.974362756641368,0.22289899105709685,-2.1457988009167805,3060116,0.2998299319727892,-2.295348571912672
0,100001.0,50,354,1.1480603752821132,-1.0568114509619455,0.8909932245585258,-1.931886116771816,-0.3035114858276992,-4.663022819958402,0.19452454895001484,-2.07068635231677,3060117,0.2514938407795551,-2.3236412822712067
0,100001.0,50,344,0.8451644310042998,-1.116836143563005,0.4102936025733305,-1.6214053245153108,-0.2709284197242925,-4.335318940852591,0.2308588998513313,-1.8005480389807018,3060118,0.2409985422740525,-2.0568459488393738
0,100001.0,50,339,0.5018361942536489,-0.05949894187024815,-0.4950300891757467,-0.6077588297900351,-0.07645749065055223,-0.2501222383948136,0.15476728666150014,-0.15468915472601175,3060119,0.17526573129251705,-1.2312179978450517
0,100001.0,50,326,0.20360190111122445,-1.0462223317071186,1.4305944099421382,-0.8473419863329129,-0.17407844391278152,-3.965542961835183,0.2075925066996496,-1.046430088897803,3060120,0.2808213449314151,-2.7240987130941083
0,100001.0,50,306,0.6210495874890092,-1.1515516859719617,3.1385231904620983,-1.3854085714438706,-0.2457677406232747,-4.897703361265903,0.16884650685671096,-2.30459535301594,3060121,0.2710423152311772,-3.2816365291977982
0,100001.0,50,383,1.5976060635469846,-0.8260342302602584,0.2270191523765135,-2.309175359080166,-0.33179733185041543,-3.96162250344088,0.2281089264974282,-1.8779526031960216,3060122,0.2933328736900166,-3.266877788284565
0,100001.0,50,331,0.6885051188119883,-0.4428577138531934,-0.3827936102381437,-1.04621816520485,-0.1554935702652839,-1.1805736926352008,0.1516191271830369,-0.40786383511362817,3060123,0.1866725184697535,-1.5913806159351251
0,100001.0,50,371,0.8401932140676588,-0.4072843028818908,0.22103369636318465,-1.1984407584611394,-0.1707891235924293,-1.260044687426357,0.17937727416548013,-1.0934877876742262,3060124,0.20344632105715846,-1.6057207841123646
0,100001.0,50,365,0.8967003655841128,-0.3680420547597845,0.07599813805852773,-1.239832141137767,-0.173008082800865,-1.2734793096901986,0.15284056660638945,-1.0148697884107354,3060125,0.2186118197278912,-2.1142687465825696
0,100001.0,50,325,0.16682332476975448,-0.2573524558129632,0.7171916804588411,-0.3416845974840216,-0.058686560166780234,-0.7533825176434733,0.18499089776755775,-1.083026258722768,3060126,0.19863945578231293,-1.8566844800575624
