start,end,N,SS,ZngE,TajD,FulD,FerL,FayH,bsfs,Colless,btree,path,iColless,ibtree
0,100001.0,50,346,0.3478001259022284,-0.3486630876968612,1.286721703966648,-0.6020024826607842,-0.0959664582450568,-1.1091610476746951,0.16318620471444387,-0.8910384921177376,3060000,0.23187781606148966,-1.3951793138396378
0,100001.0,50,307,-0.05709360223839735,-0.8070653587557081,2.347479020287472,-0.4088695570498219,-0.10523851101523672,-3.7567288721543073,0.16133937018516026,-1.3273645651737913,3060001,0.2037096088435374,-2.7012377812265242
0,100001.0,50,348,0.40773335454504944,-1.2203413297341241,1.0054380257665358,-1.1831025332389389,-0.2260044121808555,-4.177295804632377,0.20135816564388007,-1.9636714585168775,3060002,0.2540791678990437,-1.77204077770909
0,100001.0,50,411,0.97804934772553,-0.3142931486793713,0.3116991447029634,-1.3009251772696109,-0.17617716100518024,-1.9041064603490447,0.17645732326079594,-1.331446326292678,3060003,0.2009940881114351,-1.9625072341436365
0,100001.0,50,360,-0.0066533438097826116,-1.2341110146270922,1.972262436333552,-0.7185175533800605,-0.17165182911202415,-4.500137326126918,0.233695908919123,-2.029805715499168,3060004,0.24415245550274894,-2.0011088416615777
0,100001.0,50,441,0.5265884759203066,-0.8587570072189303,0.9064923449331328,-1.1068312384708001,-0.19101791179671035,-3.6404350964048167,0.2445694186765614,-1.9494368923280951,3060005,0.2640005497148355,-2.4408878561710643
0,100001.0,50,338,0.1820864026382725,-0.6417439846588572,1.132214071872214,-0.5851673643851992,-0.11450134285087328,-1.8677470107191416,0.15592055535664548,-0.9235940039580292,3060006,0.2044584879406308,-1.6855799304530543
0,100001.0,50,353,0.3593480217552056,-0.7352707994360967,1.1542745217487285,-0.8426253330198249,-0.15156904824131784,-3.2946510839223837,0.19232764027596852,-1.4244216158383236,3060007,0.21424874297545105,-1.4813687212663589
0,100001.0,50,392,0.9847707349718642,-0.1843348944946666,0.03299001670200338,-1.2321115450192768,-0.15906101434820213,-1.1899338190212747,0.1447140080522006,-0.4790841591942186,3060008,0.2163508260447036,-2.1223036889134756
0,100001.0,50,325,0.1018096160361272,-0.1771369488261829,1.672536086586124,-0.2203259692242054,-0.03862544413385678,-0.6845943297691752,0.155202368717271,-0.3202774018522009,3060009,0.1309141634181763,0.02699664338367232
0,100001.0,50,356,1.0055124755906195,-0.5900156808485237,0.4935145345119946,-1.4946081263521476,-0.21887886403156911,-2.5849187070793884,0.17058302194117078,-1.1945625992233984,3060010,0.17119822612589342,-0.6981220218858408
0,100001.0,50,325,0.4861553647260997,-0.9005619840588157,1.035639815834602,-1.084242247375919,-0.1920981789660407,-3.464298583018927,0.2290591523965908,-1.945256459181228,3060011,0.255015930422802,-2.1884560198319583
0,100001.0,50,317,0.3150788365706921,-0.9975592208265084,0.4916410343470272,-0.9458363951965648,-0.1824811435037146,-2.8490853702705903,0.18537946428571447,-1.6867579320701958,3060012,0.2284306195596517,-1.6443120598713254
0,100001.0,50,318,-0.778678455066547,-1.337505323548548,2.0138137364169757,0.10297319174435617,-0.08134424815197007,-4.090859635221759,0.21821708135308907,-1.9433718682551293,3060013,0.22998344074471894,-2.2586378384722856
0,100001.0,50,347,0.5388058524704015,-0.4686730474515046,1.188306956592917,-0.8905814054814036,-0.13866705216893993,-2.5544075238361583,0.1760882544507165,-1.37301865964311,3060014,0.2120569280343716,-1.731085681850295
0,100001.0,50,382,0.5089635529780004,0.2978101411938872,1.2049616200669953,-0.4054132261205865,-0.027311124866118846,0.14603552042786558,0.17959732280008772,-1.010526714285531,3060015,0.2072854394282965,-1.4696397137354869
0,100001.0,50,339,0.2614750404222405,-0.6810452320636865,0.901062884442336,-0.6988974173165089,-0.13077389642875634,-1.0284075048086834,0.17947615092548638,-1.3516512929305524,3060016,0.2469387755102041,-2.344634209382103
0,100001.0,50,358,1.1732579821811522,0.8352561311902708,-0.4368300598667727,-0.8475041883614479,-0.042315667041214686,0.7632391340341554,0.13961091193234046,-0.08153635164682048,3060017,0.15103930461073325,-0.12405060665545037
0,100001.0,50,328,0.7815309914146702,-0.6382426735548317,0.2298270999053662,-1.2672457147197265,-0.19549847563514824,-2.2379100696545318,0.1711127308066084,-1.0463738658495323,3060018,0.1692822698699733,-1.177012004057178
0,100001.0,50,438,1.4308819807532114,-0.07732305777336197,0.5631534312638506,-1.677732208819007,-0.2041004972320909,-1.3386691842844132,0.15906304382218,-0.8712315836852802,3060019,0.16676769717788098,-0.8649118802152137
0,100001.0,50,484,-0.13781405145810902,-0.940911770206812,0.9930727202818128,-0.3978327276006466,-0.1126879442445713,-2.9447050983237766,0.21816409490625535,-1.5327683121738989,3060020,0.2615089139103918,-1.9020871823392784
0,100001.0,50,400,0.3203048611738935,-0.7788703192299826,1.85437889041258,-0.8241447697947629,-0.15215256830558013,-3.710502422413743,0.18671451631500072,-1.9745484694218438,3060021,0.2036523347202958,-1.8030720607185708
0,100001.0,50,388,0.6592735627374199,-0.11028544413925748,0.639563164466971,-0.8171462747859941,-0.10467185738425852,-1.3024920540504232,0.13893586005830905,-0.6734502515022195,3060022,0.16155557967867995,-1.2655712974526283
0,100001.0,50,328,1.181386264991438,-1.1279004125713814,1.2666606183775817,-2.011486506077881,-0.3183467433295981,-4.7419620604805495,0.2152525393719132,-1.7611109014475743,3060023,0.23869047619047626,-2.0351825109800923
0,100001.0,50,331,1.3055047758660827,-1.2013721589590938,1.3595030201255458,-2.19638105525189,-0.34544147849431145,-4.653222654686972,0.1687782495548556,-1.997477959127324,3060024,0.2721428571428572,-2.566609342568649
0,100001.0,50,307,0.4523880294450833,-0.4568573326204643,0.13313630566438184,-0.7848242224706643,-0.12553128674587527,-0.93586154933151,0.20648688046647248,-1.2106179435993265,3060025,0.2675906183368869,-2.5376707898965223
0,100001.0,50,444,1.0850102428094228,-0.34897866925376625,0.7446736450556114,-1.4433093594077646,-0.19526262621969395,-2.5336927703868977,0.19175653215831784,-1.596218813776828,3060026,0.1945771979677947,-1.1595224142560503
0,100001.0,50,324,0.13078155469867014,-1.2277245439969418,1.5965362338399425,-0.8708551364913295,-0.1895952892760118,-4.575709952561304,0.16944230522397646,-2.098469946261974,3060027,0.2241253644314869,-1.860717267080797
0,100001.0,50,403,0.3352487874922937,-0.6195319635778921,0.30969405327842353,-0.747370225698523,-0.13190345765111774,-1.8759698619626517,0.17317848191908347,-1.1711021663779946,3060028,0.2063431755680996,-1.6927990656540222
0,100001.0,50,375,0.4279069087130611,-1.1994524706110423,1.2492392779129189,-1.1942639497872645,-0.2256259603545881,-4.449403304929419,0.2310222102085869,-2.1083599706280265,3060029,0.2119472789115646,-1.5577290902158607
0,100001.0,50,350,0.378969471044956,-0.9006981952435671,1.699479566888907,-0.9622952511150455,-0.17738324552014856,-4.2119053348251265,0.1970470006184292,-1.658653036026689,3060030,0.24617346938775514,-1.8104316150607824
0,100001.0,50,345,0.460509638363818,-1.3555157683726264,1.1713290606620377,-1.3227818482472933,-0.2520973072551804,-4.520823613451372,0.21012352309344798,-2.1950926596618445,3060031,0.2670776643990929,-2.66344966983043
0,100001.0,50,381,0.7572604989537179,-0.6445707991862265,0.5562777687622051,-1.2434985726576029,-0.1926465345155564,-3.053563509863068,0.1935920796890184,-1.4623581344515777,3060032,0.2162755102040817,-1.3349835315948848
0,100001.0,50,279,0.6886012864843121,-0.9372026053337592,1.004997325235086,-1.3362453568248456,-0.22529046582579634,-4.030766579914801,0.20885608341697334,-1.793460765682117,3060033,0.2273162786241257,-1.8840091334167808
0,100001.0,50,380,1.3324764164435308,-1.2056319729272558,1.34543271682791,-2.2301119451318847,-0.3489786595265268,-4.987526175045606,0.2508972554539057,-2.206468909031376,3060034,0.2767384731670444,-2.3852661191871287
0,100001.0,50,446,1.0404305005725585,-0.7918373914565336,0.693365094846699,-1.6535150847791482,-0.2510498204506214,-3.9398993426854063,0.18437374949979987,-1.8825066511458584,3060035,0.2276158082280533,-2.090352931451999
0,100001.0,50,358,0.4957876375956866,-0.7148300655506351,0.1831032052352869,-0.9863490637242862,-0.16718698327097528,-2.2444674547424484,0.18936011904761896,-1.2253133419116822,3060036,0.2008044790950088,-1.5420598979808535
0,100001.0,50,390,-0.004331143304864147,-0.7929566047241036,1.6443480861073172,-0.4619602265247879,-0.11021361377135508,-2.690779869997053,0.20842609771181184,-1.6768438841014486,3060037,0.2182229056005964,-1.793013317877212
0,100001.0,50,331,-0.11256140701319038,-1.3017342798750722,1.984942836153536,-0.6367611196493239,-0.16685247967098493,-4.611927676894832,0.19217201166180756,-1.8823446575096567,3060038,0.2805668934240362,-2.951881321273435
0,100001.0,50,475,0.8080357175219939,-0.7830780890793162,0.9181883363506828,-1.3833865196944797,-0.2182838434718388,-4.251063863507603,0.23251751195527726,-1.7179931585053927,3060039,0.2445606341710237,-2.402799751735521
0,100001.0,50,355,0.7951137485335056,-1.0574031894463454,1.0042653825262895,-1.5294533042425915,-0.25570948116148884,-4.318771759987354,0.2010215270318655,-1.9544023599778224,3060040,0.2302674494455317,-2.4386753223221183
0,100001.0,50,373,1.106607433349422,-0.03666015088599689,0.003827796677961147,-1.2843023141045935,-0.1550672229229523,-1.0055211500098542,0.15103955489480558,-0.9165669056110692,3060041,0.1757681094415789,-1.3259512425150657
