start,end,N,SS,bsfs,FerL,FayH,TajD,ZngE,FulD,Colless,btree,path,iColless,ibtree
0,100001.0,50,319,-4.305233776641294,-1.772825997146236,-0.2830432412999512,-1.0273890240766916,1.0241422923732515,0.18993462101919556,0.1751959930313589,-1.7019394430511618,3030000,0.2298894557823129,-2.2938663120172924
0,100001.0,50,352,-4.588442138864024,-1.373682585961305,-0.2280483274074227,-0.9261365782014616,0.7263098404865526,2.0914932785676283,0.21154391243676932,-2.1373865523476083,3030001,0.2209951053592169,-2.324805050155677
0,100001.0,50,347,-4.5046132171860895,-1.938225392036784,-0.3053011412547885,-1.0702178621089,1.1467564995988138,1.827748468182044,0.23108600583090386,-2.248177770904113,3030002,0.3205370858020628,-3.1637900651767255
0,100001.0,50,321,-2.38126778940714,-1.221911574815161,-0.1826138344576599,-0.5302064578406396,0.7974657434438593,0.26039806926829273,0.14801384839650142,-0.8748375671464262,3030003,0.21480331262939964,-1.999449178941536
0,100001.0,50,370,-3.923666729935332,-1.0273045674924477,-0.17584297011279126,-0.7702743486107346,0.503006133021157,2.110408537553017,0.17866709183673496,-1.3961674820824863,3030004,0.22620298119247698,-2.129515041207194
0,100001.0,50,401,-1.8123114516368908,-0.5047636226722036,-0.10459269229114193,-0.6403402451378443,0.1118693865259914,0.7338203346433511,0.2646430596047943,-2.3615965414685736,3030005,0.233339632149156,-2.2878464536908396
0,100001.0,50,203,-3.444443530509192,-0.055888984892297,-0.07901640571966526,-1.0272727528569023,-0.4758427846170938,1.7312167546247237,0.22355804023737144,-2.245930531877689,3030006,0.20838239141810572,-2.148297873720519
0,100001.0,50,326,-2.3629102173156658,-0.5042956100201924,-0.10354139005753396,-0.6217817336882383,0.1216255303124954,1.5666567963447364,0.1495132535772929,-0.8344587505447347,3030007,0.19786605118237766,-1.6393810678051577
0,100001.0,50,334,-4.388101241868259,-1.6090129674367104,-0.2758962283428833,-1.2070657881310771,0.7879413128686736,1.317862105886157,0.2489187728071359,-2.225575114076414,3030008,0.2898482469911041,-2.7648275270742912
0,100001.0,50,391,-4.741801320191535,-1.9935016612892495,-0.3334824476837919,-1.3877708401354003,1.0310240506725177,0.685168091060942,0.2754333371766787,-3.0354303136664336,3030009,0.2750707024382787,-2.884861568281276
0,100001.0,50,252,-4.853029318826269,-2.2005373334342475,-0.3718520418548044,-1.5442828923561118,1.1342079873205142,1.2872745141961377,0.3342479849082489,-3.1612933193448267,3030010,0.2702461937155816,-2.4771130872553715
0,100001.0,50,421,-1.3253472870390073,-0.9486237761829456,-0.14061579968062096,-0.4038221270758741,0.6229955978325473,0.5779614039754623,0.19700558794946546,-1.65076489296175,3030011,0.22645094073665495,-2.0856251064565585
0,100001.0,50,308,-4.158787381629417,-1.592876483232753,-0.2593613761463416,-0.9929225800601612,0.8843594979182176,1.2736319599687065,0.20464625850340126,-1.8169588673880883,3030012,0.2381880024737168,-2.284900373868006
0,100001.0,50,364,-4.218109764884804,-1.3931964802583987,-0.22108632853019508,-0.7950742208226217,0.8108958049493858,1.548727113379983,0.2559045493197279,-2.6264037768297963,3030013,0.2615072002827105,-2.7237546076288206
0,100001.0,50,345,-4.398870792955743,-1.7962129514966219,-0.2941983800063563,-1.1525169871603564,0.9799324451939402,0.6997068922421509,0.20116179001721166,-1.8573929844680703,3030014,0.2183673469387755,-1.9844531556985407
0,100001.0,50,311,-4.154877093065533,-1.8780339625054712,-0.30894370117896497,-1.21645644544474,1.0190830972815854,0.4218536240729299,0.1850010412328197,-1.5438056234760131,3030015,0.2408765589569161,-2.549327078332224
0,100001.0,50,330,-1.4254787926770824,-1.1128759292969788,-0.16214838191200862,-0.424463714004131,0.7563779323708819,0.6118039376472746,0.1946275037792896,-1.3501239590282124,3030016,0.21375747268604406,-1.8385243025505984
0,100001.0,50,432,-3.0443691284664816,-1.5981201518333452,-0.2421068911727701,-0.7562174112956168,1.0103077292215326,-0.0005814323052180644,0.2083429416964527,-1.6663919075277154,3030017,0.2120119787045253,-1.6656664644635502
0,100001.0,50,320,-2.9328439339509607,-2.4947536633531366,-0.3397881555178907,-0.6099425590406151,1.8714494867412712,0.04048445593232023,0.17943409247757086,-1.869124298171131,3030018,0.2478414442700156,-2.6250745519815037
0,100001.0,50,358,-1.769441977712009,-1.6500057338824714,-0.2330428039950953,-0.5287657413580984,1.1732579821811522,-0.023541216465399323,0.1572037598823312,-0.7562867118314915,3030019,0.23396311649659865,-2.2058540506800037
0,100001.0,50,252,-4.233479398217171,-1.9848568040369123,-0.3186900880223505,-1.1546773376995405,1.1452373796636075,0.7018865533788926,0.19560100826044716,-1.5752861720311582,3030020,0.2387481778425656,-2.053644799145299
0,100001.0,50,356,-1.2969983545077195,-0.994221742843196,-0.1515329809462131,-0.4773472656311563,0.6251237453366555,0.4519551220936639,0.16170235699913768,-1.0781981213680951,3030021,0.18965621963070933,-1.2300875958975648
0,100001.0,50,249,-4.331932553626781,-1.8246206392288862,-0.28675852142456465,-0.9719356562135216,1.0987369957479718,1.164414057707707,0.18139482355442166,-1.4890858324201084,3030022,0.25923469387755105,-2.4745963436037326
0,100001.0,50,408,-3.0633433845759246,-1.5489613387937164,-0.2326424776101455,-0.7014180447593039,0.9955757600417404,0.011517317652162663,0.20530633637102652,-1.9069161365520904,3030023,0.1903462773998488,-1.7136979604105702
0,100001.0,50,409,-1.5631801277639346,-0.67293936026549,-0.12585414714510432,-0.6596423097830325,0.24926544246413734,0.1482716313199882,0.18754177971766747,-1.306512246456888,3030024,0.22642716880566655,-2.083092211792306
0,100001.0,50,440,-1.7338111794392017,-1.294512625085278,-0.19484472637840394,-0.5950857718289442,0.8273815267456303,0.10791471899294684,0.1710991868011572,-1.6538379651767443,3030025,0.2600255102040816,-2.6856517874989088
0,100001.0,50,320,-2.5600555267574983,-1.6448081636957017,-0.2595442677998926,-0.9096812912841876,0.9725822431739519,-0.3752955545087192,0.23689553340716116,-2.2873626575133197,3030026,0.28194849368318753,-2.7348167080355954
0,100001.0,50,346,-1.5364908104213006,-1.7132126275480963,-0.2286793812748943,-0.3569691393489293,1.3171612527364482,0.04692134707705843,0.17144911655937556,-1.3257500779756048,3030027,0.1819960861056752,-1.4596519061714637
0,100001.0,50,397,-3.578775452623684,-1.2323519571225872,-0.20385202322416288,-0.825580947035647,0.6540062899034988,0.9607978362172176,0.2297008547008549,-1.9605781594947904,3030028,0.2587641723356009,-2.545537753217888
0,100001.0,50,368,-1.4396103348138427,-0.7861838196095945,-0.14256516063960845,-0.7037037356529111,0.3260489756821942,-0.11228520232365044,0.19477995279744528,-1.351070150807418,3030029,0.2892784773483861,-2.703804211246922
0,100001.0,50,362,-5.079218526424307,-1.5952059106833207,-0.29338014284346503,-1.4856245101825285,0.6318702050240451,2.065898622062361,0.2446045319536264,-2.8372667490049577,3030030,0.3430639301175016,-3.275599211009666
0,100001.0,50,458,-0.6144225178882512,-0.9380897990598934,-0.10925657395662984,0.025414113622758458,0.8356181465034327,0.3625164769160698,0.17404051172707885,-1.193848485160817,3030031,0.1998458261809396,-1.7419052279620668
0,100001.0,50,385,-0.1910938262974602,-0.6978440072673379,-0.08438202998712273,-0.0223499585529231,0.6000794258693395,-1.0216323818306343,0.17801066372494953,-0.8674202167590156,3030032,0.198814729973622,-1.3781448378607857
0,100001.0,50,353,-3.3463643890750694,-0.8436919834614112,-0.14285191421683294,-0.6087879268592309,0.4254786637013845,1.6991053969953038,0.17815702230259187,-1.4232298698561556,3030033,0.19413737717309146,-1.8355466206705529
0,100001.0,50,355,-1.4771610422952328,-1.0653278589524218,-0.16608033464832705,-0.5644398625835815,0.6425380582591562,-0.12097699400827965,0.16140418431523548,-1.0157779637920843,3030034,0.21151716500553705,-1.9540463794458776
0,100001.0,50,413,-1.8927158230629244,-1.7968765446977562,-0.2510174753290803,-0.5442840954104273,1.2940230215452222,-0.028471560211568887,0.1998529141386284,-1.4222455952719946,3030035,0.2818734235267141,-2.7072180396100465
0,100001.0,50,397,-5.156031104237181,-1.0370501391722178,-0.23652721502836135,-1.6249699256959251,0.07020370706736047,2.7882466477373136,0.25275978654935,-2.8363236545383743,3030036,0.3239283665273338,-3.2927745517324536
0,100001.0,50,314,-4.147689173118015,-0.908705604224972,-0.1885093740225724,-1.14647293250134,0.20596011127000405,1.422082944461196,0.1915624631355433,-1.7602096790939932,3030037,0.21078854076842016,-1.9933604641920248
0,100001.0,50,341,-4.0076997335934745,-1.2032909400030938,-0.20448871799339727,-0.8773987369970192,0.6022236699330972,1.4837716851254374,0.21726190476190468,-2.077093594401675,3030038,0.2761503477795612,-2.783977269403757
0,100001.0,50,340,-3.2194329421173165,-0.486932466769255,-0.11855597533082401,-0.8669180482598461,-0.020011527244864838,1.8892765480919609,0.18853649567935293,-1.5919325137803506,3030039,0.22492962702322306,-2.038505027542691
0,100001.0,50,277,-2.8295260415581924,-0.6637883889577454,-0.1431637707633613,-0.9112056303442094,0.11315465468248775,0.9825783473053604,0.1888373531230676,-1.7854157043972838,3030040,0.2334933973589436,-2.426556439626589
0,100001.0,50,375,-2.6600826251729237,-0.9779237282299692,-0.17087444492624032,-0.7835724531121963,0.4528361649602851,1.1308352599156883,0.16066800870007844,-0.8385443791970852,3030041,0.2500700280112045,-2.5768133707097096
0,100001.0,50,282,-4.542804250920568,-0.9267083099428064,-0.20114228143475205,-1.29119041073527,0.14804090355178892,2.059193712982069,0.25275452061166337,-2.7169401136802818,3030042,0.2352010979830528,-2.3085994864795176
0,100001.0,50,308,-3.2126135138154206,-0.9719075432862624,-0.1825017795019172,-0.9522252644619588,0.361379827766768,1.0337175633960491,0.2281700680272109,-1.8883483230695923,3030043,0.22102200255102045,-1.9452069763148072
0,100001.0,50,288,-3.998437328983644,-0.5244570637441321,-0.13099932329916592,-0.9763482247869102,-0.04255866641085645,1.8969921276700592,0.2454184259910859,-2.4031073003396357,3030044,0.2711538461538461,-2.7505865999854917
0,100001.0,50,509,-4.802083198526518,-0.9990708020963176,-0.19431632841124147,-1.0932193811583109,0.3104324009403166,1.4526631899326696,0.20021772445241845,-1.7870597065718312,3030045,0.2135384456813028,-2.0843167757871943
0,100001.0,50,267,-4.711624505439283,-0.3713610502960898,-0.15048448065783668,-1.5129534151046955,-0.4516032380645178,3.518992262982335,0.21853741496598644,-2.0953552827999347,3030046,0.2931243926141885,-3.048058571285364
0,100001.0,50,386,-3.3215723332844336,-2.698916976716572,-0.3715200692882962,-0.7331502997849481,1.98711710774058,-1.1809296952444803,0.16473359530147486,-0.9508612709522136,3030047,0.233323180018276,-2.110603345822484
0,100001.0,50,281,-4.29535385839678,-0.3915712749009823,-0.1371662149171564,-1.2900696953439337,-0.319963292590035,2.3408950553569565,0.2286152742346938,-2.176369565182451,3030048,0.27841996173469385,-2.861493278504625
0,100001.0,50,381,-1.4314792304513932,-0.6500158396112908,-0.1104801104209175,-0.47686302326949,0.323652233074839,0.8670826484868686,0.18703639647949571,-1.8479290700257984,3030049,0.2061335403726708,-2.1745998041608634
0,100001.0,50,425,-2.5792143474004905,-1.548604004227308,-0.2090236895586074,-0.3656492269210132,1.1686678330277311,0.5764213822401549,0.19026822685595995,-1.5169524184279837,3030050,0.1972165012794109,-1.7429762484550908
0,100001.0,50,317,-5.0681409305636524,-2.6655119283162416,-0.4143152143896462,-1.3832872488849284,1.622957629654247,1.47090221285318,0.21968592631857956,-1.9257381893081609,3030051,0.2501927437641724,-2.302913321818857
0,100001.0,50,419,-2.6353362183661555,-0.9094014772135128,-0.16863456820921635,-0.8715154570770922,0.3470630358569623,0.7731594814054995,0.21542543719058305,-1.94302119264152,3030052,0.2001267488127327,-1.5928757134834317
0,100001.0,50,287,-4.343677629996699,-1.8010399877647378,-0.2923336193267875,-1.1039757918747832,1.0098136434788922,1.2459647726618963,0.22107593037214887,-2.0467776132272486,3030053,0.2842261904761905,-2.686606766870661
0,100001.0,50,409,0.3532525388934233,-0.21499765915178654,-0.011485573984965237,0.20052859509660848,0.2919978150910381,0.0034418108983580546,0.15209750566893418,-0.5177427522858126,3030054,0.13868773315777927,-0.2407142776641345
0,100001.0,50,494,-3.0405264935373633,-1.3561858840595158,-0.19348313482545976,-0.4750706224854912,0.9434634196077132,1.5965942446089083,0.17534210215878254,-1.5167226540661107,3030055,0.23050483351235224,-2.3316835191322745
0,100001.0,50,364,-4.491131124369057,-1.5511148157058663,-0.2543151601623041,-1.0020529813734262,0.8425532276453069,1.7519890836178649,0.26450515690147003,-2.7309917979694904,3030056,0.24198836160970405,-2.3306976267142643
0,100001.0,50,282,-3.8863559217297663,-0.7635600958470221,-0.17086370008098914,-1.1371242104408188,0.08433951824815193,1.7449910015047636,0.2395333972515181,-2.2245224448853875,3030057,0.2383203281312525,-2.4948783932786287
