start,end,N,SS,FayH,ZngE,FulD,TajD,FerL,bsfs,btree,Colless,path,iColless,ibtree
0,100001.0,50,424,-0.08105591311190391,0.4819074281222455,0.026589693404294828,-0.11397420623948515,-0.6168913542028056,-0.7023711834214055,-0.5275831495249705,0.15776975683890582,3050000,0.16144000703729766,-1.1072772805620201
0,100001.0,50,354,-0.1088420107150984,0.5158436082906999,0.13872774376006794,-0.27796933481010805,-0.7522149684913022,-0.7912108631379169,-0.793244735123367,0.154311724689876,3050001,0.16863526232410767,-1.116267131165838
0,100001.0,50,373,0.011119564948869235,0.19357263440339104,-0.1945631463854356,0.2671937979919985,-0.06361971460161712,0.4556565197391323,-0.08866121562560758,0.14736681189329662,3050002,0.1555383022774328,-0.6168440778301912
0,100001.0,50,480,0.009573927044373341,0.006134110707140271,-0.42261120094241583,0.07454744505859935,0.036973770876379125,0.2394490238997705,0.003614653699304254,0.12720226339383664,3050003,0.1333472164375954,-0.3899720801030017
0,100001.0,50,422,-0.1004302162940889,0.22056563420422495,0.4635026181909118,-0.5056537004751251,-0.5495515186821449,-1.4294319441342291,-0.4419433954390518,0.1350490196078431,3050004,0.1837762577558496,-1.256291413826585
0,100001.0,50,399,0.0030471322829363503,0.2584587861762705,0.3457706737754265,0.2721582892733773,-0.1345922450247697,0.5935141868721525,-0.5296368856958381,0.15030000764350698,3050005,0.16615805200584907,-0.6453911097794971
0,100001.0,50,400,-0.03359497637688826,0.2579090999305127,-0.3666375759151193,0.009333674071945164,-0.28874914238128724,-0.07532181438595363,-0.20531486285019185,0.15136585884353745,3050006,0.15269350983636698,-0.8703169746343459
0,100001.0,50,417,-0.029640402590789313,0.28864137976323656,0.7215990617307365,0.06721521554395019,-0.28967746029857355,-0.1344238060619582,-0.3963822699322671,0.13859134814146645,3050007,0.1848623708742756,-0.8673696327465698
0,100001.0,50,334,-0.01392679740562888,0.0925911798856843,0.7422733871678362,-0.009660534603965744,-0.11136312600289977,-0.2417250164583208,-0.5004289859909744,0.15413313212608998,3050008,0.18107183349530287,-1.616142642663712
0,100001.0,50,461,-0.04247597622964402,0.4777615045602388,-0.4327652201616158,0.15772189511678358,-0.4519106453404555,0.043562857658219184,0.07388431468230006,0.145033701554016,3050009,0.14785688711574854,-0.2281958702014137
0,100001.0,50,318,-0.010209197136482072,0.3376563650404211,-0.12454291178214705,0.25504859756897696,-0.2355839248201592,0.30012758825170943,-0.09423687130014778,0.15025668652554186,3050010,0.1542783780178738,-1.2002576539446648
