start,end,N,SS,FerL,FulD,bsfs,FayH,TajD,ZngE,btree,Colless,path,iColless,ibtree
0,100001.0,50,363,-0.4143956771074585,0.7059882891185515,-0.9727760103064712,-0.0848970049827579,-0.5101978839778657,0.10006341627057652,-1.7197313875562217,0.18473895582329314,3020000,0.2274388478795773,-1.9970311489457635
0,100001.0,50,322,-0.5935508387468864,-0.02608754071857531,-0.9306789954394208,-0.09582796799469684,-0.35939787950658875,0.3349384007046778,-0.6760030238502489,0.18303406633971425,3020001,0.2012707860922146,-2.0480752296106437
0,100001.0,50,450,-0.495624222680221,0.1311273299751574,-0.3443471814353494,-0.048115308795261234,0.15131373476382232,0.512735829472159,-0.6010211918602248,0.1526523177577042,3020002,0.16552579365079367,-0.7971699058823625
0,100001.0,50,372,-0.3819322158841422,0.6492264401297371,-0.13325184976587892,-0.037071162846404465,0.11852249561182265,0.39584155315620856,-0.9050613330228852,0.14419564121945064,3020003,0.16141156462585035,-1.0039974996035164
0,100001.0,50,440,-1.98019774011752,0.3772846286760304,-3.0875596852195613,-0.2819446475879717,-0.6795524792224251,1.3848671152113878,-1.899325649244065,0.2474978497145988,3020004,0.2387881078357269,-2.071696072826274
0,100001.0,50,421,-0.14806935831592616,-0.3015799339928625,-0.22188873143932475,-0.011935899025942049,0.08036358449336656,0.17130663608435578,-0.457240298568916,0.14262417295685384,3020005,0.14513506132379966,-0.7153300662175561
0,100001.0,50,391,-1.1918481149836326,-0.10996437553950944,-1.0678912915109773,-0.16171411069042554,-0.2905962175147493,0.894638082912308,-0.9193020758172366,0.18693310657596396,3020006,0.2277727546714889,-1.283909842414638
0,100001.0,50,393,-0.6292213252600879,0.024533579857955304,-1.4064573279056456,-0.11654694645730575,-0.5997146658869622,0.2419748134630774,-1.3529932173798325,0.20807941232048385,3020007,0.1933229813664596,-1.3019671281835776
0,100001.0,50,332,-0.4368091174501515,0.8555915981923128,-0.36779156868412,-0.058017189879891976,-0.08627234238949749,0.33825577608258345,-0.460137099279188,0.13287798990563968,3020008,0.19727891156462585,-1.7436853930991156
0,100001.0,50,388,-0.3809656891744736,-0.5813741338659127,0.1189418550391776,-0.02563481247373316,0.28013417409040325,0.4784557929548771,-0.3263304817569309,0.15349689258419424,3020009,0.1762007833436405,-1.2397828426199091
0,100001.0,50,409,-0.5787115263963027,1.2344952844822037,-2.058480841503611,-0.11507042347553953,-0.6651990457502299,0.1638006972103362,-0.7892958727208748,0.17756907232166602,3020010,0.22297919167667052,-1.7801919143008669
0,100001.0,50,341,-0.7675880450720008,-0.1210636533669048,-0.7848019421795824,-0.10208091066811796,-0.15416946785097194,0.5931022899545316,-0.4991940529121586,0.16825955734406434,3020011,0.18053135888501734,-0.8500067226932305
0,100001.0,50,395,-0.5620730453004665,1.6569779999683882,-2.6249962914993668,-0.10117303606349204,-0.4937827170040119,0.2377851714440208,-0.4670568140079549,0.17472170686456395,3020012,0.212205094803879,-2.248525451717277
0,100001.0,50,418,-0.8399586240068718,-0.4572683653310832,-0.1230787634938582,-0.08583208209672939,0.19648508917661692,0.8377796735670648,-0.5536239406435419,0.18700480192076827,3020013,0.1932397959183673,-1.827067318292676
0,100001.0,50,443,-1.1229602158067258,0.11833235936373634,-0.9440800270153858,-0.14338201924819213,-0.14908735513545432,0.9074565372201152,-0.9267051882741812,0.15355468612315396,3020014,0.1790049353074563,-1.3515254410325213
0,100001.0,50,390,-0.29094143797157784,0.5435108859422121,-1.009898592652961,-0.06302621835687297,-0.4079967021864228,0.044443674801809635,-0.7927646286703027,0.17821547223540574,3020015,0.21313066893424046,-1.7329124810053218
0,100001.0,50,400,0.05342781973408628,0.07756571735042009,0.2659406093985561,0.00841774100220095,0.02979119989104513,-0.03145124283566579,0.32715528174959274,0.15663265306122448,3020016,0.16024388478795773,-0.8609484405165347
0,100001.0,50,416,0.136797114521962,1.2296629136442718,-0.6196049736027792,-0.008117960675134405,-0.3484467981944209,-0.2998647906852689,-1.0900755761202632,0.18253264038534672,3020017,0.21346371882086174,-1.7255776857592575
0,100001.0,50,391,-0.3005779759019165,0.9502122465944262,-0.3697594855388425,-0.03497385077371719,0.009869582594988257,0.2685387572294746,-0.6666813421332087,0.1637776228503825,3020018,0.17341045329022695,-1.4906103996640616
0,100001.0,50,386,-1.4023552069539715,0.9283576409147872,-3.142632782356801,-0.22160308977331392,-0.7897214644074309,0.8215727150403455,-1.6572012842637605,0.2302891156462586,3020019,0.2802120848339336,-2.593019859563087
0,100001.0,50,431,-1.0698568365798566,0.9694218891010012,-3.9229688050427294,-0.1819784335922492,-0.7912299872706763,0.5291189821769332,-1.5964329355444549,0.1875645546176586,3020020,0.251187665148704,-2.343764133258952
0,100001.0,50,372,-0.3485776892954266,1.0072835350633405,-1.4518015559295696,-0.07851859326370457,-0.5311765687098767,0.03150690164214877,-0.4376567855865517,0.1923479161779654,3020021,0.19356549959433328,-1.6955547093436798
0,100001.0,50,369,-1.3412322975357267,1.7239488635989295,-3.533675079165934,-0.20540018452137385,-0.6596180211852137,0.8351901166262379,-1.8279565036799672,0.2104927497314717,3020022,0.2351662887377173,-2.007651851675
0,100001.0,50,409,-1.095554329132227,1.451740015114647,-3.2796421438795686,-0.17064045433018804,-0.5834736470837392,0.6590383728328091,-1.354995718593415,0.17719468739876906,3020023,0.22318084537185665,-1.919594243328276
0,100001.0,50,360,-1.7752396585150478,1.2324462421862994,-4.39610763078326,-0.25365439737871404,-0.6110549273112424,1.2405738636176962,-1.8780279416606684,0.25202733532437344,3020024,0.2606831464980358,-2.737565335211241
0,100001.0,50,385,-0.20731594248132976,0.0549573445388569,-0.18986706361509112,-0.033194885276148486,-0.12294675368453273,0.11825855003877027,-0.014129357438376244,0.1432573029211686,3020025,0.18096200744448734,-1.156244852684028
0,100001.0,50,386,-0.994049670883842,-0.4522667972985517,-0.9829262093168616,-0.1507219498730645,-0.468765415868584,0.6293346239366339,-0.7432800514750771,0.1943800247371674,3020026,0.19581492390770747,-1.3325864595535042
0,100001.0,50,417,-0.26637792937567784,0.011257713411008532,-0.21570047061260575,-0.0305960221278694,0.013983104706602464,0.24072556599236986,-0.3066922831002093,0.14105834641548934,3020027,0.17957498314641174,-1.7334934028238154
0,100001.0,50,394,0.08918861601877019,1.1434301382650711,-1.0108694604696369,-0.026838312423970504,-0.5356334379117709,-0.3546270317024235,-0.5796230679124538,0.1564721394175647,3020028,0.17350839418336145,-1.033446640442803
0,100001.0,50,508,-0.6736465517827903,0.7323282499218969,-0.7110381573369894,-0.10295250432357288,-0.3345941522830263,0.41760969449695146,-1.0110859656909166,0.20488678563212745,3020029,0.21736431798996966,-1.5280926287903838
0,100001.0,50,444,-0.10202779411794344,0.010541686536189294,0.4973126098423863,0.010297795275432958,0.32062050226259364,0.2551405355928596,0.3664029202839389,0.12452397226833326,3020030,0.14325488259820052,-0.007822017923595428
0,100001.0,50,399,-1.1085291443505507,1.9785721242530003,-2.2053971975140687,-0.15509056894511875,-0.33797629354793685,0.7971654941152977,-1.6275610730969483,0.21150126717353612,3020031,0.17676662501735385,-1.4722615637241012
0,100001.0,50,397,-0.7927121996672479,0.5132593517633155,-0.2471814295019701,-0.08626046469528069,0.1112358356263254,0.7522234135300366,-0.5367235841015556,0.14926930074355316,3020032,0.17456881742596028,-1.133411810367642
0,100001.0,50,524,-1.1097267765223813,0.1283394224678834,-1.1192396736938537,-0.15282113382751464,-0.3114284177568861,0.81202045469298,-0.9065272546974972,0.14764961284052786,3020033,0.1899779443027211,-1.510169296781244
