start,end,N,SS,FayH,bsfs,TajD,FerL,ZngE,FulD,Colless,btree,path,iColless,ibtree
0,2501.0,250,18,0.10991992415832406,1.8433577509294603,1.1195648215303495,0.03553965401588628,0.4325240420055795,-1.6858798410735365,0.030800621842207537,0.18185815843540776,8070000,0.04976357041067496,-0.9567221558946756
0,2501.0,250,13,-0.017311494964933255,1.1767118567428088,1.8845039061959277,-1.0402085336203788,1.5877879285740677,-1.2721674407506367,0.0355964802136586,0.12711549611515802,8070001,0.05609534913848944,-1.675546006526767
0,2501.0,250,8,0.1632409377193299,9.120471661981978e-07,0.19268464551266928,0.6046842810205567,-0.4049037255506596,2.7476664446803647,0.02876020209871745,0.4691286462281912,8070002,0.05395776655007125,-1.1015396640003363
0,2501.0,250,15,0.14960063483673594,1.1455879095930988,1.099523421940562,0.23272795490829706,0.2614422204731943,-0.4602920395039865,0.030444358077471177,0.3927512522163649,8070003,0.05607915533100143,-1.371122686073203
0,2501.0,250,12,0.08454604505919831,4.72985831489979e-06,0.12401399267022345,0.35644941537906555,-0.2341985851632877,1.2374296820739523,0.04056953620935354,-0.471833986628563,8070004,0.044921621971757995,-0.7627070064721255
0,2501.0,250,12,-0.04403895655763787,1.6033508995489771,1.4919796775705394,-0.9684206849150152,1.368691324132563,-1.1583576205662869,0.033380835168631516,0.06583345096230174,8070005,0.06981150408083947,-2.377558941787532
0,2501.0,250,15,0.04675949574114749,2.3849244056152448,1.5559336915047313,-0.5451232848399931,1.067667842473375,-1.4636660782230697,0.03110020728073585,0.2655224042670368,8070006,0.02914885347842985,0.38768953458430605
0,2501.0,250,16,0.051016552383618616,0.8971434409712105,1.6724165527905148,-0.5802594791669192,1.1463230185358224,-1.5450791905361414,0.030008597439611817,0.4790147733396791,8070007,0.07931726907630522,-2.4273406915368443
0,2501.0,250,20,0.12095778763534365,0.7312700563137515,0.4088316030275033,0.4798492114731315,-0.2143071053121084,-1.8034974320550123,0.03161355097810598,0.38120275518430896,8070008,0.046929654100272056,-0.9559111875588326
0,2501.0,250,17,0.0275860891887236,2.168521512810362,0.4681613188603639,-0.0889970796739416,0.2630892096198938,0.1933801796093992,0.02912186379928315,0.3422371106500033,8070009,0.04705920456017619,-0.8877206187063328
0,2501.0,250,13,0.16894523740694806,0.3728732443659189,0.06506825155115252,0.8254630895366681,-0.6316070842226713,2.1025456070515136,0.028542321779787768,0.8370671496117428,8070010,0.06804637906464568,-1.8252394841424
0,2501.0,250,23,0.026939612984249864,0.7068396003383369,1.3983486964195329,-0.5713423687889077,1.042441861073837,0.1616710994619048,0.03584383617418985,0.15170759932709796,8070011,0.031092110376991836,0.5295047649797373
0,2501.0,250,23,0.08212945791727545,3.2558742630871897,0.925337927264244,0.0017414592168230466,0.3856761267155852,-1.9477653591241628,0.02711450641274777,0.5113319672139401,8070012,0.051340847260007774,-1.0682774059120503
0,2501.0,250,16,0.07236719410633789,0.4849860334447573,0.2248448035513496,0.2756428868010591,-0.12821080708679553,1.311487276457541,0.027875771074371933,0.6593378566342458,8070013,0.04440342013214147,-0.7600191402283908
0,2501.0,250,19,0.08067905242605718,1.8890096516777708,1.2423003830475359,-0.1863953618831683,0.6623113240353877,0.7317926280143299,0.025029148853478428,0.7146501280931876,8070014,0.049110420175324965,-1.0666103883101896
0,2501.0,250,14,-0.006736885725676802,3.634916218313319,1.6972871235597675,-0.8965023241828971,1.4018266378391715,0.7478772545717278,0.02849390393113673,0.33322974714912257,8070015,0.033618344345122425,0.05067260133410945
0,2501.0,250,17,0.006286403420969008,2.7436253181992565,0.9875061143087396,-0.4725615179980889,0.7824480210194417,1.0994680023857824,0.03163730189575506,0.3394929765990903,8070016,0.03745303795828475,-0.11914250939468025
0,2501.0,250,16,0.04412775217541918,1.5036122872212383,0.4965054217778974,-0.015804061999711978,0.21541350864479264,2.2636760987887685,0.034681737703502184,-0.024660808842813024,8070017,0.0437556678326208,-0.939461834936092
0,2501.0,250,24,0.11561804792711805,1.844272843493056,1.3646123097985932,-0.02519888767508561,0.5925252958874083,-0.6332035598380018,0.02925064312549738,0.3200032448067993,8070018,0.04059093516924843,-0.40882744032061147
0,2501.0,250,22,0.11295897636679555,1.2300505861867763,0.8100247007733232,0.2384972294785959,0.14697363654091716,-2.633615329683029,0.02981819752126787,0.4616592046949105,8070019,0.03503692188107268,0.04489300215278731
0,2501.0,250,20,0.14061492638361353,1.390152929766531,0.6984832260163615,0.442134507803656,-0.06406058440543361,-0.2203194944787188,0.02856263764736365,0.2973069121938221,8070020,0.05240316103122167,-1.2897529519200377
0,2501.0,250,16,0.06573353464659024,1.2794872113393594e-06,-0.2002061682549179,0.4573041804520658,-0.4468442634924499,0.3592984541263133,0.027445264930690504,0.7490543982916819,8070021,0.037650602409638564,-0.16135021715619596
0,2501.0,250,16,0.14267006761156548,1.1907283277495735,1.5976486979542894,-0.04720269676310331,0.6902398358375326,-2.497268012867369,0.032679103510817466,0.38401084113773376,8070022,0.06762534006995724,-1.9996763020274704
0,2501.0,250,16,0.160819852671889,0.5841779854315734,-0.3754089115638636,1.0602800563195254,-0.9997670260787326,-2.497268012867369,0.031791682860474166,0.4787165359705515,8070023,0.06471045472211426,-1.827566558224611
0,2501.0,250,13,-0.08057609450455629,-7.123906620505881e-06,-0.3083819216530202,-0.2535466454913059,0.07787164937628632,0.9776412577841304,0.03457146558584568,0.13452324983380914,8070024,0.03316491773545796,0.1021499454153033
0,2501.0,250,22,0.022680443022636363,-9.194991986519129e-07,-0.30955015445837464,0.2939469903353972,-0.3644167909434432,-0.4426837126389183,0.030970656820831718,0.3035726851959533,8070025,0.04590944422852701,-0.6190875918926582
0,2501.0,250,7,0.09928915124270096,1.007095337141927,1.1783037514612793,-0.1711739188520575,0.5908466185504477,1.5276143141084952,0.029979154153269967,0.6060126642699017,8070026,0.049229174763570416,-1.0682356713558865
0,2501.0,250,17,0.10677080333708183,2.7626589002131874e-06,-0.43687849872341017,0.8102866371623415,-0.8263703660170888,1.0994680023857828,0.03419248842878846,0.1831277061807524,8070027,0.05463790646456795,-1.1232858073863228
0,2501.0,250,17,0.04146629362254424,2.7626589002131874e-06,-0.2727783523140779,0.36763294612208536,-0.4055106395381448,0.1933801796093992,0.029826049064292363,0.5555861976053881,8070028,0.0565422982251587,-1.7177005545737265
0,2501.0,250,29,0.013958141662304168,0.10774014482238793,-0.021361417195953847,0.09775487157651422,-0.08748662677293706,0.1417412963187231,0.0353702198824624,0.1790175262101965,8070029,0.04014984669862245,-0.2122553932332267
0,2501.0,250,21,-0.006113127416285552,1.4930986673479612,1.7656963575134357,-0.9530978595881612,1.4969545751034452,1.1834217993038445,0.032535672644495035,0.2386078100377152,8070030,0.049974089908019166,-1.4865159468329994
0,2501.0,250,25,0.08386297186547106,2.6872275786414512,1.3838075927406202,-0.22180243859171672,0.7595863474107699,-0.7186113859275949,0.03046810899512026,0.4306726209638619,8070031,0.04188528306775489,-0.5916464260930773
0,2501.0,250,27,0.04246061866741108,3.5215040291794235,1.8911536247046332,-0.7369722968436351,1.3897975199410983,-1.4852033420933957,0.030201450965150933,0.3984290280926229,8070032,0.03480743249495679,0.1610959421685785
0,2501.0,250,21,-0.03182860745150687,-5.196424950553218e-07,0.432684003302393,-0.4090411737496514,0.5072438930833576,1.94311728992564,0.0366573822170402,0.09154258749857333,8070033,0.042338709677419366,-0.19061575882220325
