start,end,N,SS,FerL,FulD,TajD,bsfs,FayH,ZngE,btree,Colless,path,iColless,ibtree
0,2501.0,250,14,0.05763642008204475,-1.373242665914419,1.6007889450084944,1.5769483790161103,0.16746353489636945,0.6019409916558482,1.0226499502907842,0.03127204157130313,8080000,0.04080839486980178,0.2722022621055456
0,2501.0,250,22,0.24789984603843704,-1.1729942516536225,0.4585136265571215,1.134090627711762,0.08324525436848175,-0.00717754494958409,0.007553677897584593,0.034687135639331526,8080001,0.04942350045342661,-2.139058582014175
0,2501.0,250,21,0.30854886576103513,0.42372630868204897,0.8064907965191894,3.8760402695038616,0.12577956998127854,0.08852014299793565,1.3110480126819808,0.023505311568856067,8080002,0.07732543075527919,-0.7662302979796508
0,2501.0,250,12,0.17241602482606194,0.0395360307538328,0.5951277657082827,1.4537852476802595,0.09521978790123756,0.1010211795211811,0.8235872974279129,0.02903954527788573,8080003,0.03601502785334888,0.3176395925495297
0,2501.0,250,19,0.3623626405596588,-0.9208730202678008,0.35941851744717884,1.6669917479774108,0.0970539263525696,-0.14119806249279326,0.13188541858620514,0.030528565876408863,8080004,0.03737530768234227,0.19945579742029665
0,2501.0,250,18,0.6946859043843594,0.04279058948416594,1.0521397322870705,0.9704798713177072,0.22200742812948984,-0.1219674766034534,0.8246163198192433,0.03227749708511465,8080005,0.07552144060111414,-0.7418291863624005
0,2501.0,250,14,0.1380761550656628,1.8084372148148005,0.7625973157066677,1.695200039435086,0.1010665998885626,0.19855038560649985,1.0269917723493258,0.030107526881720432,8080006,0.07808653970721596,-3.0250541177323145
0,2501.0,250,16,-1.0377623183988058,-2.497268012867369,2.2543148207282586,1.0583570642467308,0.021420225563206115,1.7492274997739723,1.0248414053448782,0.02833592434253141,8080007,0.04187718616401088,-0.13335886034627584
0,2501.0,250,17,-0.13789182939172356,0.19338017960939946,1.0352194618277912,2.2319541517434494,0.07173254787462725,0.534707898340347,0.8191486978059515,0.029699442933022405,8080008,0.037132400570022026,0.8972139268498412
0,2501.0,250,20,-1.0770522484651357,-0.22031949447871904,2.9176281918180806,1.4426787257300928,0.07610226230216678,2.071021554794681,0.7233035603552948,0.0350946797944466,8080009,0.05522088353413655,-0.02708946474505755
