start,end,N,SS,FayH,ZngE,TajD,bsfs,FerL,FulD,Colless,btree,path,iColless,ibtree
0,2501.0,250,16,0.06986217584881081,-0.8373264404601638,-0.6564308078509209,1.2794872113393594e-06,0.7130167906861256,-0.5928903682049141,0.045522592160757734,-1.0341872894975652,8000000,0.0834952714082135,-4.161728882787553
0,2501.0,250,16,-0.11350284114082193,1.7179889256165553,1.5042500642329324,1.3513043958051631,-1.3823959875016725,1.3114872764575405,0.02960551884959191,0.8353596353097273,8000001,0.053374789480502664,-1.1106401620801538
0,2501.0,250,18,-0.07666657887790397,0.609732671664136,0.32601484203449554,7.942844380620404e-07,-0.5950500779523553,1.7714610200418692,0.045723838281164365,-0.2581802461619872,8000002,0.05152059852312476,-1.488375231811896
0,2501.0,250,15,-0.1625301560610246,-0.4825139429172157,-1.438585756869706,-1.3710168515947672,-0.12846303413708896,0.5430819992150967,0.0431588103566339,-1.8984312965053558,8000003,0.07342272315066717,-1.540353049068054
0,2501.0,250,7,0.1483669132743897,-0.7876890394122851,-0.4018832862226499,1.690525703800356e-05,0.7975911195616499,3.319356447001475,0.029640065638899687,0.6666601081904954,8000004,0.0506866174374919,0.934447446356609
0,2501.0,250,18,0.0821112106352789,-0.2420120321786052,0.1500098108879135,0.8234858687650869,0.3801349957934311,-0.8215446257946853,0.02587230643002116,0.9286886396889212,8000005,0.052435548646197684,0.1809209787028382
0,2501.0,250,17,0.03854643900067302,-0.7099623565654657,-0.6595504908974361,2.7626589002131874e-06,0.5502072270921216,0.1933801796093992,0.032445192958212785,0.4198302073618149,8000006,0.08641015675605647,-0.3388861528513825
0,2501.0,250,6,0.15388784204066258,-0.9075721650908408,-0.582015324983332,-3.1178367348751664e-06,0.8646836143602877,2.0301464234706037,0.02719749967612385,0.7253895234806116,8000007,0.03575592693354061,1.9432508199619183
0,2501.0,250,7,-0.6501490120637345,1.2078524977192515,-1.1436213547311174,-1.0590885473312075,-2.080243893972093,-0.26412781878448416,0.04931914036072605,-0.8370878847385036,8000008,0.04126182147946625,-3.2926874396117487
0,2501.0,250,4,0.18148897244034345,-0.7660690958632224,-0.430495924472166,0.279713569449802,0.7658133508384348,-1.719394522626171,0.03491384894416375,-0.5452657774181744,8000009,0.0512695945070605,-0.5832568241482362
