start,end,N,SS,FayH,FerL,TajD,FulD,ZngE,bsfs,btree,Colless,path,iColless,ibtree
0,100001.0,50,517,-0.02355578829987353,-0.05492556297823331,-0.2447317424533197,-0.4849740934070722,-0.07848690088173943,-0.3893116872733132,-0.311378201734102,0.12888198757763958,3100000,0.14107856883211306,-0.4215045363399936
0,100001.0,50,434,-0.027085303692200483,-0.2479188984371568,0.032676376465585896,0.1890519306591473,0.2342243901919552,-0.07632978936011403,-0.0063834107891188215,0.12461796312727982,3100001,0.13155877104940333,-0.10773807916176334
0,100001.0,50,443,0.04331951171650589,0.26121807551470033,0.17746774492833614,-0.6843363089646173,-0.1372995496471883,0.4834152425242847,0.10378572456650706,0.11941609977324252,3100002,0.11436759889140845,0.14947159328677478
0,100001.0,50,482,-0.01073206130656585,-0.02450205728472427,-0.11229863448370288,-0.28077347409304626,-0.03659596148781017,-0.11106033840355573,0.183372958788538,0.11202475914223556,3100003,0.1285542994176088,-0.2489925944644149
0,100001.0,50,431,-0.002225173303203257,0.4147000574453125,-0.7355642981656052,1.2100132621231694,-0.7435612897861955,-1.4168853002986064,-0.4311935211589093,0.13953421174294955,3100004,0.1636340376858708,-1.0790536833999187
0,100001.0,50,420,0.05391998251357443,0.4480476497780316,0.011758985699295585,-0.04760121661934437,-0.3866864380941564,0.4048857562022691,0.7320486344838465,0.1091478696741855,3100005,0.12228997289972902,-0.3809023003287049
0,100001.0,50,527,0.04790812936002813,0.06972000368607552,0.5689821022530503,-0.5664989152733415,0.2333666141753437,0.9651489563400876,0.7952180998402777,0.10872741166951368,3100006,0.12826130452180873,-0.04320265144040868
0,100001.0,50,463,0.05871621625776788,0.3907713269500612,0.17874325572654026,-0.6051732643373448,-0.2502101710833677,0.8477458243047342,0.6626946164776932,0.10436698717948724,3100007,0.11604086078875996,0.2279784098122682
0,100001.0,50,426,0.034348482748493926,0.1648042747048112,0.21228453654004925,-0.23238932493237235,-0.03481326618853455,0.3585630331056896,0.6172449452902257,0.11020701384001874,3100008,0.11961704324586975,0.12891621864303
0,100001.0,50,482,0.022500901381651117,0.02862699090630752,0.2740060640572848,0.6725616524402265,0.11661366214381348,0.3400406599411187,0.09518762716148743,0.12663216945545985,3100009,0.14396258503401355,-0.4721280464788118
0,100001.0,50,336,0.02018759041729552,0.4124482039447291,-0.4129034815483713,1.686641965445946,-0.5740565805457325,-0.6979155474078023,-0.08727500222464996,0.13000230956580158,3100010,0.13281191597518124,-0.665494498775725
0,100001.0,50,463,0.013696317740912692,-0.13108086819554204,0.4185795912263871,-0.6051732643373448,0.33133464872418483,0.5428959950609443,0.4027981026794016,0.10830971277399848,3100011,0.1168236525379382,0.30978253345005
0,100001.0,50,358,-0.001613373258427572,-0.016757287923867006,0.005405871505080775,-0.602145597227322,0.01747096298463881,0.025187852674158837,0.5765417113668866,0.09391362605648312,3100012,0.10301020408163264,0.24616500063213714
0,100001.0,50,446,0.02163883186102528,0.2593541484335533,-0.12994247338322154,-0.3697020903245146,-0.2945348419475665,0.10983853860780032,0.0938809690276102,0.12462415905588756,3100013,0.14029866332497912,-0.4982291060851277
0,100001.0,50,451,0.07941020691472761,0.7523226539803918,-0.1383087729726365,0.5177914414882224,-0.7310738447544975,0.4435006895054629,0.07911768857063152,0.1122993532388324,3100014,0.12057089022659423,-0.02699431129727354
0,100001.0,50,411,0.04649906973221002,0.20699522657299751,0.3144346621958941,0.0955050202616436,-0.019079702637742044,0.686817292738556,0.09854074232880428,0.11357201840273687,3100015,0.11835188620902905,-0.07791015229345741
0,100001.0,50,486,0.035036486273265145,0.2281546490011508,0.11547124559767362,-0.458096286929736,-0.14033414890722812,0.3567872180376697,0.2593220634210828,0.12190638160025917,3100016,0.14008746355685134,0.042356740043510484
0,100001.0,50,540,-0.07184373133327647,-0.5298131730353568,-0.1330208286636535,0.3290012621678751,0.3957940593466957,-0.9266356100919249,-0.5596474650013277,0.14161920582186358,3100017,0.14294890618117748,-0.8784364680921978
0,100001.0,50,490,0.03004379172244467,-0.12081164093929575,0.6355052348791592,-0.33000636828530505,0.4346683273374468,0.8498576563876894,0.17077219477206812,0.11339749169810096,3100018,0.144410771827528,-1.0438752966322622
0,100001.0,50,458,0.0058834432834462954,-0.06741867270093999,0.19865350881517668,0.7507797959172211,0.1618030443450872,0.2991065543289149,-0.27858267653884283,0.14326622540908254,3100019,0.17112930443495225,-1.0086920116766251
0,100001.0,50,428,-0.033801180358589616,-0.03931347072601305,-0.4174262967448389,1.2069117234944688,-0.18117521837369485,-0.8530609336828596,0.2047079281876197,0.11532371569317384,3100020,0.13857507288629745,-0.2276387990015082
0,100001.0,50,436,0.004329547644041285,-0.24230944089752904,0.4731490873219735,-0.9821780893664316,0.4568977045968145,0.5769697266549698,0.7946593051123193,0.10264893836322404,3100021,0.1186985988425221,0.2605214952216483
0,100001.0,50,386,-0.022565419059713987,-0.5499492020289438,0.6111270868917543,0.1613440641295988,0.7973410228844152,0.3216042514127713,-0.09703539183446204,0.1151205936920223,3100022,0.13148995230276014,-0.1153156901843172
0,100001.0,50,495,0.035312867752633946,-0.043590265272139314,0.5801648216231883,-0.9889074128316824,0.33835704239382,0.9097522941734664,1.24689348573635,0.09575141032022563,3100023,0.11910383988306066,0.5473051970596674
0,100001.0,50,422,0.04286889790338121,0.3061954384423568,0.09429202477389616,0.4284038305969455,-0.2197112926119627,0.41561336883114175,-0.290683244716758,0.13467139729455002,3100024,0.13034499514091352,-0.3401308327306743
0,100001.0,50,467,-0.02936307031339238,-0.17945317199267338,-0.11650630617215835,0.6094380365967901,0.0971048463044711,-0.43746878376066106,-0.4114384153199902,0.13237360671968312,3100025,0.1358750983386552,-0.35933340724468465
0,100001.0,50,488,0.029821091194139043,0.03419810161829985,0.3695306975935622,-0.2570954562117703,0.1611549063359709,0.5491936092197348,0.28756339373395823,0.1248155346794804,3100026,0.11453589700342945,0.028498460291334207
0,100001.0,50,405,4.1693553902278816e-05,0.2426865156382349,-0.4114278316483125,0.2553584860181739,-0.4251370460306406,-0.4823481567832756,0.13400835709850858,0.11075680272108844,3100027,0.12920654987658778,0.06958710668733348
0,100001.0,50,420,0.014545369574568456,0.0843246874487878,0.0651889253226684,0.6929619282143119,-0.04024989536174252,0.2105021378623938,0.22665121507294456,0.11942604266837625,3100028,0.13386289475139654,0.20884116889507987
0,100001.0,50,473,0.041639979817015685,0.3250909848632261,0.04558620813644898,0.058606112275017073,-0.2614722498893943,0.5428711806704333,0.5233577146374545,0.11629600558171982,3100029,0.12498164733519307,-0.14964679570225325
0,100001.0,50,349,0.04506344529394101,0.11212676217879017,0.4537879061383053,-0.7447064917497435,0.1356252561831124,0.7535918757368023,0.3233235318904575,0.1094825809111522,3100030,0.1183989059541342,0.06184597811124575
0,100001.0,50,463,0.007314913042670619,-0.1873166011907724,0.4224989125386192,-0.4451343107545409,0.3826672925167213,0.3497874329632298,0.5113528384872147,0.1138817029159082,3100031,0.11705463435374153,0.17577196025427078
0,100001.0,50,498,0.09022113593431366,0.4939942223599496,0.4562280787401041,-0.02042839748646389,-0.19715393195353595,1.328669126035905,0.8896960234574449,0.10525201641838174,3100032,0.11423620080943775,0.7030825261718081
0,100001.0,50,423,0.018401893524227008,0.434638419319931,-0.4740876399638999,0.9448590408261062,-0.6258906092021582,-0.9503960651726852,-0.2134642714169972,0.12938330093942338,3100033,0.14694474280940445,-0.8585928195679383
0,100001.0,50,499,0.015461167809596868,0.002259145542538438,0.21784689809936766,0.0027192638300480515,0.11072453353751366,0.5054974721869618,0.18245630259412854,0.12390961169156668,3100034,0.12783673469387752,-0.05818473533353395
0,100001.0,50,419,0.04185438573390338,0.11462792711994232,0.4048418641202203,-0.3579945923631437,0.10860842031998927,0.777490779514488,0.4344679360445744,0.11755733221123495,3100035,0.13299851190476186,-0.05969796738923917
0,100001.0,50,475,0.004961804238230489,-0.12131846827586865,0.2768224328949951,-0.2051381000604474,0.2495270718788484,0.2348250986548379,0.7410711198303609,0.11013446829509003,3100036,0.1233784211358962,-0.1596650143196011
0,100001.0,50,418,0.054743805373441104,0.24473272433795026,0.3685863658035002,-0.9178923704206826,-0.024170043656908675,0.8613410069415944,0.3864011551232965,0.11679445789615285,3100037,0.11432519436345966,0.1904848105790792
0,100001.0,50,471,0.033888024121406936,0.5797173658369101,-0.4973162681756906,0.23017684079923634,-0.7654562844428724,-0.29685493166926263,0.08389521434532793,0.11560102764510047,3100038,0.12579719387755095,-0.2998268252044453
0,100001.0,50,484,-0.031065400589430813,-0.08224664909727185,-0.305884027582955,0.8399410303774378,-0.08609007450094681,-0.7515371581727991,-0.6080297137010023,0.13196102909248805,3100039,0.14870566547229586,-0.5080428657976228
0,100001.0,50,477,0.019388741464466938,0.1653291655942792,-0.0024081096078373537,-0.43560906189089,-0.14621104232074006,0.1148337182846199,0.13968963313009086,0.12196375725431415,3100040,0.12375965423763477,-0.09442848926824528
