start,end,N,SS,bsfs,ZngE,FayH,FulD,FerL,TajD,btree,Colless,path,iColless,ibtree
0,2501.0,250,21,0.9587246618419404,1.5908502039104793,-0.008726774432143652,0.4237263086820491,-1.0193320608837555,1.8640357352392265,1.2559963188010812,0.028630651638813318,8030000,0.04223344992874725,0.3735133986006987
0,2501.0,250,12,-0.8719610102011655,-1.2244454762426955,0.06162015816421791,0.0395360307538328,0.9214003780073892,-1.2252857188681563,-0.10485984260809468,0.04171524808913072,8030001,0.061504080839486976,0.9626576658939952
0,2501.0,250,19,1.094677605981668,0.7747477910922324,0.08469259719261478,-0.9208730202678008,-0.2453805013381431,1.4002925641387325,0.7939797350382147,0.032685581033812666,8030002,0.02760504383123893,0.9968591826683824
0,2501.0,250,21,3.0307878371255987,1.1772018932200323,0.1111238513118192,-1.0956646725615409,-0.41414099158547385,2.0337925910552777,0.7412553997284812,0.04532970592045602,8030003,0.046184738955823285,-1.1086577001340263
0,2501.0,250,4,5.056170714293956e-07,0.39177013628121293,0.06442755519945224,3.5253392814715427,-0.14815074408586498,0.7346353811803209,0.4725423672544906,0.03889104806322062,8030004,0.06846741805933412,-1.795860215764752
0,2501.0,250,13,-7.123906620505881e-06,-0.3732840581430509,0.04263171309885965,-0.14726309148325314,0.3425083911832537,-0.2491821361397679,1.1654633970440664,0.024339292654488923,8030005,0.07144707863712918,0.20356460032788204
0,2501.0,250,11,2.1788833692005976,0.1886129357844184,0.03441865579312309,-1.029123745469293,-0.03567424454349495,0.4025022958559992,0.21312008834566884,0.03705143153258195,8030006,0.05656496955564193,1.1659016343132258
0,2501.0,250,14,3.976645441687215,1.3639010253046178,0.09728542292000096,-0.3126827056713456,-0.6024675070561519,2.1828787699348378,4.0152842664554385,0.02493846353154553,8030007,0.04032258064516129,0.2858620695341595
0,2501.0,250,10,-0.3602929440624173,-0.9594560734249888,0.09149660187615584,1.8755621056164395,0.8163669042905507,-0.7846540667883019,-0.3322365040516353,0.03981683558053554,8030008,0.058837500539793586,-0.19671189996586214
0,2501.0,250,11,-1.292484069619915,-1.6101081777271664,0.0523040338656311,1.5338211835684223,1.137531220225371,-1.7707514885497166,1.2244859797165557,0.0340782484777821,8030009,0.03633890400310921,0.5742034182061889
0,2501.0,250,16,1.5486653444777032,0.5434185372976722,0.048639104500317484,0.3592984541263135,-0.20906375463360669,0.9218317252918272,-0.2072342578824524,0.03571058427257417,8030010,0.048662391501489835,0.07965484760802108
0,2501.0,250,11,1.749454741305179e-05,-0.4587627724953773,0.026477205625042962,1.5338211835684223,0.3519685757475537,-0.4488483104515011,-0.4927326132478628,0.04231441896618733,8030011,0.06963337219847131,0.05791895115024648
0,2501.0,250,8,9.120471661981978e-07,0.30794389983687176,0.014448009018751791,1.120547557355928,-0.16303342396313422,0.4582513586888346,0.1571320740586764,0.030112385023966837,8030012,0.03698665630262988,1.1669131424786834
0,2501.0,250,8,0.3291561012588376,-0.7358686944805849,0.12483271473913238,-2.133690217292945,0.7309009718900346,-0.3996650448414893,-0.3939536097220282,0.03836717839098328,8030013,0.061018266614846474,0.38529230409419696
0,2501.0,250,14,3.6143631004485215,0.7605390077094384,0.061976685875544585,-0.3126827056713457,-0.31586960372062506,1.2567756644104522,0.0708239352102361,0.03562637647363648,8030014,0.03894610700867989,0.1561458890959067
0,2501.0,250,10,1.331586504129518e-05,-0.8850292488405306,0.14338313876809206,3.2538034726531526,0.8903879849705076,-0.4476325392536377,0.1419892252128466,0.03441878111524438,8030015,0.05094571835730017,0.9321023928620148
0,2501.0,250,5,4.4122748688504134e-06,-0.4132037381399977,0.08483719327112535,0.40820632868312895,0.4087196335827492,-0.2373749832510289,0.3675407775131401,0.041326596709418316,8030016,0.05952843632594896,0.54748568035484
0,2501.0,250,14,1.8077607146136931,0.12269916053739155,0.1135018790739028,-0.3126827056713455,0.21794515015367585,0.7325438575561652,0.793015518526323,0.03117183373693285,8030017,0.0658116336312994,-1.7447959696445046
0,2501.0,250,14,1.551339111253063e-05,-0.3496471046656917,0.06614396894300867,1.808437214814801,0.3910868803022461,-0.09338105413321177,0.37583407337180974,0.033657209483093656,8030018,0.03620935354320508,1.9817762649959951
0,2501.0,250,4,5.056170714293956e-07,-0.120199592218027,-0.01493524461058446,-1.719394522626171,0.05293650911876145,-0.20958520906101405,-0.22909108198377465,0.03972109636703496,8030019,0.06062961523513408,-2.924412006198952
0,2501.0,250,8,1.6729244825987637,0.38432043112839337,0.0344068672486361,1.1205475573559278,-0.16839615793177015,0.6433639042315121,0.7414434695003821,0.0358401347324783,8030020,0.03821738567171914,1.07146216173812
0,2501.0,250,13,2.699596422919372,0.6818381610553987,0.04427084135965898,-1.272167440750637,-0.31534731477578165,1.0691876904490063,0.5307418186587683,0.04303504339940407,8030021,0.03501101178909185,-0.5317451065631988
