start,end,N,SS,ZngE,TajD,FulD,FayH,bsfs,FerL,btree,Colless,path,iColless,ibtree
0,100001.0,50,335,-0.1498216058437048,-0.11393170483325872,-0.9913879550448378,0.0044065483882207625,0.010942875377323035,0.10402015976855986,0.6515710327286263,0.106984126984127,3000000,0.11165620094191524,0.3435578476357753
0,100001.0,50,393,-0.22624448708662498,-0.20884835703342733,0.7026297332978025,0.00144373152962892,-0.12634306375465088,0.1351499065625626,-0.2905066538431678,0.14411989795918356,3000001,0.16784058756245854,-0.6278108033628637
0,100001.0,50,353,-0.5858792871288434,-0.20963302441013865,1.1123644544220688,0.05015940346470885,-0.1864437252827667,0.5453082717644051,0.5715658179211428,0.11493364951614447,3000002,0.1347591362126245,-0.8139797609758945
0,100001.0,50,384,0.8467047972921642,0.0039399920412751645,-0.745863591130357,-0.11411030298263515,-0.3969581112175132,-0.9637694832465172,-0.3413802229487208,0.13195038494439687,3000003,0.15309944202400058,-0.5967493183523187
0,100001.0,50,385,0.4786119781809607,-0.14017846679756074,0.016507711454231574,-0.08439957485249065,-0.7010189045777162,-0.6286212485297833,0.2389249590235148,0.12891895888790295,3000004,0.13681283324140464,-0.5268726433985987
0,100001.0,50,470,0.5299661002390588,0.5771293178013667,-0.17226499195771822,0.009023484542631724,0.6996714244428536,-0.2640805342967526,0.5763775670162533,0.10360050756053713,3000005,0.11557668521954237,-0.10839046682922633
0,100001.0,50,497,0.12992256758648632,-0.4717991452054823,1.2688229862510814,-0.08333067376537262,-1.4703208739976792,-0.426508133180953,-0.5806186472404444,0.140616823652538,3000006,0.14924133715986393,-0.6492058445637621
0,100001.0,50,467,0.5920363153528463,-0.2709333359075699,0.06994082233073673,-0.11770534883814687,-0.8519306790842288,-0.8349964403070617,-0.2410833428031885,0.14449946645324802,3000007,0.14754065688775514,-0.7414042304443532
0,100001.0,50,534,0.7090473053414925,0.17714619279403646,0.1753098133294579,-0.07079288111777643,-0.37708089593148175,-0.7039185539124244,0.020557247429409918,0.1298410061699098,3000008,0.13847789115646267,-0.2953794043029204
0,100001.0,50,352,-0.01287909750850778,-0.401760991471216,0.4944189811132344,-0.05443796176656043,-0.899458279655255,-0.2216321404132451,-0.04664320250735261,0.11391063274624914,3000009,0.13486587816944962,-0.43987290055398826
0,100001.0,50,373,-0.39618268861206896,0.07123213178243948,0.16254055112867846,0.06363868278554799,0.4383653238380171,0.4940002825163735,0.6629147490239721,0.10660941395191624,3000010,0.10826330532212887,0.4725292141411345
0,100001.0,50,391,0.32835716414184696,0.2572338247797663,-0.7536430389779707,-0.008508086691062344,0.08586915902934496,-0.22317355488714152,0.4679781382141298,0.11112328366929597,3000011,0.12137872390335447,0.17916683350911494
0,100001.0,50,474,0.03481768198627448,-0.0974347685244972,-0.2924256269253883,-0.01829344164878026,-0.14592979329611466,-0.09717245862280006,-0.1996163093635516,0.1369276205105699,3000012,0.15039062499999992,-0.6217139441179486
0,100001.0,50,419,-0.05756463988233864,-0.06969458340848747,-1.0296173236632757,-0.0019504643457740425,-0.15665506712443522,0.02460541921806897,0.5453419049950512,0.10635757035054462,3000013,0.12195839874411303,0.18133776159373305
0,100001.0,50,535,0.1144604408643672,0.20066169405330653,0.002497989192212693,0.01256452030166647,0.27973102272353817,-0.012066854780422742,0.5682592792846963,0.11384793151710447,3000014,0.1220882292310864,0.061908677723091075
0,100001.0,50,455,-0.31148572974108096,0.0946186301614813,-0.19960468762169786,0.05525973582989435,0.4528572812795999,0.41105845734512986,0.7446868145704721,0.10192427224696986,3000015,0.12297133138969883,-0.045828646418052066
0,100001.0,50,508,0.02987667608318125,0.21942877354258966,0.2069678441912456,0.026578893788893998,0.2292570327353192,0.0954067838479436,0.5807153483774238,0.12092579750346748,3000016,0.1374440019910403,0.08155706807866196
0,100001.0,50,511,0.0041643807277854505,-0.6403489094553072,1.8693505529291905,-0.08987288089327715,-2.723577415555483,-0.3826089880040919,-0.5874026427019318,0.14280878228068494,3000017,0.1815119177441968,-1.084147019685734
0,100001.0,50,468,0.18519192500409826,-0.14229783775876348,0.5377690243446092,-0.04484866828471083,-0.5956870079361755,-0.29512771980295355,0.06082289981350155,0.12260898983249205,3000018,0.13510795622596866,-0.4343395427215038
0,100001.0,50,513,-0.13918632582429158,-0.039065097290906035,-0.3185219395690228,0.013307883292281516,-7.196325545440327e-06,0.1356641461688745,0.633413426601229,0.10603309120258272,3000019,0.11621098821207873,-0.003009264428933873
0,100001.0,50,482,0.1003838291319888,-0.1941134910306929,-0.4960426962134629,-0.04062351404489254,-0.5099139817342115,-0.2289778171704433,-0.11522169401297727,0.1323590606455348,3000020,0.12823837868480725,-0.1367016321165361
0,100001.0,50,399,-0.6649267320762569,-0.2762388286857234,0.08600680665399517,0.05138650024918495,0.10181036764765766,0.5959273317679759,0.7319653731775481,0.09763412754264277,3000021,0.11853995329475073,0.052470565029620164
0,100001.0,50,348,-0.1949286130728585,-0.0981346297529668,-0.18478120148620567,0.012725123877731549,0.062089091287717064,0.16474765010535738,0.3762583437907133,0.12215234931181775,3000022,0.1377247327502429,0.0804397489706539
0,100001.0,50,472,0.02023795552489314,-0.15806974947454006,-0.3739019702627032,-0.02478802079627892,-0.3382364144948756,-0.11630198561754132,-0.10479540001961084,0.11630354844640554,3000023,0.12914372098045562,-0.31390757026348703
0,100001.0,50,475,0.1968375770068536,0.3548184770739268,-0.5171732212857616,0.022953676053361363,0.7825820194234651,-0.015227234147571487,0.3236858518479561,0.11661680378957864,3000024,0.11946319881335997,0.3408579321465244
0,100001.0,50,479,0.39864832009704415,-0.15051510168275292,-0.7260543197521627,-0.0747777051963481,-0.4635116395483873,-0.5434183912871899,-0.2596819004251823,0.11629316798489725,3000025,0.13423725654645416,-0.3802082887593008
0,100001.0,50,420,0.08613253439042555,0.030240678176776975,-0.4707801565242906,-0.0074214351118444795,-0.10508752541598808,-0.08043957556493518,0.3251182581987055,0.10259238830667408,3000026,0.1281397174254317,-0.17714531684246054
0,100001.0,50,365,0.0843524177294234,-0.06488872941017243,1.1706265480954714,-0.020506306776140182,-0.42215591320148205,-0.1344413004503684,-0.20684376204994853,0.15899756128866635,3000027,0.17354091169177946,-0.8605828641589522
0,100001.0,50,408,0.09985879384527176,-0.07265895051386519,-0.3877347814457723,-0.023656592934241657,-0.1778137907119362,-0.1567224937375097,0.36955044482828064,0.12251287798356332,3000028,0.12597595856524427,0.1991615530649256
0,100001.0,50,425,0.2604252304988914,0.05753143992675265,-0.4691540854655992,-0.027166881874890837,-0.05886743784344995,-0.2631765207257677,-0.6371491038549841,0.12561842918985772,3000029,0.1455899153554551,-0.4293426839914639
0,100001.0,50,443,0.5455660088184091,0.3727291842441317,-0.3833355583414841,-0.02165594453397735,0.4403937210981927,-0.40258755586298617,0.9324263874800104,0.10065558481457093,3000030,0.11882685766614345,0.2109842807146536
0,100001.0,50,483,0.17605041466417642,0.21578899745241,-0.4711527759353943,0.00636157689441572,0.4660675870614376,-0.0734933651300214,0.6138198806573704,0.12065331451729627,3000031,0.1362057534878358,-0.4358692785422131
0,100001.0,50,478,0.2593257383535853,0.16556871782037982,-0.6276469614280655,-0.011881551203967436,0.14654295694230055,-0.19809982826582664,0.4711392343209959,0.109259153099442,3000032,0.12351008779580212,0.08529208409164481
0,100001.0,50,427,-0.13339745161024175,0.0670181752186984,0.4889365140613874,0.027387471239488773,0.3956537034830781,0.1916622416031926,0.3521286366332879,0.1169772256728778,3000033,0.12160518053375202,0.20412211267979224
0,100001.0,50,450,-0.04158477850596291,-0.426915213057428,0.1969817796851824,-0.05397589147915069,-0.8328011219208634,-0.20424614211488,-0.36892878398091095,0.12144033145172962,3000034,0.1307104738447103,-0.7008230021049041
0,100001.0,50,373,-0.09295155227409166,-0.5366377177638074,0.6783570030935089,-0.06241625504279767,-1.173868995738363,-0.2097828776068696,-0.8390671781183683,0.16281636878353822,3000035,0.16313381022512088,-1.1974946872030052
0,100001.0,50,450,0.4786985991577132,0.3971255480692024,-0.8896166405302345,-0.009207343089798124,0.5028678311746765,-0.3118886971116367,0.8275932772670853,0.11131005197109904,3000036,0.12209094163981385,-0.030440384082042905
0,100001.0,50,464,-0.2145577147361576,-0.2869161207589064,-0.3235223403157785,-0.011083327717434236,-0.4423038287730335,0.07552494214376637,0.3444940882639896,0.11123995052566484,3000037,0.1320921985815603,-0.243848439021748
0,100001.0,50,529,-0.014948998833747187,0.18346608359211086,0.2641800771012744,0.027597064013985567,0.3108826999860877,0.1253320449024984,0.5312855120991746,0.11172309833024116,3000038,0.12292568542568537,0.26455515341422353
0,100001.0,50,343,0.23893129392911885,-0.5607635186497537,0.6366799509379008,-0.11087010620427856,-1.7547482182627268,-0.6024715826953693,-0.3979945500248874,0.12576892459111294,3000039,0.1567460317460317,-0.5402058226211304
0,100001.0,50,438,0.2495519076760067,-0.492047875213392,0.3940329581067142,-0.10240875249249666,-1.84626108474978,-0.5746677399501017,-0.59492824922678,0.1363783608681567,3000040,0.14501282969328078,-0.8772032650594443
0,100001.0,50,484,0.14537472238235374,0.2321894793757321,-0.5382441787619365,0.01278753183930535,0.14690517438936282,-0.028832967959924894,0.30098705511144563,0.10847680304349223,3000041,0.12151517048537212,0.15137423030312533
0,100001.0,50,478,0.1467438376129601,0.39855177602189534,0.2405971602920541,0.035814188230746086,0.8068276151373444,0.0677094843216021,0.7539531567671518,0.11707326608804434,3000042,0.12850535897812362,-0.13135899692050826
0,100001.0,50,467,-0.048226857056147626,0.2722684690734917,-0.3743510011824839,0.04450374237353609,0.8813016542970099,0.21555934901138465,1.0921704493411242,0.09611809840215156,3000043,0.11895533407161316,0.12608548725282198
