start,end,N,SS,FerL,FulD,ZngE,TajD,FayH,bsfs,Colless,btree,path,iColless,ibtree
0,100001.0,50,335,0.10402015976855986,-0.9913879550448378,-0.1498216058437048,-0.11393170483325872,0.0044065483882207625,0.010942875377323035,0.106984126984127,0.6829291227125643,3000000,0.11165620094191524,0.4520082630314882
0,100001.0,50,393,0.1351499065625626,0.7026297332978025,-0.22624448708662498,-0.20884835703342733,0.00144373152962892,-0.12634306375465088,0.14411989795918356,-0.3316805532795339,3000001,0.16784058756245854,-0.7329428949811203
0,100001.0,50,353,0.5453082717644051,1.1123644544220688,-0.5858792871288434,-0.20963302441013865,0.05015940346470885,-0.1864437252827667,0.11493364951614447,0.42955481091536696,3000002,0.1347591362126245,-0.5213833894549006
0,100001.0,50,384,-0.9637694832465172,-0.745863591130357,0.8467047972921642,0.0039399920412751645,-0.11411030298263515,-0.3969581112175132,0.13195038494439687,-0.015231211868429975,3000003,0.15309944202400058,-0.5153712268690057
0,100001.0,50,385,-0.6286212485297833,0.016507711454231574,0.4786119781809607,-0.14017846679756074,-0.08439957485249065,-0.7010189045777162,0.12891895888790295,0.007339116963440369,3000004,0.13681283324140464,-0.21433764732384447
0,100001.0,50,470,-0.2640805342967526,-0.17226499195771822,0.5299661002390588,0.5771293178013667,0.009023484542631724,0.6996714244428536,0.10360050756053713,0.7118728662766329,3000005,0.11557668521954237,0.35153192023817986
0,100001.0,50,497,-0.426508133180953,1.2688229862510814,0.12992256758648632,-0.4717991452054823,-0.08333067376537262,-1.4703208739976792,0.140616823652538,-0.33217898858593764,3000006,0.14924133715986393,-0.4860184928997266
0,100001.0,50,467,-0.8349964403070617,0.06994082233073673,0.5920363153528463,-0.2709333359075699,-0.11770534883814687,-0.8519306790842288,0.14449946645324802,-0.3752499512164404,3000007,0.14754065688775514,-0.3562416700317186
0,100001.0,50,534,-0.7039185539124244,0.1753098133294579,0.7090473053414925,0.17714619279403646,-0.07079288111777643,-0.37708089593148175,0.1298410061699098,-0.1347101466484273,3000008,0.13847789115646267,-0.18792316937392206
0,100001.0,50,352,-0.2216321404132451,0.4944189811132344,-0.01287909750850778,-0.401760991471216,-0.05443796176656043,-0.899458279655255,0.11391063274624914,0.1119941241093458,3000009,0.13486587816944962,-0.25139430361826914
0,100001.0,50,373,0.4940002825163735,0.16254055112867846,-0.39618268861206896,0.07123213178243948,0.06363868278554799,0.4383653238380171,0.10660941395191624,0.6273470097799825,3000010,0.10826330532212887,0.6995239266981328
0,100001.0,50,391,-0.22317355488714152,-0.7536430389779707,0.32835716414184696,0.2572338247797663,-0.008508086691062344,0.08586915902934496,0.11112328366929597,0.4462465059704786,3000011,0.12137872390335447,0.26277546291209386
0,100001.0,50,474,-0.09717245862280006,-0.2924256269253883,0.03481768198627448,-0.0974347685244972,-0.01829344164878026,-0.14592979329611466,0.1369276205105699,-0.14913414693592478,3000012,0.15039062499999992,-0.4493172332098648
0,100001.0,50,419,0.02460541921806897,-1.0296173236632757,-0.05756463988233864,-0.06969458340848747,-0.0019504643457740425,-0.15665506712443522,0.10635757035054462,0.6456830051207079,3000013,0.12195839874411303,0.05853772508193916
0,100001.0,50,535,-0.012066854780422742,0.002497989192212693,0.1144604408643672,0.20066169405330653,0.01256452030166647,0.27973102272353817,0.11384793151710447,0.3718198035813664,3000014,0.1220882292310864,0.01371541362865458
0,100001.0,50,455,0.41105845734512986,-0.19960468762169786,-0.31148572974108096,0.0946186301614813,0.05525973582989435,0.4528572812795999,0.10192427224696986,0.7650415777893469,3000015,0.12297133138969883,0.09360502943882702
0,100001.0,50,508,0.0954067838479436,0.2069678441912456,0.02987667608318125,0.21942877354258966,0.026578893788893998,0.2292570327353192,0.12092579750346748,0.3895483705616525,3000016,0.1374440019910403,0.039456133390934775
0,100001.0,50,511,-0.3826089880040919,1.8693505529291905,0.0041643807277854505,-0.6403489094553072,-0.08987288089327715,-2.723577415555483,0.14280878228068494,-0.5138825435950702,3000017,0.1815119177441968,-1.0788004653302463
0,100001.0,50,468,-0.29512771980295355,0.5377690243446092,0.18519192500409826,-0.14229783775876348,-0.04484866828471083,-0.5956870079361755,0.12260898983249205,0.0740439346009294,3000018,0.13510795622596866,-0.07650922684943877
0,100001.0,50,513,0.1356641461688745,-0.3185219395690228,-0.13918632582429158,-0.039065097290906035,0.013307883292281516,-7.196325545440327e-06,0.10603309120258272,0.7579107853961806,3000019,0.11621098821207873,0.2539927473604424
0,100001.0,50,482,-0.2289778171704433,-0.4960426962134629,0.1003838291319888,-0.1941134910306929,-0.04062351404489254,-0.5099139817342115,0.1323590606455348,-0.06733658305685111,3000020,0.12823837868480725,-0.11181564692678612
0,100001.0,50,399,0.5959273317679759,0.08600680665399517,-0.6649267320762569,-0.2762388286857234,0.05138650024918495,0.10181036764765766,0.09763412754264277,0.7714209474241317,3000021,0.11853995329475073,0.1723956613735282
0,100001.0,50,348,0.16474765010535738,-0.18478120148620567,-0.1949286130728585,-0.0981346297529668,0.012725123877731549,0.062089091287717064,0.12215234931181775,0.2771694343846561,3000022,0.1377247327502429,-0.08761622939169952
0,100001.0,50,472,-0.11630198561754132,-0.3739019702627032,0.02023795552489314,-0.15806974947454006,-0.02478802079627892,-0.3382364144948756,0.11630354844640554,0.18683766343260244,3000023,0.12914372098045562,-0.2235737002210512
0,100001.0,50,475,-0.015227234147571487,-0.5171732212857616,0.1968375770068536,0.3548184770739268,0.022953676053361363,0.7825820194234651,0.11661680378957864,0.3626618989196068,3000024,0.11946319881335997,0.18241422093923185
0,100001.0,50,479,-0.5434183912871899,-0.7260543197521627,0.39864832009704415,-0.15051510168275292,-0.0747777051963481,-0.4635116395483873,0.11629316798489725,0.10367337853464707,3000025,0.13423725654645416,-0.2660402397959365
0,100001.0,50,420,-0.08043957556493518,-0.4707801565242906,0.08613253439042555,0.030240678176776975,-0.0074214351118444795,-0.10508752541598808,0.10259238830667408,0.6267540735111895,3000026,0.1281397174254317,-0.010269045807712191
0,100001.0,50,365,-0.1344413004503684,1.1706265480954714,0.0843524177294234,-0.06488872941017243,-0.020506306776140182,-0.42215591320148205,0.15899756128866635,-0.6019888819588453,3000027,0.17354091169177946,-1.0584649248283902
0,100001.0,50,408,-0.1567224937375097,-0.3877347814457723,0.09985879384527176,-0.07265895051386519,-0.023656592934241657,-0.1778137907119362,0.12251287798356332,0.23169351762398266,3000028,0.12597595856524427,0.10313343255140073
0,100001.0,50,425,-0.2631765207257677,-0.4691540854655992,0.2604252304988914,0.05753143992675265,-0.027166881874890837,-0.05886743784344995,0.12561842918985772,-0.033211758740662775,3000029,0.1455899153554551,-0.5639231755895384
0,100001.0,50,443,-0.40258755586298617,-0.3833355583414841,0.5455660088184091,0.3727291842441317,-0.02165594453397735,0.4403937210981927,0.10065558481457093,0.7457925670278985,3000030,0.11882685766614345,0.2633723721301154
