start,end,N,SS,FayH,TajD,FerL,ZngE,bsfs,FulD,Colless,btree,path,iColless,ibtree
0,2501.0,250,20,-0.08236267375154542,-0.15333008584296062,-0.391556860308412,0.24961197678569425,8.838931126173458e-06,-0.2203194944787188,0.033484167083078865,0.3066157140204022,8020000,0.04500259100919808,-0.4649661706168751
0,2501.0,250,8,0.09507412899901674,-1.1829822948870914,0.9879016581573024,-1.2450455697573932,-0.8406394865901753,2.7476664446803647,0.03580450835600466,0.0311289413033361,8020001,0.039059463661095986,-0.08425970392853584
0,2501.0,250,12,0.10722188819799623,-0.8082455387651903,0.9375799883241744,-1.0703214465027098,4.72985831489979e-06,-1.1583576205662869,0.025937081659973226,0.7886976391991078,8020002,0.0505894545925638,-1.1010750109253888
0,2501.0,250,21,0.04177449911587962,0.0033248587071159088,0.2399677333718409,-0.19062902372567905,-5.196424950553218e-07,1.94311728992564,0.03242925619528807,0.2326842925282473,8020003,0.045132141469102216,-0.7311667273962646
0,2501.0,250,14,0.12656291641953316,-0.5507933242152363,0.9371984846545846,-0.970248037049305,1.551339111253063e-05,-0.3126827056713456,0.04065571039920048,-0.3370876996028648,8020004,0.06707475061536468,-1.980344467313155
0,2501.0,250,12,0.15290175690558153,1.9231829055027685,-0.20968211690155936,0.9371440408606032,3.2822667602351894,-2.356251271886407,0.02582507449151445,0.5885761884158879,8020005,0.046001209137625766,-0.9151258373163046
0,2501.0,250,14,0.025056954418426397,-0.2696128971654099,0.26704607632406746,-0.3220648410041979,1.551339111253063e-05,1.808437214814801,0.041156561730794135,-0.51041336211415,8020006,0.04793367016452908,-0.6417472921081764
0,2501.0,250,17,0.09806571437112996,0.5318567455667008,0.26508999807439826,0.006394624675289662,2.1636659350574563,-0.7127076431669839,0.0311504080839487,0.28031162922996233,8020007,0.0577147298872911,-1.59585876912194
0,2501.0,250,9,0.08805194221149508,-1.0645872502610023,0.9208051827631452,-1.1495955540241876,-0.9908483444513544,0.7828117394489833,0.0295860862806063,0.6157795446092228,8020008,0.04709159217515222,-0.7082362717445567
0,2501.0,250,16,0.049149385997221164,-0.3259409814205837,0.4321038803677887,-0.4780828376498669,-0.9173967176594362,3.215864921119996,0.030245405585475543,0.6543785241252223,8020009,0.054540743619639835,-1.3441733278309649
0,2501.0,250,12,0.08618695720914579,0.5265832325998123,0.16213926277078322,0.0817556758036827,1.0483997930772584,2.4353233333940723,0.03175836988507024,0.2845650257158973,8020010,0.06106684803731052,-1.951138598286464
0,2501.0,250,17,0.07235356173077148,-0.2823850665796586,0.5420755414160369,-0.548782035786296,2.7626589002131874e-06,1.0994680023857826,0.04629809560823942,-0.6255065710729218,8020011,0.0509781059722762,-0.8339422482662985
