start,end,N,SS,FayH,FulD,ZngE,TajD,FerL,bsfs,Colless,btree,path,iColless,ibtree
0,2501.0,250,16,0.06986217584881081,-0.5928903682049141,-0.8373264404601638,-0.6564308078509209,0.7130167906861256,1.2794872113393594e-06,0.045522592160757734,-0.5651798488565818,8000000,0.0834952714082135,-3.3989380395536566
0,2501.0,250,16,-0.11350284114082193,1.3114872764575405,1.7179889256165553,1.5042500642329324,-1.3823959875016725,1.3513043958051631,0.02960551884959191,0.4614404154661334,8000001,0.053374789480502664,-1.5602431610527883
0,2501.0,250,18,-0.07666657887790397,1.7714610200418692,0.609732671664136,0.32601484203449554,-0.5950500779523553,7.942844380620404e-07,0.045723838281164365,-0.39697813001745785,8000002,0.05152059852312476,-1.3211974061634446
0,2501.0,250,15,-0.1625301560610246,0.5430819992150967,-0.4825139429172157,-1.438585756869706,-0.12846303413708896,-1.3710168515947672,0.0431588103566339,-0.5539495709819866,8000003,0.07342272315066717,-1.8959106516343456
0,2501.0,250,7,0.1483669132743897,3.319356447001475,-0.7876890394122851,-0.4018832862226499,0.7975911195616499,1.690525703800356e-05,0.029640065638899687,0.5388425707440155,8000004,0.0506866174374919,-0.8986122386684247
0,2501.0,250,18,0.0821112106352789,-0.8215446257946853,-0.2420120321786052,0.1500098108879135,0.3801349957934311,0.8234858687650869,0.02587230643002116,0.7851899997326873,8000005,0.052435548646197684,-1.1054690760866472
0,2501.0,250,17,0.03854643900067302,0.1933801796093992,-0.7099623565654657,-0.6595504908974361,0.5502072270921216,2.7626589002131874e-06,0.032445192958212785,0.4740302776292077,8000006,0.08641015675605647,-3.2081382686295705
0,2501.0,250,6,0.15388784204066258,2.0301464234706037,-0.9075721650908408,-0.582015324983332,0.8646836143602877,-3.1178367348751664e-06,0.02719749967612385,0.8682146181568042,8000007,0.03575592693354061,0.023228100890944608
0,2501.0,250,7,-0.6501490120637345,-0.26412781878448416,1.2078524977192515,-1.1436213547311174,-2.080243893972093,-1.0590885473312075,0.04931914036072605,-0.7497998215054359,8000008,0.04126182147946625,-0.5219004980351103
0,2501.0,250,4,0.18148897244034345,-1.719394522626171,-0.7660690958632224,-0.430495924472166,0.7658133508384348,0.279713569449802,0.03491384894416375,-0.029075283637481013,8000009,0.0512695945070605,-0.7211518615524799
0,2501.0,250,14,-0.35174265610010996,-0.3126827056713457,0.5812542939097276,-1.0823510874214033,-1.2783100191943684,-1.474041368792596,0.05915273999222696,-1.228528812204726,8000010,0.09259619121647883,-2.7863848885444615
0,2501.0,250,22,-0.06652762693402374,0.28762682637578485,0.1225051950344884,-0.22646486550572986,-0.27105367106083994,-9.194991986519129e-07,0.044846050870147265,-0.5437767570534744,8000011,0.05865397072159606,-1.5562609415691109
0,2501.0,250,21,-0.5090823066727098,5.741594743034617,0.5173947718733068,-2.2114224223701875,-1.7960140194970815,-2.6377028325011307,0.03630291776424696,-0.7946513733675666,8000012,0.04349656691281253,-0.8938748322891172
0,2501.0,250,15,0.13047287716743833,2.5498300766532633,-1.1183178887222358,-0.6964274558451038,1.0466769339520752,-0.3738224266451373,0.02285917865008421,1.3624036556717696,8000013,0.06869413136416634,-2.400138288128597
0,2501.0,250,14,0.1625906096481526,-1.373242665914419,0.41576071194076425,1.3458456639630754,0.161718622862396,1.3850678333227804,0.029807401649609194,0.4980913097484457,8000014,0.06537440082912295,-2.2201543590933244
0,2501.0,250,13,0.06634155960814114,-1.2721674407506367,1.173015745854677,1.790030011610066,-0.5674626337687438,1.9727892351727596,0.03332685581033813,0.12873566891150312,8000015,0.033926026687394736,0.11114581285180024
0,2501.0,250,20,0.032150301508075525,-1.0119084632668656,0.5501050185990439,0.8408293612230202,-0.2519557726258735,0.7586839460401097,0.02984113874854256,0.5567879169567059,8000016,0.07290452131105066,-2.0229570126084666
0,2501.0,250,12,-0.012080238970565654,1.2374296820739528,-0.7890450922272361,-1.0446683725020418,0.4654876026096495,-1.094709756155937,0.029254113227101957,0.5130388625933996,8000017,0.032355227361057136,0.2474541293645959
0,2501.0,250,22,0.1097977641755874,1.0179373653904888,-0.30324568717737144,0.2526188480879157,0.510476166744018,0.9253968696450908,0.028112449799196783,0.7655575203566669,8000018,0.047545018784816685,-0.9986997617463452
0,2501.0,250,13,-0.0006614026315506267,0.9776412577841304,-0.7662261259824732,-0.95473660060235,0.4790761822321034,-0.5951099001937444,0.0373008161678974,-0.023272754676862063,8000019,0.05486461976940018,-1.9630568714972232
0,2501.0,250,20,0.07137237854144332,-0.22031949447871876,-0.4726256851165666,-0.17627027057699782,0.4995436425399599,8.838931126173458e-06,0.0335989117761368,0.07693515049030179,8000020,0.06137453037958284,-2.304255775401882
0,2501.0,250,21,0.10440555059320407,-1.8553601631833363,0.9716465977235528,1.7492698493949312,-0.3051292138162645,1.7962444868064191,0.03391523081573606,0.1672186258608165,8000021,0.05646780671071382,-1.3519676624853594
0,2501.0,250,18,0.08809003267828308,0.042790589484166114,-0.5821382729748676,-0.2307420007325949,0.6096029309744507,7.942844380620404e-07,0.03921060586431749,-0.2375895951314797,8000022,0.03493004275165177,-0.03899038516670628
0,2501.0,250,18,0.024274839325805587,-2.550215056352388,0.8583963939269503,1.1737437132575474,-0.4694786541052447,1.339682779971268,0.03454833157514852,0.19759199460828825,8000023,0.04633588115904478,-0.9310770096563722
0,2501.0,250,18,0.09014461069993396,2.6357962353207207,-0.1619823284618375,0.2906361090460535,0.35243688976995985,0.8630806882945337,0.028374789480502656,0.5586559149486773,8000024,0.03850887420650343,-0.10382419279202466
0,2501.0,250,15,-0.3530267549619296,-2.4670401169421527,1.8312880454247646,0.41555275593244,-2.083425898194597,-0.5617393113037775,0.03901088223863194,-0.3620795490278864,8000025,0.05457313123461588,-0.8975350935155486
0,2501.0,250,12,-0.07634148430946096,0.0395360307538328,0.2358797055436684,-0.08150414702614389,-0.3371836393501015,4.72985831489979e-06,0.03624636796032055,0.022296593136502323,8000026,0.07909055577147299,-2.1383993215773947
0,2501.0,250,28,0.13899045370264426,-0.3497490525185192,0.7748419625755566,1.7252057197507422,-0.05546405506601413,1.4764893873921512,0.03339457536892438,0.15424557754233845,8000027,0.05180399015416505,-1.441285386355239
0,2501.0,250,22,-0.634216105112335,-1.9033047906683256,1.624867503529212,-1.6111101836851898,-2.8694526962428863,-1.541523297318408,0.042925020766176665,-0.2894178178003316,8000028,0.04780411970462496,-0.4736783100374806
0,2501.0,250,14,-0.02287345785911613,2.8689971750578733,-0.3944682831156194,-0.6043920653385246,0.18792077261517648,-0.7101624687999458,0.029004908522980807,0.6151907199456281,8000029,0.055204689726648534,-1.3110665877376653
0,2501.0,250,10,0.05776940709732891,0.4973207385797265,-0.14951710000588306,0.08143502229992555,0.22853689404695246,1.331586504129518e-05,0.03261931099086171,0.2309190327185447,8000030,0.04482445912682991,-0.9855390083662886
0,2501.0,250,20,0.21833991683760756,-2.5950864008431593,0.911223849550174,2.3035331800796524,0.05470523802180367,1.5568019588480324,0.037477868463099716,-0.0928673508596195,8000031,0.04271001054910888,-0.7449673042616494
0,2501.0,250,24,-0.059637793881135534,-0.6332035598380021,2.033663089711864,2.0848671872655937,-1.4471581593164329,0.8900552713131944,0.03582070216349268,0.16106886088096548,8000032,0.049634019950770825,-0.7594604139623282
0,2501.0,250,11,-0.10840764087202463,-2.3105962099881507,1.852122667186932,1.8048140112459519,-1.4246144103297198,0.8372072972275125,0.02524172938086657,0.963863905551732,8000033,0.05183637776914108,-1.3223241819202722
0,2501.0,250,16,-0.1072402954970042,-2.497268012867369,1.0119971496589286,0.673054231213191,-0.9233122598794056,0.1804225966281039,0.03346565987452113,0.20469557481610146,8000034,0.07036209353543205,-1.912470917913269
0,2501.0,250,12,0.11525454386535812,0.039536030753832926,-0.9431691219672216,-0.6099243826124974,0.8776418864688108,4.72985831489979e-06,0.026441248866433474,0.7181212363096794,8000035,0.07290452131105066,-2.7142497749796934
0,2501.0,250,13,0.121827489068006,-1.2721674407506367,-1.3156173504616662,-1.021128545649874,1.1349412637963374,-7.123906620505881e-06,0.04169005772192713,-0.4375442952631125,8000036,0.05062184220753983,-0.7173437835506052
0,2501.0,250,13,0.08665812305120645,0.9776412577841304,-1.4029378099815382,-1.3063573046673258,1.1003884073287757,-0.8397867128672031,0.03983676642052079,-0.2945869137668179,8000037,0.04093794532970592,-0.4903034532312687
0,2501.0,250,16,0.1600544304265335,-2.497268012867369,-0.043866656861769264,0.79071264762077,0.4595111632544777,1.3057622809780651,0.029604771443092474,0.5477265188127327,8000038,0.05089173899900679,-1.4909556709664846
0,2501.0,250,14,0.1624441556106379,-1.373242665914419,1.0604961250281846,2.1415808206395885,-0.2429359631216317,1.8679146868751784,0.02629874336053893,0.7584531954958129,8000039,0.041051301982122035,-0.467925463010085
0,2501.0,250,28,-0.047457124424583136,-0.34974905251851923,0.7103013275658157,0.5623254711038932,-0.5888039147377314,0.5984626764373354,0.03539966316880425,-0.06545766609848104,8000040,0.06778727814483741,-2.181220018779105
0,2501.0,250,15,-0.5167097830017261,4.5565781540914285,1.0807772021806945,-1.3585414921905257,-2.0469995495291,-1.7643773157548452,0.05072710195621195,-0.5598129414198436,8000041,0.0711879777173209,-2.4845684627703584
0,2501.0,250,13,0.02005775371767596,-2.3970717900180203,1.4422538293742813,1.8916599242250016,-0.8539664457471275,0.7597103144119753,0.03229045213110506,0.3290904709588733,8000042,0.046719134602927835,-0.4247995466005831
0,2501.0,250,13,-0.013213674312934907,-0.14726309148325334,-0.3077937135031472,-0.4486109618187213,0.15955357295279404,-7.123906620505881e-06,0.04133874206503433,-0.2612092573185233,8000043,0.05981992486073325,-1.3171581723824424
0,2501.0,250,11,0.08691095679635953,0.2523487190495647,-0.4874439747609381,-0.1941183461791097,0.5154326637642392,1.749454741305179e-05,0.02626230729369089,0.7694783467379859,8000044,0.07717968648788702,-2.604185318302832
0,2501.0,250,26,0.08784010538201585,-0.16565173675077835,-0.2981354306888431,0.1527134268547497,0.4522413339240982,0.4191355136395705,0.0330029796605778,0.34131033960689544,8000045,0.0657144707863713,-2.3290196877887057
0,2501.0,250,11,-0.0055624381565216215,1.5338211835684223,0.08618007055027359,0.08148572378038373,-0.0675350161400443,1.749454741305179e-05,0.0314900153609831,0.4684407316492245,8000046,0.09168933799714987,-2.8090891994473464
0,2501.0,250,14,0.01824018467228701,2.8689971750578738,-0.5703052139576432,-0.6111728342409625,0.4049921795769891,-0.447489576900864,0.036205754919318864,0.14334730736190726,8000047,0.061973701256639466,-1.6964305783055496
0,2501.0,250,22,0.026184538017652845,3.2088689824346,-1.1327258542453054,-1.2108413488240868,0.7841057584120134,-0.9385295635258101,0.03842610585712024,0.09471919333905016,8000048,0.0645485166472341,-1.0708865924930833
0,2501.0,250,19,-0.048667874554287456,2.384458276296461,-0.14668276820288328,-0.4434185782002373,-0.045689940829256766,-0.8078001431840525,0.03279425947517669,0.2050219593671746,8000049,0.07850757870190439,-2.429749659824899
0,2501.0,250,11,0.03435019501581207,0.2523487190495645,-0.528417120854596,-0.4984603367886967,0.4146809542294498,1.749454741305179e-05,0.0353591786500842,0.1953265226105927,8000050,0.10114652157015157,-2.802942871015929
0,2501.0,250,20,-0.03718444679726663,-1.0119084632668656,-0.3461022990898933,-0.6225611372209945,0.11003156144046447,-0.3963540072782273,0.0404980135596148,-0.21885051171682807,8000051,0.05428164269983158,-1.0329623142849504
0,2501.0,250,23,0.03855137734678767,-1.2446198729288072,-1.0034542754522284,-0.9814796761993768,0.7404179785156719,6.669880563534684e-06,0.0437556678326208,-0.17077510771251664,8000052,0.0480470268169452,-0.3710552434356165
0,2501.0,250,21,-0.4953738157808098,-0.3359691819397459,1.6213028402803285,-0.8079444976715902,-2.446164676880325,-0.9718127090284052,0.04040894761843071,-0.40031517670546585,8000053,0.0551723021116725,-0.9504397808686628
0,2501.0,250,10,0.10575925182749377,0.4973207385797263,-1.314078002327408,-1.166222126539478,1.072566616147123,-0.4149073816339287,0.030586053892991318,0.09257366886568996,8000054,0.043269853607980316,-0.3614021257286209
0,2501.0,250,13,-0.08628428678119958,2.102545607051513,-0.3732840581430511,-0.8972716073385704,0.015023284324738881,-1.0738472357833522,0.03657641317960012,-0.13318823289306006,8000055,0.043367016452908407,-0.2871420342169594
0,2501.0,250,18,0.1063141397303267,-1.6858798410735365,0.4868299123848147,1.1660237071580288,-0.008482594038979855,2.718734230909183,0.030937369549884124,0.20554707426714897,8000056,0.05373105324523902,-0.9464732196736207
0,2501.0,250,15,0.07434164792143733,-1.4636660782230697,1.1954840996197444,1.8565429416591237,-0.5521062339526843,3.2895917342060823,0.02929228434475228,0.1096545082211354,8000057,0.049719615790350336,-1.347161025015428
0,2501.0,250,10,0.06597894301096373,3.2538034726531526,-1.5154682335559424,-1.6070822406026908,1.106570944790341,-1.0407127223449568,0.033484167083078865,0.1842818470679634,8000058,0.04537504858142246,-0.43539592543531147
0,2501.0,250,28,-0.25328776949331033,-1.5360309750754062,1.0894775582480445,-0.18946283162492908,-1.4583907064208053,-0.2708528963755205,0.03189370384764866,0.4554884074460296,8000059,0.06012760720300558,-1.673596006484412
0,2501.0,250,7,-0.021787761397729977,-0.2641278187844844,-0.22626927548391415,-0.3836348603229847,0.09848203988671607,1.690525703800356e-05,0.034562211981566816,0.08995733598157914,8000060,0.09502526233968132,-3.0005544067212466
0,2501.0,250,16,0.1517043695681099,-0.5928903682049141,-0.9935193112472492,-0.4158520801782215,1.0317614558514805,0.3216966198971236,0.03616401088223863,0.03515509626506235,8000061,0.06137453037958284,-1.3292368843703817
0,2501.0,250,22,0.09720309338204372,-0.4426837126389184,0.5091065708360624,1.1556932906774071,-0.033775157458395225,2.370754469187873,0.033007606462717234,0.3308295033811799,8000062,0.04019303018525715,-0.16732845620718773
0,2501.0,250,17,-0.07431465811859546,-0.712707643166984,-0.18164908290040868,-0.618590954619641,-0.09020786375438793,-0.35457503245736194,0.02973542917188467,0.4632738381366564,8000063,0.056645938593082014,-0.8633890991458278
0,2501.0,250,10,0.1352303507985607,-0.8809206284569866,-0.03568783887671169,0.5880079135095637,0.33733312688211703,1.0721247136594043,0.02887031998963597,0.4537051457273604,8000064,0.06608692835859567,-1.6529003092439647
0,2501.0,250,25,-0.0071341509411200574,-0.06408293727392286,-0.6838925711180177,-0.8541224324536758,0.4052824946405874,-0.2710396036647346,0.04081919074146046,-0.1754647867276287,8000065,0.046832491255343965,-0.35272130785237754
0,2501.0,250,8,0.1768024188215082,1.120547557355928,-0.5118308693587894,0.11463521583313895,0.7010851973849861,0.35672111117749883,0.04122133696074621,-0.6392010453019882,8000066,0.08385153517294988,-2.9884494765115
0,2501.0,250,16,-0.07467505814915218,3.215864921119997,-0.8529457275388721,-1.4380975259034572,0.33264878301654816,-1.3089435071002098,0.03487741287731571,-0.10263190558876714,8000067,0.06020857624044565,-1.6078551320529109
0,2501.0,250,18,0.0691673690988781,-1.6858798410735367,-0.8651004396877244,-0.6766973171073122,0.733943963748205,7.942844380620404e-07,0.03598264023837285,-0.3710288872535513,8000068,0.07193289286176968,-2.6975206201865776
0,2501.0,250,24,0.12864133830249566,-0.6332035598380017,-0.5791128788066424,0.042006799329734806,0.7449420910843967,1.011277877510638,0.04144966964632725,-0.41210242771146427,8000069,0.06523945243338948,-1.7008836752589267
0,2501.0,250,11,0.049514257190206405,1.533821183568422,0.09027738515963944,0.3516139435300454,0.06244127962325445,0.33977464836917104,0.025937081659973226,1.0141327515036611,8000070,0.08148723927969942,-2.9693425371486093
0,2501.0,250,15,0.14217514757561522,0.5430819992150967,-1.1576459678441962,-0.6839195320853287,1.1023433612315992,-3.1232848154354443e-06,0.03747247052727037,-0.01740680244484786,8000071,0.049617826143282806,-0.962628116396308
0,2501.0,250,25,-0.06105130404139575,-2.6821967318886117,1.0690611538334809,0.9214213588772644,-0.8506418722442979,0.4371848074283949,0.029990931467806712,0.5695157749564377,8000072,0.051917346806581166,-0.7060034207228539
0,2501.0,250,6,0.0711257315803912,2.0301464234706037,-1.2573678925464942,-1.364143098986747,0.9285532145094716,-0.7526801152359757,0.033301665443134544,-0.0810351904734054,8000073,0.06393315196268946,-1.4689603501639077
0,2501.0,250,11,0.05240672503159765,0.2523487190495646,-1.6224001215552644,-1.7856968541600091,1.1455015619240552,-1.1665622927291273,0.04011206114781708,-0.1710538784564528,8000074,0.04848425961912165,-0.324446224356862
0,2501.0,250,18,-0.06486302814351944,-1.6858798410735365,1.1156347273022744,1.0042368167414957,-0.8787124478528527,0.20005081300804892,0.036128384505765,0.12782680047036507,8000075,0.054748024355486466,-0.922365232813426
0,2501.0,250,17,0.0977170750132946,0.1933801796093993,-0.7517498471378435,-0.3942887321460014,0.7387307928031172,2.7626589002131874e-06,0.03372846223604094,0.2217059987522824,8000076,0.04770695685969685,-0.4448598962819204
0,2501.0,250,21,-0.17922777439281967,3.4625082711692303,0.8066948173868711,-0.02769756598622737,-1.0225670199587176,-0.7975472409614068,0.03374789480502656,0.3736981695309549,8000077,0.10872522347454333,-3.135142507056065
0,2501.0,250,26,0.06093660489771989,0.4670334705804735,-1.1141878120126103,-0.9704679749472842,0.879725558407826,-0.42901086853313786,0.0338234659066373,0.2662979866914505,8000078,0.048468065811633626,-0.5423086261716157
0,2501.0,250,25,-0.3313563563660559,-1.373139834581267,1.860432444542985,0.3135563199444754,-2.1572039902527833,-0.1660573667552332,0.04493961509118913,-0.3985435532331969,8000079,0.058103381267003484,-1.2349593063901334
0,2501.0,250,18,-0.3760185966324425,0.9071258047630174,0.3839345790346845,-1.5666362936226967,-1.287574262903865,-1.6486732633089571,0.040198428121086496,-0.35908384400453786,8000080,0.05492939499935225,-0.8812038853378996
0,2501.0,250,11,0.17130598002653852,-2.3105962099881507,-0.9955109863222968,-0.4262449889086623,1.0377680802035965,0.3620201550933754,0.03852830677548905,0.0234329566413466,8000081,0.04343179168286048,-0.2881478099805349
0,2501.0,250,7,-0.3319039185512065,-0.26412781878448416,0.9855080367575204,-0.1062818130529967,-1.2945768497940309,-1.013002556738139,0.05658764088612515,-2.3889724126243053,8000082,0.09933281513149372,-3.3503332718390726
0,2501.0,250,8,-0.03069303408461202,1.1205475573559285,-0.6594921631890638,-0.9803047068981164,0.349684997861201,-0.7798774915735307,0.03722416547912078,-0.458851424551519,8000083,0.08527659023189532,-2.417841454968734
0,2501.0,250,16,0.026952140881911744,1.3114872764575405,-0.6217802787739857,-0.618955103196921,0.4621877168659132,-0.41283960463531294,0.034751910869283587,0.25295392736595523,8000084,0.06323681824070475,-2.232521569985939
0,2501.0,250,12,-0.020128522372689,0.03953603075383277,-0.4923563349777637,-0.7138765352941242,0.259274985474067,-0.24558376956577954,0.04214708295547783,-0.16581411079243066,8000085,0.04093794532970592,-0.15219996676708214
0,2501.0,250,11,0.1984849086190196,1.5338211835684223,-0.3973030533548905,0.4559021283533791,0.7273160627204771,0.5605414400269493,0.0317398626765125,0.2708599470072002,8000086,0.04113227101956212,-0.2964746743194533
0,2501.0,250,20,0.06393180116346314,-0.2203194944787188,-0.14840950842321585,0.17370742579227727,0.2755886964928728,0.2807882470881914,0.03712916180852442,0.011287968273228005,8000087,0.04718875502008032,-0.9047151052941416
0,2501.0,250,19,0.22255251500953208,-1.7472058444088658,-0.03150394829099367,1.1778663343988496,0.648136654183342,1.0905805602860204,0.035684674180593345,0.15136340364435635,8000088,0.04466252105194973,-0.7028689577562297
0,2501.0,250,20,-0.10677735639949046,0.5712694743094278,1.1168243518435186,0.7578937266136018,-1.0034947348420415,0.24996367606274103,0.042812828374429616,-0.6054151742787325,8000089,0.060678196657598125,-1.4683822454801263
0,2501.0,250,7,0.08012808696779378,1.5276143141084952,0.457439941973409,0.9258192215056612,-0.12591815121096558,0.9865443050279978,0.03643246822415109,0.10111202254516087,8000090,0.05792524938463532,-2.1244829584909706
0,2501.0,250,15,0.13943552706692128,-2.4670401169421527,0.9693476446684745,1.9170516346928816,-0.2378406629445826,1.1792331662019169,0.0396702015435012,-0.012335046528350813,8000091,0.052969944293302235,-1.3921642296372372
0,2501.0,250,15,0.09653133439456932,-2.467040116942153,0.8316993677416147,1.5246638821052931,-0.2653124062773345,3.39850013983991,0.03881802871309284,-0.08854955399837876,8000092,0.052322191993781575,-1.0242072594516607
0,2501.0,250,27,0.1260246362909527,0.35160141541955864,-0.1703702331334664,0.5289772494061108,0.4911757272973574,2.6066463568434513,0.024830504814958763,0.8941697489686883,8000093,0.04507816211080883,-0.6981760927805191
0,2501.0,250,14,0.1423932664745326,0.7478772545717275,-1.1012637894414012,-0.6316173635950457,1.0604783021052897,1.551339111253063e-05,0.02882497732866952,0.4196879480019161,8000094,0.05331001425055058,-1.5145277372416233
0,2501.0,250,13,0.043178089185792766,4.352354305586282,-0.5370099197428103,-0.44973134847983903,0.44662352581410303,-1.0115100570223876,0.03516755192814268,-0.3484948762007209,8000095,0.04715636740510429,-0.9332743272741516
0,2501.0,250,9,0.15244719214576016,-0.7089587510095278,-0.6555736238080299,-0.14354777989502004,0.7542067364226402,0.3625956096458193,0.029399857494494107,0.6379936629080609,8000096,0.08951936779375566,-2.4371859826891957
0,2501.0,250,14,0.15785082443404005,-0.3126827056713456,-0.9633524711339314,-0.3821259570440487,1.0141618948195172,0.3428371083813454,0.03149155762836292,0.574286335512615,8000097,0.056775489052986135,-1.1435275145808752
0,2501.0,250,15,0.12283664986718733,0.5430819992150967,-1.360841043307656,-1.034334818860475,1.1784164303886808,-3.1232848154354443e-06,0.035249870449540095,0.07028627663896045,8000098,0.038638424666407566,-0.2349259989340333
0,2501.0,250,15,0.06887480337693942,-0.4602920395039865,-1.6590789766491865,-1.681684347262657,1.222269350816381,-1.116052418557663,0.0324200025910092,-0.010384143184311469,8000099,0.049974089908019166,-0.7434230855819459
0,2501.0,250,17,0.1629780048081028,-0.712707643166984,-0.999489969816938,-0.3475651673088578,1.0728922510547272,0.4250127426587183,0.02901930301852572,0.6004516190780382,8000100,0.05324523902059853,-1.8182734327610777
0,2501.0,250,25,-0.08259321043253508,-1.373139834581267,0.5451645172464631,0.17499606458129327,-0.5885150956173402,0.18065486698048114,0.0322950789332445,0.41870087739437656,8000101,0.045914842164356345,-0.3984976494840241
0,2501.0,250,17,0.1213264965267085,0.1933801796093996,-0.5816150640931641,-0.060702857087541175,0.6970110598583512,0.4846394141594492,0.03656561730794145,0.07376506632312636,8000102,0.05167443969426092,-1.5364414180719348
0,2501.0,250,15,0.043561205735522884,-1.4636660782230697,-0.5611701011611359,-0.4634190204439302,0.4671414490042132,-3.1232848154354443e-06,0.032395711879777175,0.3166537147844376,8000103,0.09947855939888586,-3.1611978517446238
0,2501.0,250,22,0.10855167788857677,0.2876268263757853,-0.2420745834112996,0.3189509892540062,0.4686229073365581,1.1556048235406409,0.037238559974665686,0.0918872733786788,8000104,0.047285917865008416,-0.746231731999859
0,2501.0,250,7,0.11764838165906227,1.5276143141084957,-1.1212057308548822,-0.9615400578205792,0.9455836484400161,1.690525703800356e-05,0.039433720545263486,-0.08409157007654715,8000105,0.045472211426350564,-0.5315557132262589
0,2501.0,250,14,0.09689931682109848,1.808437214814801,-1.4219076045062682,-1.2605933091734196,1.1433393578581414,-0.6735295874908682,0.03758582717968648,-0.18119934180578695,8000106,0.04488923435678197,-0.7386532979223536
0,2501.0,250,11,-0.8395345121652281,-2.3105962099881507,2.905132521793942,-0.3900961431625561,-3.845806504487406,-1.0111049945509436,0.042908191907414614,-0.31026095239797563,8000107,0.08822386319471434,-2.883656407083141
0,2501.0,250,13,0.08033166309724413,-2.3970717900180203,-1.5739403765412865,-1.5504931722753958,1.191610139916233,-0.4308594209413281,0.028279785809906286,0.6582803697300837,8000108,0.029699442933022405,0.4963961770379943
0,2501.0,250,11,0.024834146969578117,1.5338211835684223,-0.028544738511968787,0.08362665769700939,0.07770232148042533,0.2593233292857569,0.03865230507282586,-0.006248447000297522,8000109,0.11107332556030576,-3.451246584510641
0,2501.0,250,15,-0.06970536706057062,-0.4602920395039864,0.2090047816439142,-0.10555700586335054,-0.31575394457371514,-3.1232848154354443e-06,0.035482104370561415,0.12665552648505546,8000110,0.060240963855421686,-1.1942051366184985
0,2501.0,250,15,0.02324338666878356,-1.4636660782230697,0.8513634073025945,1.1676722642811928,-0.47190911720198897,0.8797649762476474,0.039767942738696715,-0.3088215076705177,8000111,0.059568920844669006,-1.7347293829538897
