start,end,N,SS,ZngE,FerL,bsfs,FulD,FayH,TajD,Colless,btree,path,iColless,ibtree
0,100001.0,50,428,-0.0994423393480048,0.13243767498200007,0.2810744601818692,0.20323113335303591,0.01794208313152026,0.032245209875598806,0.1174498746867168,0.5821791183168179,3080010,0.1402048914804017,-0.3101319318079377
0,100001.0,50,426,0.1147447557438796,-0.31513303812212523,-0.6293846689076993,0.25440735094226163,-0.059168491861241325,-0.3126611033214958,0.16445046768707489,-0.633603187531694,3080011,0.1733819696102739,-0.6186620385662767
0,100001.0,50,393,0.2578466541596774,-0.4621860198269647,-1.1737068026784758,1.1170218270665966,-0.07476466849864033,-0.28529946984301746,0.1806169690098262,-0.9279803997297886,3080012,0.17701630201630195,-1.5144668020936225
0,100001.0,50,454,-0.21101044594508594,0.11461950350321573,-0.6197372372576473,1.0801235211718079,-0.001353672845077704,-0.2138095588623065,0.1472470761703696,-0.4146742885863483,3080013,0.14627958621465112,-0.16498904484048935
0,100001.0,50,331,0.09310514533817416,-0.3568793598855985,-1.6171902904446231,1.4488515652724014,-0.07229695797842421,-0.4263008814055719,0.1277648486295103,-0.3155921343139759,3080014,0.15985584710074516,-0.9770462613657078
0,100001.0,50,381,-0.16313440503446872,0.07230873125912463,-0.4529488775956255,0.8282320385212856,-0.004928744394931415,-0.19336457226349368,0.11893835746589135,0.21542364374161346,3080015,0.12074829931972787,-0.13193171169787773
0,100001.0,50,355,-0.19049013576746465,0.011186994487322608,-0.7665478865300279,0.3374550853206192,-0.023177983111046963,-0.35051623254127245,0.11654751721047682,0.24056181588115036,3080016,0.13631741356336355,-0.7768281312332159
0,100001.0,50,402,0.3864322042844252,-0.6665735009342626,-1.9009144821264297,0.7974875828777092,-0.10581917921658944,-0.3832131762784447,0.15105223375900068,-0.6919991632798133,3080017,0.15963779128672742,-1.1244402246955665
0,100001.0,50,439,0.08038205145754426,0.03764959685112012,0.6324396633246342,-0.3905525239144106,0.019776593279598985,0.2194368662095906,0.1175069037515995,0.418055934587904,3080018,0.1289659863945578,-0.09979578627300552
0,100001.0,50,416,0.2959956911180939,-0.2190712692228643,0.1837037610005217,-0.9064524421594836,-0.011909048310422169,0.201305012286992,0.11037963572525776,0.4560650259990237,3080019,0.12742255175451475,-0.05167512223185142
0,100001.0,50,397,0.21163636508957412,-0.02660124024199394,0.4871300518031287,0.10301574101390597,0.022330741600109654,0.36484097681686944,0.11820170776643987,-0.15039726488512936,3080020,0.13045572211185352,-0.30361072475208983
0,100001.0,50,388,-0.3806295221452928,0.04494535143210854,-1.8587009453423888,1.135568941914705,-0.04086772311177494,-0.6612645463716226,0.13308077722106812,-0.6615716225644765,3080021,0.16162591162591164,-1.017228089499068
0,100001.0,50,366,-0.2995906014396971,0.1170191810640153,-0.8977919191404032,0.8350095543435195,-0.012809063323167605,-0.382102906590462,0.15227420755536267,-0.7865941696945389,3080022,0.16566097592883294,-1.3799289778521031
0,100001.0,50,437,0.12634595933683726,-0.3521505222384787,-1.0676227749818321,0.8770788955097208,-0.0663476513369417,-0.3529616860843681,0.14970281041709602,-0.35799340641995114,3080023,0.1457321023647554,-0.8890304445512663
0,100001.0,50,417,0.6562455135366021,-0.6500856735992888,-0.1831574861741767,-0.05977642142096507,-0.0653708551128009,0.16727186832155766,0.12074829931972784,0.0008819980703644959,3080024,0.12826709631220906,-0.038238944818181325
0,100001.0,50,441,-0.11114070859688267,0.060767570099421776,-0.07043588558293397,0.10020448075940028,-0.0006202377477564843,-0.1119808663532584,0.14384077955506516,-0.2567598967169818,3080025,0.15779355220348998,-0.8204234544271752
0,100001.0,50,462,0.5607488135757764,-0.5259948856759857,0.14905726558106014,-0.6314232150040411,-0.04880840804630586,0.19259420674403865,0.13725647326993626,0.16948280142064345,3080026,0.15111540111540114,-0.3529097233211049
0,100001.0,50,422,-0.17679354176265374,-0.2050344014764452,-2.405954744677878,1.7621577591676476,-0.07249381110821923,-0.6902589971836328,0.17269263474620622,-0.8836103962655686,3080027,0.19403076545933687,-1.8833208419185907
0,100001.0,50,421,0.30703583148652186,-0.4469594782251436,-0.5369248398646035,0.0854182547132005,-0.06442818614003124,-0.16412736767395908,0.16940446698910774,-0.8443880629754983,3080028,0.1584519128752419,-0.4275128596310404
0,100001.0,50,377,0.34484784566235466,-0.6615002849469431,-1.564894612136311,0.6363041353145967,-0.1103547820973727,-0.4553172277881323,0.13641418105703812,-0.5477035713157625,3080029,0.17169217687074834,-1.2882121925514594
0,100001.0,50,481,0.4465968133501419,-0.4909683955522569,-0.3514001533924855,-0.3669538496069992,-0.05589898978782732,0.031117822446363106,0.13745393990929694,-0.33756088101785153,3080030,0.16276336923658358,-0.5618917179961781
0,100001.0,50,479,0.22881644430015144,-0.13196810458344133,0.3465410713134748,0.1094425042315859,-0.0003524590177052649,0.2186949233919704,0.13848283499446293,-0.10295361221121098,3080031,0.1521112351190477,-0.5812654371498375
0,100001.0,50,400,-0.042370501053257084,-0.0759185245034202,-0.7161265545866901,0.7808875983541921,-0.0237419134385046,-0.2109851158055414,0.12070780693229673,-0.329071312817242,3080032,0.13849206349206353,-0.552145514553423
0,100001.0,50,369,0.20454914285333928,-0.3605132849563743,-0.7223107536723344,-0.2813182429600812,-0.0579129664646494,-0.21597108957735808,0.12144357743097245,-0.2292313722699129,3080033,0.17216498249785356,-1.0055561926046837
0,100001.0,50,349,-0.3351639684206349,0.3784955488695002,0.4307930901030141,0.14541876117834052,0.04452144509281114,-0.006828123676219856,0.10843597794147253,0.7200732347904206,3080034,0.1166537267080745,0.34887407248568025
0,100001.0,50,361,-0.2549638504616025,0.2888784787701664,0.4342246273813133,0.07228652592871411,0.034076081763229744,-0.0035326280119209815,0.11427832002366164,0.4687003880966084,3080035,0.12524923762608492,0.03269632950456134
0,100001.0,50,474,0.14107567871995938,-0.26124726841888884,-0.5227702355363536,-0.1360806854794588,-0.04277730416702708,-0.17015750128848936,0.11350802456905107,0.3924551844057697,3080036,0.1413204567541302,-0.13464919720443638
0,100001.0,50,538,0.12741898699803775,-0.07827522558759946,0.054324120689317336,0.06680364384761138,-0.0013303926599047204,0.11352109844793752,0.13450665353860833,-0.2822503528378396,3080037,0.1402234504913076,-0.8194009995945797
0,100001.0,50,479,0.4397998900016757,-0.4064222518665293,-0.1399611743218887,0.047553850603159614,-0.03681786898949154,0.1613279305796623,0.11740946378551433,0.11894990893632433,3080038,0.14103699330972055,-0.4448637731701263
0,100001.0,50,532,0.20443052841016407,-0.1919026342336842,-0.10115479333094976,0.07685212283026431,-0.01780130625314147,0.06979770914178399,0.13017617303331588,0.1265322273668132,3080039,0.14141366423112448,-0.4676302044739834
0,100001.0,50,371,0.2011312727263281,-0.16719021956418278,0.014542451184604448,-0.37732563175955497,-0.01245413225343515,0.1058881951799467,0.12054907677356652,0.4288991247283392,3080040,0.1277516624627379,-0.4102550301200972
0,100001.0,50,341,-0.0006995466500765319,-0.13956040386935611,-0.6926163863952473,-0.33793329370370795,-0.033293929233919904,-0.23868666482794335,0.1294978517722879,0.016344574632088982,3080041,0.14146482768931753,-0.6296312835644149
0,100001.0,50,310,-0.05722674355940389,-0.01356227729187592,-0.4985582775070874,0.33844813174647426,-0.011017974824476648,-0.1343016397720984,0.10425170068027212,0.4161998048491217,3080042,0.12587966220971145,-0.8273109371948223
0,100001.0,50,474,-0.1374390704826185,0.10134616847886313,-0.3155492037504438,0.6143750334610021,0.005435317748449896,-0.09393774697705352,0.1400352176268739,-0.6511192054637176,3080043,0.14486195938229304,-0.6980547619037548
0,100001.0,50,281,-0.405928059822181,0.08477697767478709,-2.8290600971007844,2.0781360542104053,-0.035112242268615465,-0.6455486776744175,0.15113240418118468,-0.6251721844717751,3080044,0.1717572164000735,-0.956717690234282
0,100001.0,50,380,0.2948700184865269,-0.3820659850579413,-0.3268048766514461,0.13791562063390728,-0.05076828909982479,-0.07748189904004009,0.12399640088593568,0.02691868854458906,3080045,0.14699213018540752,-0.691989468595009
0,100001.0,50,398,-0.2112672943723625,-0.18938915168905326,-1.766254166931445,1.173341283133404,-0.07351879707364475,-0.7308729138624879,0.1659397630019749,-0.5730147066603757,3080046,0.19676060900550696,-1.6570833671583955
0,100001.0,50,482,-0.31639828261166536,0.2953235591807432,0.1114417811450563,-0.18851523604143874,0.0271804163638874,-0.11106852464301488,0.13361025038287574,-0.2981824846199089,3080047,0.13799269707883147,-0.5290816078847882
0,100001.0,50,444,0.6007436112869496,-0.6022605771981626,-0.03311819023222888,-0.990547347808476,-0.061490158642448625,0.14075136229585006,0.13079996149403156,0.004047994053671608,3080048,0.14077105662408848,-0.26684159510678623
0,100001.0,50,434,0.6747616203464349,-0.9283838513530329,-1.2931457135185456,0.7010620533082379,-0.12876607032525875,-0.26926330729090675,0.16196145124716566,-0.9480586402430816,3080049,0.18179816569484933,-1.4501570954125993
0,100001.0,50,442,0.1507777558222098,0.06568470535418275,0.5931819442115468,-0.17562913576912986,0.03592287166245142,0.40320920215788186,0.10173937299787644,0.6693210702898533,3080050,0.11260495189066615,0.4622396596726346
0,100001.0,50,377,0.20514425374083595,-0.09960859405432712,0.4878094288699511,-0.07037655686752298,0.004138976240378814,0.2284484215409165,0.14403416733925214,0.14991408074021514,3080051,0.12575407521499166,0.2260079033206744
0,100001.0,50,318,-0.3704300256660987,0.09454438386308196,-0.7470883646869029,-0.03157088359957681,-0.027844230691695625,-0.5587412572780535,0.12728392639106928,0.25078864485102503,3080052,0.16331736776343184,-0.4883659608882018
0,100001.0,50,439,0.20778790963570132,-0.05251797651775248,0.5423260596579399,-0.2555625495847375,0.01563050857415212,0.3130207320867124,0.12344104308390025,0.17968991686847954,3080053,0.14648189784388327,-0.5709516803144713
0,100001.0,50,459,0.0307350143382386,0.05466913339979405,0.4313346959433797,-0.06515198826115891,0.017089513011154998,0.1521733754594511,0.12142534739014085,0.3432437226466437,3080054,0.1298815822625346,-0.34429417038239696
0,100001.0,50,419,-0.1037652216426271,-0.1524473470312437,-0.811531461748999,0.13688531491063766,-0.05016400862850272,-0.4596541791459737,0.12198473984188266,-0.1845478339636981,3080055,0.14380586945522014,-0.5543164770490617
0,100001.0,50,460,0.3645091372927559,-0.2869213845095196,-0.022280845928473927,-0.13660213757479478,-0.01871130922022021,0.21847710407023446,0.12686011904761904,0.06697698247078211,3080056,0.13396843112244902,0.1913792983880155
0,100001.0,50,409,0.4789519453337281,-0.3583416643707478,0.10299857238573493,0.18447908642539565,-0.020188517895930992,0.3192594907361357,0.13813357713027416,0.3170961717835383,3080057,0.13211933709654072,-0.4457002451011352
0,100001.0,50,485,0.5645531605158636,-0.7844730364096537,-0.9297324867876992,0.6786075898177858,-0.10940606057038076,-0.2384228452222717,0.16052890350452995,-0.7236240060389321,3080058,0.17828207671957666,-0.6378184691257563
0,100001.0,50,391,-0.38069035245947697,0.05424840361937458,-1.3594952528589723,0.6851680910609417,-0.038662127948421374,-0.6455235688839616,0.17273174329972935,-0.6468387531041255,3080059,0.1923358128298049,-1.136995795336715
0,100001.0,50,367,-0.5499255922014387,0.28773251307265724,-1.5488976421394167,1.5092685354521824,-0.006184586137037496,-0.5774231957114816,0.12258199369133126,-0.9176961824934452,3080060,0.1465257531584062,-1.1334591040303037
0,100001.0,50,414,0.3801787573760033,-0.4596335835077668,-0.3318184176164752,-0.28676412500011284,-0.057557369100166025,-0.04400514922107175,0.1545002616431188,-0.5446233595566161,3080061,0.17607757388669756,-1.103383402284436
0,100001.0,50,392,-0.3160032216146986,0.01902490449503477,-1.0388554657907318,0.6372698095030733,-0.03826183320985623,-0.5799840057710001,0.17642943253250665,-1.0199911124242518,3080062,0.1806193310657596,-1.2128342143620372
0,100001.0,50,510,0.05384292994476392,-0.15813786215871042,-0.17515058138584472,-0.2428553248461253,-0.030122347611373324,-0.16394342795151515,0.12280636892438145,0.15017235740891274,3080063,0.14057465091299676,-0.2081904399587967
0,100001.0,50,533,0.5980074180960757,-0.4424796511679544,0.14184779978638587,0.20964567306786333,-0.02398821856348749,0.4055739035880186,0.14021400226757366,-0.44064300926114497,3080064,0.14272959183673475,-0.9065705590069508
0,100001.0,50,529,0.5329130712000922,-0.3481045479188498,0.3657411144292156,-0.6609299845964701,-0.010460589250444585,0.4397507485507514,0.11169665234514864,0.09746512290571796,3080065,0.13005978789031136,-0.4636734447314166
0,100001.0,50,371,0.14402718335548614,-0.2240719976950932,-0.23441534662240884,0.26092431823803425,-0.03370262982618192,-0.10147791102335174,0.13336592121878696,0.16920451861344835,3080066,0.13924319727891155,-0.1669417317059414
0,100001.0,50,359,-0.3831706069455916,0.3828916670486789,0.13927207032875316,1.245015359752147,0.03903634326032177,-0.09242288819315372,0.1485714285714286,-0.4005083816963523,3080067,0.13964953069835526,-0.9699376807481228
0,100001.0,50,453,0.1963097028536047,-0.27004107242344555,-0.1377296301494515,-0.2840716396063596,-0.037427534410705364,-0.07824985379246864,0.12355564235263475,0.2805790313654368,3080068,0.13150510204081636,-0.11814136139855773
0,100001.0,50,465,0.3193168759151259,-0.4479657133777221,-0.6249405061709029,0.7536957542713701,-0.06292205482267638,-0.14207102629905205,0.1428267735665695,-0.3865466102668113,3080069,0.17730830196156136,-0.9370702056415998
0,100001.0,50,474,0.2922128293535862,-0.15016294678522155,0.1817897383528772,0.020264255966471002,0.003896617049019789,0.3104659929948417,0.11591278302365715,0.05185899769354847,3080070,0.1328713917999632,-0.4829625072189466
0,100001.0,50,515,-0.16223877456816874,0.15885470546894992,-0.22616892943548825,-0.1573381149770918,0.015681859572080716,-0.04430917633469176,0.11907433130320196,0.4367593053842641,3080071,0.12809054656345306,-0.4710965674095561
0,100001.0,50,392,0.462074411132493,-0.573783976077833,-0.625093133596754,0.6750372965531398,-0.07360298156086506,-0.07911005098292928,0.12951294975821642,-0.4157473690559339,3080072,0.1847475832438238,-1.0687381931116962
0,100001.0,50,513,0.5970793075669822,-0.5652356557515745,0.025888671024235598,-0.8965946038559065,-0.05313280999930201,0.19593913684368014,0.12913777951371933,-0.1114887337456772,3080073,0.12589758125472406,-0.09349932486569199
0,100001.0,50,463,0.3164751992052926,-0.6344291961281939,-1.6414024014740622,0.5791149921754067,-0.10744097601657387,-0.4637902802007645,0.15334747760490325,-0.09288550460882186,3080074,0.14262937317784258,-0.6466872357533526
0,100001.0,50,473,0.17899492963821753,0.0034674582786385,0.4819524088134772,-0.2860760257745007,0.024971138247886302,0.35202717391256944,0.10897435897435888,0.7734767256487218,3080075,0.12769167817502938,-0.3260579878279129
0,100001.0,50,433,0.10625655752393083,-0.22444056378008154,-0.7300421408334419,0.8471252092153994,-0.03881506102591651,-0.17516851372260472,0.15661793563579288,-0.5848926617999635,3080076,0.1458634634956345,-0.5677171907383488
0,100001.0,50,409,-0.4291109729879097,0.5087215519421724,0.6611773524992475,-0.14138800952326944,0.06258853400865312,0.032555560513727634,0.11165786111398868,0.4125833179062477,3080077,0.11806704663847517,0.4382633219780949
0,100001.0,50,413,-0.24859091546364884,0.05388360437449585,-0.9520712931063092,0.2942588864468177,-0.020843167131859575,-0.3899296604689607,0.1417103984450923,-0.5417298058546774,3080078,0.14849163964651282,-0.7207020507846141
0,100001.0,50,449,-0.07864845106148724,0.17568045533493842,0.8221747757497432,1.491758253188755,0.030977671051118167,0.14583730514980134,0.12615343166969756,0.3573070752278185,3080079,0.139540050254336,-0.35154553439172803
0,100001.0,50,385,-0.11091003459997012,0.10156243773709618,0.060575679619799816,-0.13729082088426633,0.009088240260594571,-0.042437930123665694,0.13925244010647725,-0.09245894670246713,3080080,0.13808400718778086,-0.326395939579721
0,100001.0,50,342,-0.06972214565739236,-0.3276875323717767,-1.7700918194043809,1.2968608201239682,-0.08741104018700792,-0.6925492538730468,0.13320357044551925,-0.021290727317953475,3080081,0.15411681914144967,-1.0073024052723172
0,100001.0,50,486,0.5737815026680831,-0.4054023527229146,0.4050492903164555,-0.5495991816179735,-0.01850132122659233,0.42204951561026216,0.13065916021581048,0.12522610057674474,3080082,0.13514294606731575,0.05667837167617164
0,100001.0,50,460,-0.591923312901818,0.2790082411726862,-1.0275054868594884,0.9587208082491911,-0.013859141548754709,-0.6717982305031007,0.13731527093596052,-0.6143545610043006,3080083,0.15631833090379002,-0.9783974256954558
0,100001.0,50,400,0.2789676693501538,-0.44886596394221817,-0.7876559756357516,0.8179045394596538,-0.06872659153251331,-0.22174269215945508,0.15865897928678205,-0.6191818896843232,3080084,0.18234481292517005,-1.4487940998299649
0,100001.0,50,353,0.3937359555672187,-0.5179812146569919,-0.44014155176658826,-0.10302749805106008,-0.06972750344283353,-0.11667820569460065,0.13411152339723773,-0.4978467627049006,3080085,0.14837957654972106,-0.9739722224807194
0,100001.0,50,525,-0.18061767324525405,0.09195333532057158,-0.4715810463260458,0.6867419085598699,-0.002604543405187129,-0.1931557226859616,0.1287484381507705,-0.04490358123834083,3080086,0.1362358967977435,-0.4739959661729079
0,100001.0,50,385,0.5514924467939879,-0.5860453712923762,-0.2422177023744068,-0.5217871517305133,-0.06442474563108734,0.07338178096389747,0.12461843711843705,-0.17597258026960172,3080087,0.14070891514500536,-0.2575085844162762
0,100001.0,50,425,-0.26056506496465826,0.2021651943217353,-0.17337462142872667,0.15819119515785315,0.0126895321305062,-0.16134235797965205,0.139808583007671,-0.23561853515310044,3080088,0.16783065685290513,-1.3581503485589757
0,100001.0,50,493,-0.1359800126044578,-0.08401582512736905,-0.628443861639999,0.13306315839630575,-0.03820263566378114,-0.405278055099212,0.15752223966509676,-0.5696628905165158,3080089,0.2043960441319385,-1.4819933024560388
0,100001.0,50,436,-0.4997408991926108,0.224861505587976,-1.2778474308590482,0.9545875604061516,-0.01425110494639706,-0.5856716094022486,0.16961080914777982,-0.5990709937898699,3080090,0.1670330733919583,-1.2100752821708836
0,100001.0,50,397,0.4945016811340023,-0.6761371128855255,-1.2781670691875324,1.4829260680801022,-0.09348286454994474,-0.19010674390596805,0.15643221574344027,-0.7818643704380646,3080091,0.1512951334379906,-0.857057849653417
0,100001.0,50,514,0.13656477080052062,-0.42408198137726505,-0.875343705948236,0.3391795795983134,-0.08182664590994973,-0.4547556605615498,0.1427826891125114,-0.7738139042637946,3080092,0.16726690676270514,-0.9796415784399584
0,100001.0,50,419,-0.3712814934481686,0.22333499331910733,-0.617020221480801,1.1266451294582012,0.002740321808112302,-0.33981533046329043,0.1409976641258912,-0.05025283163841725,3080093,0.16663265306122454,-0.974942742630702
0,100001.0,50,449,0.7156703754500041,-0.832201594807049,-0.6433964280662566,-0.0262483402621688,-0.10040856669178894,-0.02697569036018424,0.15430149960536688,-0.6579574576135854,3080094,0.14447619047619048,-0.3717461812879688
0,100001.0,50,395,-0.4531541813178796,0.3889610736310494,0.03137781542522977,-0.029734161234376794,0.03095127106818569,-0.21745260312061634,0.113031914893617,0.2991706886418118,3080095,0.1332222405091069,-0.200157704176382
0,100001.0,50,341,-0.367379021788406,0.1624292161287596,-0.6413489232059014,0.13917991503725824,-0.011233357855181543,-0.4368258496972901,0.1084407447189402,0.4171365201510977,3080096,0.12805250305250304,-0.3389456427355856
0,100001.0,50,455,0.26088674971107195,-0.4810132632910799,-0.773802632644449,0.09350203313004543,-0.07865198500204408,-0.3111580481907961,0.16134151680474176,-0.8047674385176383,3080097,0.18208616780045347,-1.196654576500345
0,100001.0,50,450,0.9711964826871476,-0.96809153017077,-0.07564908855944874,-0.03350879429990638,-0.0980765885767412,0.2368976400196267,0.14587835134053634,0.2907294054892918,3080098,0.16855120426549006,-0.9361532549527642
0,100001.0,50,440,0.5141953553909815,-0.5083474145156212,-0.26444950465370953,0.4782983448071863,-0.05094451290766683,0.13262528519754865,0.13010204081632654,-0.10161033884771888,3080099,0.16573205858920145,-0.9165479158562152
0,100001.0,50,414,0.06801528253037079,0.09577151642326813,0.8570780391314795,0.07096442706210927,0.03190290115515155,0.2942746505412776,0.1243392261363144,0.3747359749427833,3080100,0.1311602418745276,-0.2056176644419044
0,100001.0,50,392,0.2265826122642224,-0.3668981427034103,-0.7199842450964548,1.1282471411539428,-0.05638903363172911,-0.18405741907960493,0.14735665694849365,-0.6237754313867696,3080101,0.19240196078431376,-1.1929837389034297
0,100001.0,50,341,0.0987234951162863,-0.32134966008857463,-1.0474527390522848,0.3560495553740617,-0.06304152503560434,-0.3548579774720331,0.12847913555666168,-0.5656634653338369,3080102,0.12899568429522348,0.020471343039204927
0,100001.0,50,494,0.8173674252687646,-0.7327906553677578,0.10983032686688217,-0.11395135699062844,-0.06307271330257676,0.3378825574512172,0.17321549472869716,0.15756640633679755,3080103,0.16913007627293347,-0.6547303938884734
0,100001.0,50,467,0.12054544362070005,-0.10833961337125994,-0.25273074766642706,-0.025264568422096796,-0.00937073113177948,0.049423089139922,0.1489752311180882,-0.3504142764531385,3080104,0.1728206097253716,-1.2790953710866275
0,100001.0,50,460,0.8362675739914296,-0.5454096673854375,0.6366486199550091,-0.5554020874486723,-0.016215489237923274,0.6926349123104857,0.12674378507163234,0.2472788537727325,3080105,0.13426097711812,-0.10424782057716922
0,100001.0,50,475,0.5663226597967173,-0.5947629944091567,-0.38239909068615663,0.3877286302676496,-0.06431152284136274,0.08667205085850782,0.14703798185941053,-0.5697018105700505,3080106,0.15445821185617106,-0.5293807858807745
0,100001.0,50,528,0.4234735439241024,-0.658258498945227,-1.4591661717428281,0.8607365295828534,-0.09848013034449818,-0.2971599539625182,0.15281991174848306,-0.7149263122804816,3080107,0.16886675305042656,-1.0909191948395525
0,100001.0,50,430,-0.3559810452624393,0.4138067471693284,0.4653582907859332,0.15252815479462467,0.04993950911995114,0.013126577281439074,0.12698024415245554,-0.1351479936184767,3080108,0.14409013605442178,-0.27997178574745424
0,100001.0,50,384,0.16393606042783015,-0.13795190018520925,0.12083768364471667,0.06366749449058735,-0.010545572165575732,0.08339833960951157,0.14976899850849426,-0.3106177897145687,3080109,0.1645729720459612,-0.9375113551133404
0,100001.0,50,508,-0.03053323775553018,-0.1972111005060789,-0.6997150425505907,-0.026525669466821028,-0.0507318570369162,-0.3932296152536899,0.1577733713572764,-0.3922108222403051,3080110,0.14977581941867651,-0.8174244879229102
0,100001.0,50,378,0.26324123189179177,-0.5362851267611561,-0.9384374648828474,0.5476152985566967,-0.09167404626170324,-0.4007801822729411,0.14066220238095234,-0.1311127224519755,3080111,0.14094637855142056,-0.3986879406393354
0,100001.0,50,452,0.6960052522606752,-0.4245071140283269,0.3907013076244936,-0.08071621831873599,-0.006529399150670294,0.6264994338859987,0.11217095533865727,0.5754663810728681,3080112,0.12661891679748827,-0.2642354106426482
0,100001.0,50,470,-0.4583317353102767,0.22429354846702626,-0.9000293121508391,0.7106776030112494,-0.008772033938338647,-0.5060584796825746,0.17735154809587378,-0.6423425550643918,3080113,0.1462585034013606,-0.11947879619544766
0,100001.0,50,519,0.4639223839197673,-0.7996579990095336,-3.007407671780568,1.0184549563762448,-0.1264647201536252,-0.4586141475699494,0.1295781705539357,-1.1432999519797284,3080114,0.1417523213665028,-0.9396940232851592
0,100001.0,50,358,-0.8652407183430214,0.5919966052145023,-0.7039884583568107,0.4724053956162486,0.02336088998752455,-0.6720841908902643,0.1618400200989487,-0.5517029965365139,3080115,0.16418650793650796,-1.0802203323128885
0,100001.0,50,372,0.04323261456444027,-0.4698008455278824,-2.309176803198728,0.8879311700854727,-0.10572045559234232,-0.7144108661806603,0.1580222998290224,-0.7429544540619836,3080116,0.16535539449424635,-1.4985145290953876
0,100001.0,50,446,0.14484745188976614,-0.17929314249069964,-0.1705150873313494,0.028948104114690582,-0.022895670940427017,-0.02387982641371604,0.14682969147254862,-0.7630606424456802,3080117,0.15205194227223598,-0.6633133642996369
0,100001.0,50,424,-0.5448133525749744,0.35507478922351143,-0.8086906705821891,1.5986296544234435,0.010505330588051616,-0.4521374689653821,0.14853064881866726,-0.4355253640802214,3080118,0.1490828474246841,-0.9747727000444878
0,100001.0,50,385,-0.4048612580058472,0.010109305598239441,-2.4283312911915766,2.0543382649393407,-0.05242405771941421,-0.7674567665495806,0.17383381924198235,-1.1489336815989826,3080119,0.20644638807904125,-1.6388420373477466
0,100001.0,50,437,-0.16750661699811775,0.2691809209115979,0.4928347051191191,0.6736726301888547,0.041133071053638566,0.13252894146991245,0.11427070828331333,0.3915615243424593,3080120,0.13217712458117573,-0.2928043379205721
0,100001.0,50,365,0.0049948976133665475,0.20350526858501644,1.3022570863779808,0.48141606770184003,0.04902635979241456,0.35552138979464365,0.12663690476190487,0.1808752388676781,3080121,0.12951085195983156,-0.26183714993229057
0,100001.0,50,441,-0.13523270001197635,0.05281438425120722,-0.2527940312810645,-0.03417682993622243,-0.005758256621146718,-0.17209593432158596,0.1417204636956824,-0.24259700752296295,3080122,0.12855834641548922,-0.2835088490231445
0,100001.0,50,417,0.06104126435162071,-0.3679802826963404,-1.1648417930577142,0.9702185336426414,-0.0789762858102124,-0.5063926716053354,0.15066100331758325,-0.6988653096042517,3080123,0.17650140864426578,-1.3533937978561392
0,100001.0,50,435,-0.045608300504545785,0.2361315934088737,0.8497243250016875,0.5216105222166022,0.04977629461761982,0.3123815872939931,0.12066511387163555,0.5715273635163538,3080124,0.12695947944395147,-0.0440046490730807
0,100001.0,50,377,0.5209239703918431,-0.7058517157103654,-0.5672152017709008,-0.18815667223120947,-0.09703301225009284,-0.18934248563759196,0.1330917717405434,-0.5092724403417871,3080125,0.14505739795918365,-0.4119920459138093
