start,end,N,SS,TajD,FulD,FerL,ZngE,FayH,bsfs,btree,Colless,path,iColless,ibtree
0,100001.0,50,431,-0.2483772892843294,0.9350516929549776,-0.4093262431275994,0.23051746050904626,-0.06583065525885119,-1.0044917219857692,-0.7809519947394741,0.1551097711811999,3010000,0.180922879355824,-1.137759932210339
0,100001.0,50,430,0.29924149550196405,-0.22641803382554246,-0.11694949832807155,0.2571165718575759,0.007036609556766197,0.3652920849650327,-0.35424835683298705,0.14600973368070608,3010001,0.12822711051633767,0.02268937900931924
0,100001.0,50,397,-0.2511790023967521,1.520220941784593,0.4192240608829385,-0.49709839899952,0.03218178875170088,-0.3219884277932193,-0.1966942862253707,0.14108859506243815,3010002,0.14414515806322525,-0.3010186705905964
0,100001.0,50,370,-0.14800818620386152,-0.3694484796996861,-0.5803796125475129,0.43227873217552143,-0.07927219812383736,-0.7633593049032955,-0.30805945774789634,0.14856886150686693,3010003,0.14337225274725274,-0.32612685199651426
0,100001.0,50,444,0.4856980409871836,-0.5233724651142982,0.10768042489876972,0.1565979070853797,0.0466519026731948,1.2270988263128142,0.9147307538774362,0.09832466640502356,3010004,0.11273750879662207,0.2502760526411561
0,100001.0,50,385,0.07768186237825964,0.2087558768773552,-0.285076051602427,0.28993254277167924,-0.028405137030700005,-0.3768447020180959,-0.4651285651479502,0.14711818793451442,3010005,0.16580886740661174,-0.9656450260257616
0,100001.0,50,469,0.3871833703570897,-0.16560671722678988,-0.4898616578585934,0.6297102200880536,-0.03094404005688585,-0.006879195976098315,-0.05745042809955895,0.13343637947789946,3010006,0.1545400769003254,-0.6750984662096048
0,100001.0,50,405,0.357077723735604,-0.7318374610193839,-0.2258631478624648,0.3823306179325032,-0.0018428550824803934,0.5834423891469085,-0.4253374056386931,0.14358790391156476,3010007,0.14683922349427578,-0.5445667898980511
0,100001.0,50,451,-0.8109301717570808,0.8134830927342239,-0.4498053248771348,-0.024783421279025938,-0.10984604428115867,-2.176794984179074,-1.2642869815975015,0.187948531060776,3010008,0.19551050508699053,-1.6241555798767469
0,100001.0,50,374,-0.5746326375969826,0.9051969376420632,-0.3817950576137318,0.038188745029732254,-0.08549437378833798,-1.525349996937027,-1.1652974187463985,0.17078189300411506,3010009,0.18802061640982926,-1.6445006874201842
0,100001.0,50,503,0.05117972839263274,0.7723271061354198,0.07355283412612235,-0.03801949085129022,0.012263766257087095,0.1366654943113759,0.13781234060353206,0.12749787414965985,3010010,0.15811120366513945,-0.6548384957693336
0,100001.0,50,455,-0.11320134590349636,-0.5252788217903013,-0.43797162175281895,0.3254762011738597,-0.05974226073470984,-0.5500426491654333,0.16768299230589248,0.11746348285507092,3010011,0.14080070803831732,-0.3915078045124136
0,100001.0,50,404,-0.4271526551405424,0.33743856346965456,-0.5909356028156468,0.29744446058350904,-0.09991125917915963,-1.3169188084259873,-0.6210498414092432,0.1502821799110705,3010012,0.16574480259393473,-1.0562494977752561
0,100001.0,50,455,0.027224023621284503,-0.590413648624022,-0.8912411738298119,0.7954675288392529,-0.1035953065336416,-0.30888063469661114,0.017154108341722898,0.13095238095238107,3010013,0.16453294280675226,-0.6882279796176415
0,100001.0,50,508,0.6146522842119793,-1.0480597917208656,-0.4038459455255573,0.6721943313886642,-0.004865153851830544,0.4986410217143378,0.3105089849542028,0.12814322157434402,3010014,0.13413103336572724,0.031933939847675695
0,100001.0,50,355,-0.5114692690759678,-0.03762570685757057,-0.4227372737031121,0.10676939873256132,-0.08600401861278874,-1.0942351875951408,-0.1583126946756673,0.13580640589569162,3010015,0.1540472572007526,-0.7798530616760025
0,100001.0,50,434,-0.2732757947826873,1.3837422168403606,0.03651137920795815,-0.17320056449339674,-0.014752581384777969,-0.9013166546707394,-0.22803947415884776,0.13550447352854192,3010016,0.14208410636982066,-0.41809641931950575
0,100001.0,50,359,0.06900367433556333,-1.1454300899488408,0.19282195564500226,-0.13339073381141545,0.02773659675377886,0.303963419108383,0.4599170715763872,0.11542560061999482,3010017,0.12699920393689387,0.10855164424188704
0,100001.0,50,459,0.00953878069157104,0.7096922626951742,-0.3573148451672368,0.3182121757135009,-0.04162396238360524,-0.6058049218418033,-0.17507043554401433,0.125632717541993,3010018,0.14436619718309862,-0.6087055381102556
0,100001.0,50,425,0.1263260380468212,-0.4343015698754072,-0.4288466878223352,0.4411919620701651,-0.04199384928598951,-0.2040882603728784,0.8414051492442655,0.09998281227384576,3010019,0.11676273562860255,0.24952018784316424
0,100001.0,50,294,-0.3706655809313276,0.6358960147205388,-0.15873330516686168,-0.051564918745721326,-0.04489987756131342,-0.9001182985038415,-0.28805607381389464,0.14001057740169226,3010020,0.17402769188483475,-1.1438579166865517
0,100001.0,50,331,-0.28582308715835186,1.0914573846849775,0.37743776270552576,-0.4778777945231488,0.024922243278276662,-0.2343880042994345,-0.7553074565043216,0.1614983655799982,3010021,0.16125810789432052,-0.6442305199698645
0,100001.0,50,424,0.25527338406030514,-0.14808141337561062,-0.6194455337574686,0.6748779048386526,-0.05557710147340725,-0.04216567212066503,-0.3413406384669098,0.14368556701030932,3010022,0.14226622852530832,-0.4784647633882946
0,100001.0,50,436,0.41892242287076825,0.13910728681769538,-0.0249655022921896,0.23833982133406176,0.026287092493517208,0.6646668109079,0.19386354368237974,0.11903390388413428,3010023,0.1292586140147116,-0.01921774543729261
0,100001.0,50,406,-0.25965261849901944,0.53841342061925,0.0844041047884882,-0.20804199143672414,-0.008126830314375005,-0.6277910723890312,-0.020757830872559592,0.12492013379937608,3010024,0.15660534286707375,-0.7532080890304408
0,100001.0,50,297,-0.2896280016439825,1.0938071465518258,-0.6581579446614501,0.4274928503027007,-0.098788239577525,-1.5695616226106757,-0.5000570281851832,0.14000721500721505,3010025,0.1805803571428571,-1.4854294094941995
0,100001.0,50,337,-0.3018595872608508,0.8381082485633773,-0.2457286080004616,0.059790235679590215,-0.05034907338504037,-1.0263154536918335,-0.21267153305959535,0.13799319727891166,3010026,0.16007251957386728,-0.9994463924127612
