start,end,N,SS,FayH,FerL,FulD,ZngE,bsfs,TajD,btree,Colless,path,iColless,ibtree
0,100001.0,50,382,-0.05015733614939856,-0.09057229488554194,0.9337145341008576,-0.2115876344553367,-1.2782671582171723,-0.5639489681910114,-0.5116165019901653,0.15440851665341465,3120051,0.16362506541077965,-0.7388240232902918
0,100001.0,50,445,-0.04494581110925347,-0.36586703023555217,-0.7293737469133346,0.3087314885470339,-0.1063615866903696,-0.023273523335230056,-0.09917343186479237,0.12183538188002475,3120052,0.11454723398793484,-0.06602304005914282
0,100001.0,50,443,-0.013827484471888384,-0.3156207785170539,-0.9518925317407351,0.4510370988655269,0.278858949032046,0.33734623886475945,0.54649519057816,0.11158247829518557,3120053,0.1208978961955152,0.03858257067172253
0,100001.0,50,377,-0.017568251964032118,-0.2032902033592059,-0.10963659532208532,0.22663711403645395,-0.021976248456593482,0.09397077145492214,0.4171078348053497,0.11017978620019442,3120054,0.11749910490512,0.12895884001497718
0,100001.0,50,482,-0.0537934065098689,-0.1151087032939006,1.0415946046466555,-0.1969467116446368,-1.7141135293039795,-0.5759496272932628,-0.6618347866445231,0.14045538428137205,3120055,0.14872391909784047,-0.77491779343208
0,100001.0,50,397,0.001250521529606151,-0.0007116023901319549,0.17760548842289034,0.01048769590242533,0.008456409527807022,0.019109886377515515,-0.1649634163117704,0.12575407521499166,3120056,0.15490979000295765,-0.5261363222055627
0,100001.0,50,362,0.05516214752061079,0.4277326708754986,0.4717573762150954,-0.3427840996197036,0.5039913387760754,0.0621356507515469,0.3343666803667688,0.12640173256802714,3120057,0.12219668087015033,-0.3448494922096927
0,100001.0,50,457,0.027893044078760986,0.09641037365219038,0.3705122862550588,0.037559659411099115,0.4610410930534409,0.23617732161946625,0.3625451974740889,0.112408922960047,3120058,0.12894413084382692,-0.4422921619940415
0,100001.0,50,428,-0.14273976514174724,-0.6788683865100008,0.3070601599193911,0.1340801721539677,-2.939882487482841,-0.8924688144827156,-1.4879945212168657,0.18183032375253774,3120059,0.2027976190476192,-1.5968488461212642
0,100001.0,50,462,-0.07597535214755158,-0.21231670948698236,0.010110574847175896,-0.1905760549096322,-1.4050564202823668,-0.7287006855876029,-0.7448658600374916,0.1493950039032006,3120060,0.16269339594244778,-0.8083079461564825
0,100001.0,50,506,-0.004684221599450179,-0.1003508969419084,0.13290254047580286,0.14124742518459912,-0.15585474684821854,0.10290740297593813,0.5346074124167068,0.11617133192074636,3120061,0.12169952726853453,-0.2125428507313077
0,100001.0,50,416,-0.1090323298277302,-0.8706234058010912,-0.016404377241252384,0.720002205247691,-0.7842135480040211,-0.08359755686871173,-0.3561145304795117,0.14790053952615528,3120062,0.1428746756434532,-0.4820640075881383
0,100001.0,50,429,-0.10047419543086017,-0.5082729733455219,0.3677330355465797,0.1476858444822196,-1.456956464896954,-0.5766270777331975,-0.8318004936968506,0.13846604215456676,3120063,0.15156939968970046,-0.9623802009325932
0,100001.0,50,433,0.014451337769946422,0.12219573205830532,0.026028185546473973,-0.10729784469780752,0.19879238620646947,-0.0003362903155478733,0.33106101554553163,0.1110700859291085,3120064,0.12843375445416255,-0.014698055456015284
0,100001.0,50,350,-0.049875767837221315,-0.18907618291086592,0.4314788668044002,-0.03626328071955556,-0.656160060590519,-0.3918072476096514,-0.160613783434285,0.1343475346342917,3120065,0.1767467403628118,-0.6451578289127441
0,100001.0,50,459,-0.003648901615812686,-0.23456810985111665,-0.16200751963069995,0.3842910492997579,0.3941539543794512,0.34554181999232925,0.22448244105908088,0.1298108917480035,3120066,0.12216315097467555,-0.35651128217786743
0,100001.0,50,412,-0.02515618785304477,-0.004972063854227212,-0.1283872647088139,-0.17729322684115653,-0.4508797505919494,-0.35177715280244976,-0.23828816317572124,0.12145442972510627,3120067,0.16881704604918887,-0.8938031687216896
0,100001.0,50,352,0.02599549416985939,0.07178915851155429,0.326305897170667,0.0658144616799613,0.5675920429779842,0.24972867199519616,0.05579245624506378,0.11802285016570728,3120068,0.12305402930402927,-0.3029794842959629
0,100001.0,50,358,-0.02150220851436528,-0.08902808008914173,0.7617075859972092,-0.002531370680913857,-0.6825110039913148,-0.15623223859581553,-0.7317853105020325,0.1418845315904139,3120069,0.16184505717180492,-1.2556087888071972
0,100001.0,50,410,-0.058910306602871026,-0.4211683442658861,0.13988422184945473,0.3027996364425652,-0.8290802479188026,-0.12855143477336534,-0.7166808725157783,0.1491162038585927,3120070,0.15965807375581806,-0.8493450324747379
0,100001.0,50,368,0.03685969774857835,0.6588146710504472,2.1396747991410083,-0.8827275874583703,-1.0963080298469825,-0.5921562125482914,-0.0518294540901906,0.12291938051816473,3120071,0.13239006942983378,-0.5013005112266032
0,100001.0,50,479,-0.19285852530796446,-1.1621284164880368,0.5117187528163538,0.6083253667539771,-3.0219846883638763,-0.7940813173935305,-0.8092938534802987,0.1414428929466522,3120072,0.1491105291674192,-0.6729625868111927
0,100001.0,50,379,0.004812202879116046,-0.11034141836668256,-0.009259676097306815,0.228932222090512,0.221905789143832,0.2563092316933632,0.5292921678481313,0.1127437641723356,3120073,0.11671133099704528,0.351392376277836
0,100001.0,50,443,-0.015481599207500163,-0.06350724522664361,-0.6843363089646174,-0.0032660206095193453,-0.10329007750078516,-0.11405933127609115,0.3174870879170329,0.1099394303175816,3120074,0.1256904471190185,-0.08549515163958216
0,100001.0,50,499,-0.10307896298091844,-0.8271424701597866,-0.9480139112947904,0.6860399315015453,-0.4246172147012693,-0.0759345036936724,0.007432398510324911,0.1319855899348987,3120075,0.12812925170068026,-0.5124569973495127
0,100001.0,50,408,-0.003153660569610239,0.09554236775905432,0.011517317652162582,-0.19080939330644325,-0.4836849147889953,-0.2073528312188162,-0.4258968650651936,0.1375372023809524,3120076,0.14549835085549367,-0.8517979578233306
0,100001.0,50,383,-0.14007868538892915,-0.9099528972403652,0.8067553751032625,0.5606535142261477,-1.562658541538026,-0.4590414823550858,-0.6932340996673795,0.13944494995450402,3120077,0.1614806416393718,-0.9451565835099291
0,100001.0,50,356,-0.08186253582142172,-0.4082122256238467,0.2441580600020118,0.11181757370659363,-0.8387432419810247,-0.47697407907066497,-0.2606598820564929,0.14491052102659244,3120078,0.1724228152799581,-0.7339932341193199
0,100001.0,50,442,-0.0021468155970116526,-0.24263620040518735,-0.9801033314320856,0.4095435253532159,0.3711120910467758,0.3808809387680529,0.14906926192688932,0.10955598455598448,3120079,0.11265952662056555,0.09678865094945767
0,100001.0,50,384,0.020721741469638382,0.18783614688451794,0.641903984219833,-0.17623052785535134,-0.02868187298524578,-0.0224936760606334,-0.08761202101135837,0.11852824962320258,3120080,0.12020946992658448,-0.139050661102275
0,100001.0,50,471,-0.037852499970600514,-0.6331527081237969,-0.14742807081869402,0.8297804459936999,0.514514044942611,0.5311048366906691,0.6664271498047808,0.1082633053221289,3120081,0.11742665816326532,0.3347302878502059
0,100001.0,50,319,0.032395303443579535,0.3017086461975792,0.09725172439453614,-0.2903199920805911,0.38400603360813595,-0.05054912340650263,0.12394348762037508,0.12689485242916065,3120082,0.13103210034013607,-0.0056504883440575615
0,100001.0,50,368,0.0064063916903654575,0.35916265376886325,1.6168983702295692,-0.5822264110473758,-1.4536331980731818,-0.5186556521506329,-0.5137832518707699,0.14989215198274428,3120083,0.17548094506619855,-1.026846399341406
0,100001.0,50,487,-0.00999083950274627,-0.25886807903216663,-0.4334872419302429,0.37990317521929695,0.4032185720207917,0.2956243283859829,0.6784624277857685,0.11135510905393084,3120084,0.11607807185374144,0.28327187767841355
0,100001.0,50,405,0.0477724740612227,0.2589131154960748,-0.5124605838999265,-0.1007631085034617,0.7836694647394359,0.244404565759284,0.7395167768007135,0.1139643702784981,3120085,0.12733495037359202,0.013518395173148852
0,100001.0,50,486,-0.045471703878350284,-0.2697523893985418,-0.15308663796894628,0.1359107695109941,-0.4558458856850247,-0.1945430514807591,0.17838418136246034,0.13256872997132732,3120086,0.14834155138565502,-0.8909640918550928
0,100001.0,50,447,-0.02421928914997781,-0.14207830865573068,1.2479537014146442,0.06978765072451804,-0.6162520360713921,-0.10598434971136636,-0.15244342068177685,0.1342741530109581,3120087,0.14818864053557929,-0.7690007839562909
0,100001.0,50,436,-0.055199796170093435,-0.16133881074241466,1.1244792840704132,-0.12568445636258824,-1.1896701746731295,-0.5169937469054792,-0.5603630947201798,0.16223136982065556,3120088,0.1701134652334216,-0.833344527797854
0,100001.0,50,500,-0.07517925220871052,-0.6191600340613065,-1.5753950695812404,0.5282176618643688,-0.3699264208942664,-0.02846890737196765,0.1302090216927998,0.10885717923533056,3120089,0.11312696720479234,0.5199876909653965
0,100001.0,50,436,0.050250635267513145,0.30383770471564764,0.1391072868176951,-0.16079703432939113,0.6677949474690977,0.20431797128050014,0.8657905804348734,0.10119047619047623,3120090,0.11750992063492062,0.24750819366221666
0,100001.0,50,456,-0.018646058572297286,-0.2710595995864153,-0.531356027290833,0.3371897852513137,0.01827505076822341,0.19255749196592326,0.3464782461018269,0.123246427757706,3120091,0.13207818338603056,-0.06110037235176554
0,100001.0,50,508,-0.15835012366101509,-1.1768778946506788,0.5280214254710878,0.8891768790542399,-1.8885183520299635,-0.2761016445248064,0.005487360939330322,0.10734187291938044,3120092,0.12564787819889867,-0.04297954585794578
0,100001.0,50,433,-0.0990380671022933,-0.8061838325413329,-0.5555822062190139,0.6805447472823898,-0.431088278067924,-0.050719250543396335,0.11567125982842985,0.12960467205750215,3120093,0.1477817213842058,-0.31412065505737113
0,100001.0,50,386,-0.14333722180544192,-0.5413045967374627,-0.10711068774521698,-0.10973198681923207,-2.78053546568516,-1.132059973066453,-0.7763985578098266,0.12478089395267315,3120094,0.18386243386243387,-1.3610189076354042
0,100001.0,50,428,0.02034067296088798,-0.1983281268579667,-0.3159139994787408,0.4982293385273557,0.8620698027675371,0.627898915208515,1.2200242848569491,0.11179006486315456,3120095,0.12371015822059163,0.399432052580174
0,100001.0,50,380,-0.050297224792701066,-0.3257985645838936,0.4495329357807461,0.19972192191497584,-0.4671607810796273,-0.1663246315421085,-0.2938930335134236,0.13946927977540227,3120096,0.16536753590325012,-1.065517556725424
0,100001.0,50,440,-0.06781345526546309,-0.3762424969064509,-0.3971538616628347,0.15768864786256032,-0.7112061348394525,-0.33316476475036244,-0.3922689596935293,0.12951424809555154,3120097,0.17942797556978993,-1.1832266671529037
0,100001.0,50,406,-0.013017901168881156,-0.026538942069592973,-1.0664127063944324,-0.049706398755793496,-0.149929827340672,-0.14133018753886406,0.03255173746638857,0.12254105463841578,3120098,0.13749552452559968,-0.23038415800408904
0,100001.0,50,366,0.04455486867741588,0.3468261261335855,0.22853267318336445,-0.279166129965755,0.4307986946902312,0.04802535002336966,0.19973739264335494,0.11702226345083486,3120099,0.13520408163265313,-0.3761833630964486
0,100001.0,50,413,0.035349161047873286,-0.047963990646335816,0.15082313237642375,0.3454779500380523,0.8575584129845726,0.5875996398222092,1.124416657803348,0.10589713592443348,3120100,0.11036888982397082,0.14596255554057982
0,100001.0,50,406,-0.04674799014000774,-0.21787448446947705,-0.08163303754512746,0.03637897202218801,-0.4840623773490655,-0.2994308690684124,-0.17139659416657824,0.1306636852271773,3120101,0.14451399116347566,-0.6800185736762681
0,100001.0,50,499,-0.07137172781427907,-0.672646511621788,-0.26467444167381315,0.6502787780839338,-0.038872226435175135,0.11680724484502895,0.2320442371120993,0.13038697154254358,3120102,0.13705357142857144,-0.06873685369635657
0,100001.0,50,382,0.030237632580811406,0.15963192538263435,0.4687195295874789,-0.05654264508689497,0.5321927900978328,0.16156976810279025,0.3719867573513533,0.11006049126237308,3120103,0.11851389491967,0.5380272811750755
0,100001.0,50,382,-0.03327023725192787,-0.18284394652507846,0.11997327620244325,0.07483758274636353,-0.4729698460041404,-0.16553998303141812,-0.5356975051097046,0.14908652855081428,3120104,0.14836149513568864,-0.7746735074319461
0,100001.0,50,387,-0.03799753507407126,-0.09264981507369464,0.5732024553495872,-0.11822800083787788,-0.5475843397166017,-0.38647580229023415,-0.22657588000899445,0.13534953455066245,3120105,0.13893662728249198,-0.2882032778550428
0,100001.0,50,359,0.04205650864633365,0.21051851073715866,0.04979263490165399,-0.05880368836162676,0.8028135780748665,0.2437534796240492,0.4374473693733264,0.12266318741236955,3120106,0.1241496598639456,0.0369760538235561
0,100001.0,50,438,-0.05719871525572784,0.0494961959384955,0.6646257151581313,-0.5101802951182096,-1.063980633823308,-0.9033764774373682,-0.29048037064860394,0.1255996618300499,3120107,0.14545110973682399,-0.8993322973191329
0,100001.0,50,414,0.016077887542010668,0.2290143766316025,-0.1078998489690015,-0.2826031131295791,-0.09112695673266552,-0.1585074882117633,-0.10435480469157972,0.1165960536261288,3120108,0.1341799493520035,-0.4882886421805076
0,100001.0,50,430,-0.03742910842360233,-0.4454860564602285,-0.15751872680369486,0.504099024251895,0.012436710996963371,0.2198244983469844,-0.05017652001263488,0.12697435295957465,3120109,0.13759083178726034,-0.2714925901424538
0,100001.0,50,383,-0.07457635771697663,-0.16827137911095075,1.0386498641939623,-0.2557227863773056,-2.782953832593566,-0.7814536978677198,-0.6181304054279323,0.1357518467509705,3120110,0.16070560877412182,-1.2237881945089115
0,100001.0,50,444,0.032954465973745205,-0.031247255877080313,-0.9238080788521646,0.298780842503315,0.755945927070468,0.5251423109662603,0.9574779645526772,0.1002472828211745,3120111,0.11289593962585034,0.2814384640686585
0,100001.0,50,391,0.0035500747512960686,0.2489697533576948,0.9502122465944264,-0.4102007665362473,-0.91431660502535,-0.3720103639491747,-0.5320600361564843,0.14601409426045867,3120112,0.14929971988795515,-1.1177235621032913
0,100001.0,50,489,-0.1148972592141928,-0.7166187740223029,0.34298610702656857,0.4047529084457864,-0.9636103779800362,-0.4323308343763526,-0.3492101355738199,0.13845798434980927,3120113,0.1569062407571724,-0.6344075077606186
0,100001.0,50,446,-0.1451724849906573,-0.7532002726405107,-0.7351314352271199,0.2457582179385313,-1.601332993081266,-0.8021968726997839,-0.9877405940544226,0.15227523441809146,3120114,0.1754951980792318,-1.00681146076627
0,100001.0,50,350,-0.032398017149681095,-0.16985682131110322,-0.2870548632434866,0.05887570094811606,-0.16577850206346925,-0.1745392092849677,-0.34666894615713884,0.13552295918367332,3120115,0.15486931614751168,-0.35410127815776266
0,100001.0,50,509,-0.20064451088220225,-1.3057695191264518,0.5205148586999704,0.8013886584375461,-3.4089699914307268,-0.6641933558496281,-1.0410825074546834,0.16374920133799387,3120116,0.16413083090379013,-1.0926836759602199
0,100001.0,50,396,0.021559940592667817,0.31364163925074234,0.3359149084253522,-0.39050453561129306,-0.15573600978433755,-0.22396565062190635,-0.2182302186887638,0.13665652596442296,3120117,0.14720602526724974,-0.5766272445137905
0,100001.0,50,376,0.04088916037763042,0.5353240409904401,0.3318240566752191,-0.6364778656507829,1.3075551561546272e-05,-0.324377648193243,0.9475607145258343,0.10705524634096064,3120118,0.12154710368996086,0.3080314654367836
0,100001.0,50,418,-0.06347728435937527,-0.26763695483464084,0.6765753395048538,-0.0002684917061573586,-1.0733109244332466,-0.4547808510806777,-0.22447547688964206,0.1493373211353507,3120119,0.1600997541873893,-0.6182663772188349
0,100001.0,50,532,-0.06543645945673497,-0.5406187281567061,-0.2576636230428474,0.4624071305952314,-0.2327291468722216,-0.022637866350500205,-0.23411013655723414,0.1501040148202137,3120120,0.16556005964029444,-0.9185203684761651
0,100001.0,50,465,-0.006136080360664911,-0.07378275987321606,0.4987287356948349,0.08391794731080784,-0.3467838526304359,0.03718639798588011,0.0637414969790731,0.11909421302767688,3120121,0.13622714710884354,-0.4208555626832028
0,100001.0,50,429,0.04180652240154329,0.33845995509446564,-0.15020915116851788,-0.2840683142192041,0.4658263891332131,0.024467732155208432,0.8338390090000134,0.10016914374445424,3120122,0.10908933886054424,0.4556993980694688
0,100001.0,50,360,-0.025201246952440373,-0.061782433005863426,-0.4937915441572902,-0.07757749846238528,-0.23861318750737265,-0.2554734295528484,0.2496444346396429,0.13840117052407566,3120123,0.16869845283246035,-0.9527854276354872
0,100001.0,50,423,-0.029395128831324856,-0.3986504557763281,-0.0005813593980977779,0.4814707234427209,0.23818944987675386,0.2555665295333945,0.205375175849114,0.12809347877081875,3120124,0.13584556629669414,-0.12714723377245105
0,100001.0,50,389,-0.05481019823879802,-0.3761370854866529,1.2383808011175594,0.25448905351252504,-0.6241351880552822,-0.14567688891679825,-1.008102568922692,0.17058430515063158,3120125,0.17706830206830204,-1.629597666237642
