start,end,N,SS,FayH,TajD,FulD,bsfs,FerL,ZngE,btree,Colless,path,iColless,ibtree
0,2501.0,250,14,0.03126128000768607,2.07067237799651,-1.3732426659144188,4.411294628735528,-0.8885811462378322,1.5466335220620149,-0.08440752029928049,0.03099170877056614,8110000,0.0583948698017878,-1.864017895912701
0,2501.0,250,17,0.06088114786200138,1.3811485091547555,0.1933801796093996,3.80664901176836,-0.3750709775947337,0.8660230021641966,0.8168135257697273,0.02734398002567455,8110001,0.057066977587770434,-1.5418286265157537
0,2501.0,250,20,0.09717006813696827,1.0501140399108164,2.1544474118857218,1.4137501673321282,0.011414400255093885,0.4262175364479261,0.3039598575606479,0.031338256250809694,8110002,0.07054022541780024,-2.6788605967264894
0,2501.0,250,17,0.08486099869311534,0.992571472739682,-0.712707643166984,3.2676670750504284,-0.04394395352004536,0.4421784549300829,-0.4277882289218872,0.041695005829770704,8110003,0.06021937211210434,-1.5786605307731578
0,2501.0,250,19,0.1075785485854557,1.3892747931501848,0.7317926280143299,2.7014205358222365,-0.11043775964480122,0.6623113240353878,-0.5819129168600414,0.04068767739580021,8110004,0.034706568208317135,-0.1341933552253226
0,2501.0,250,16,-0.02784513350149314,0.7401127982348794,1.3114872764575405,0.8430898786895212,-0.5289979991818212,0.7246022674106916,0.14534657561525666,0.030339997984770627,8110005,0.06976292265837543,-1.5891346891716398
0,2501.0,250,13,0.2206496692125127,1.996542572307699,-1.2721674407506367,1.4083967125022891,0.11216210226922033,0.7145833333753507,-0.0005697534134145842,0.03668976983201624,8110006,0.03557779505117244,-0.07273571045050964
0,2501.0,250,16,0.07105669844383526,0.4206056476990613,2.263676098788768,0.8561252953151852,0.16840856638032425,0.03735363594751527,0.2392542160886415,0.028684630997106705,8110007,0.0463790646456795,-0.7619613310496248
0,2501.0,250,24,0.010253354349592222,2.8639543877143705,-0.6332035598380021,3.0364597017763657,-1.4383994294124325,2.353408400544549,0.3887185668869357,0.032908515783564365,8110008,0.03686520274646975,-0.026734637614333458
0,2501.0,250,18,0.22399009592038294,2.138938864340183,-0.8215446257946852,1.3973492682730184,0.14581703068371465,0.7640756716893309,-0.18194988852288396,0.03812484962893047,8110009,0.04714017359761627,-0.8519764744206321
0,2501.0,250,17,-0.038600913900334786,0.4383222821263629,-1.6187954659433672,2.7626589002131874e-06,-0.4369106534071653,0.5287382568300072,0.1088252208986136,0.03353737530768234,8110010,0.0454074361963985,-0.6200638062906474
0,2501.0,250,20,0.02339125750673577,0.5636142685389787,1.362858443097574,4.116705172471179,-0.1583610868330478,0.3603199395590334,0.077461333379164,0.03290287248701552,8110011,0.03884354622792245,-0.29947143208852833
0,2501.0,250,15,0.1633731162175458,3.065072719572046,-2.4670401169421527,2.9432846676425366,-0.6960535684851242,1.8017919860832947,0.6928120231273484,0.027191202084322956,8110012,0.0400742755970117,-0.38315635208814064
0,2501.0,250,27,-0.06296142240630334,0.3652532762143536,1.576137920428195,1.285605415232281e-05,-0.5770579992098578,0.6169847314674127,0.17171756580498435,0.032316951088812725,8110013,0.04270307034589973,-0.3917405891736911
0,2501.0,250,13,0.07361698855519777,1.415495593249973,-0.14726309148325345,2.8083318151527212,-0.3412436945173261,0.8419256701751635,-0.10889586626077197,0.035283067754890526,8110014,0.049671805501576204,-1.1374743646475391
0,2501.0,250,14,0.1787671237918232,2.7277254772211577,-2.4338026261574917,1.891220879329441,-0.4556316975504718,1.46733451403522,0.5642772543445032,0.028635634348809638,8110015,0.07124195707561427,-2.319197361648148
0,2501.0,250,21,0.16782595855182794,1.568334181218887,-1.0956646725615415,1.4296759624514008,0.1558461113088097,0.5275456506632569,-0.07521916167354327,0.03625388651379713,8110016,0.03378028242000259,0.2954126281259997
0,2501.0,250,16,0.17591954605753835,1.012079340581051,-0.5928903682049139,1.2784347930651614,0.4319003996838784,0.06859221010493233,0.41208925886850656,0.03051884959191605,8110017,0.0510752688172043,-1.2641929745539284
0,2501.0,250,14,0.10072043579989146,0.21563800705375816,-2.4338026261574917,2.9240398222018538,0.4138991809780991,-0.2427658329774029,1.5631479624211868,0.0197240575204042,8110018,0.054670294079543984,-1.1071063806401888
0,2501.0,250,18,0.05210409862906725,2.0392730301992743,-1.6858798410735367,3.3657457518241563,-0.760365994843476,1.4471863569860264,0.8567607794326869,0.024755915156226074,8110019,0.048144189661873296,-1.0622332437846511
0,2501.0,250,13,0.019870835582672518,1.0188064322039072,2.102545607051514,1.7400703828476498,-0.4138558284047597,0.7400518007353133,0.07468042378724342,0.035998834045860864,8110020,0.03973150667184869,-0.6214620727235836
0,2501.0,250,19,0.05481938505605743,3.3377476808404998,-2.573538668549931,1.7587934510429075,-1.4153827801806789,2.5106571483357083,0.3650637105723849,0.029121863799283155,8110021,0.0470052252018828,-0.8062537296989305
