start,end,N,SS,FerL,bsfs,ZngE,TajD,FulD,FayH,Colless,btree,path,iColless,ibtree
0,100001.0,50,387,-0.31632312148069697,-1.0896941981937638,0.005845735758174023,-0.5259325132725476,0.22893236162365566,-0.07428457017696248,0.14666076011242826,-0.5477649292921546,3040016,0.18012056307671587,-1.500672105152806
0,100001.0,50,389,-0.3677044422541691,-0.3235371138760281,0.2552906592601026,-0.12980174628009986,-1.159200672438625,-0.05270044405346175,0.12876111983254834,-0.0975922542927566,3040017,0.14064068250250922,-0.304263425853498
0,100001.0,50,395,-0.1595579132868416,-0.2400225430296589,0.16592747875678293,0.0505242695834891,-0.02973416123437646,-0.01539868486016641,0.15364327549201498,-0.5552593218193097,3040018,0.15693681318681316,-0.9287022826745456
0,100001.0,50,466,-0.5966140431559221,-0.5738179775607058,0.5180458829388916,-0.009786482783627223,0.013552921443033638,-0.07127924189440228,0.13087022248512936,-0.012925999805751345,3040019,0.1520242243238759,-0.5078966573556505
0,100001.0,50,446,0.3944381386777288,-0.13443869082356366,-0.4697271441155619,-0.2397746698103497,0.12861065272449182,0.02996728359200072,0.13963679531218434,-0.21427881197727425,3040020,0.13438552991289976,-0.1122638960607505
0,100001.0,50,396,0.10383473503154032,-0.3686490107574208,-0.2069736664299458,-0.22466763780344198,0.8219647286841627,-0.0033772691751172705,0.12106953892668185,0.3402827521524184,3040021,0.14048299319727894,-0.39861380557757503
0,100001.0,50,365,-0.017339201700309604,-1.0810633772616665,-0.3039021161717151,-0.6188054549971216,0.4408742747375085,-0.045315606625793516,0.1474537037037037,-0.28434989947797545,3040022,0.1691690962099126,-1.014033487429318
0,100001.0,50,434,-0.11411186020087527,0.15445129031037602,0.11617192982376125,0.031227422649109538,-0.5960302574027917,-0.011336767446002895,0.13011704681872746,0.09320328311618947,3040023,0.13730158730158734,-0.16006453986060784
0,100001.0,50,317,0.15493220139069974,0.2789380978629941,-0.06601842972856095,0.13541455782766582,-0.021305297251433583,0.027932200964973185,0.13056787932564334,0.21168461311262726,3040024,0.13663751214771627,-0.08627505036000563
0,100001.0,50,494,-0.29120398067953096,-0.4765664503180328,0.15773963578712616,-0.18869356437308715,-0.11395135699062832,-0.04759160194254898,0.1403841012387487,-0.37643796106302535,3040025,0.1581579506802721,-0.7765439065767085
0,100001.0,50,373,0.5101283685868631,0.966145272889326,-0.3109772453435465,0.2638252007546771,-0.5913450325122284,0.07901410728325152,0.0939220926465825,0.915470703195216,3040026,0.11248905502795177,0.3302279948075084
0,100001.0,50,365,-0.3325976042557641,-0.1148301182876297,0.3036522313834732,0.023641308287448683,-0.20779441269179105,-0.0378570852983707,0.13694193524404294,-0.17836286220131067,3040027,0.1564862055933484,-0.7128316238981109
0,100001.0,50,454,-0.2260635222298049,-0.36010724394076793,0.19527056915186794,-0.005667617893141825,0.6231810880405778,-0.027155272293289543,0.14977094441380168,-0.5585087417098872,3040028,0.15646258503401358,-0.8973888725072733
0,100001.0,50,379,-0.6406771364165174,-1.4124712975319083,0.3629779728561491,-0.38478622650142413,0.5765540910879934,-0.10294549566583068,0.14543162092423192,-0.4838185155980012,3040029,0.1765970756118539,-1.2664847477631969
0,100001.0,50,490,0.21933820986900654,0.06483750579782999,-0.17597334841311044,0.03162520621622316,0.335565641058148,0.028141937017078896,0.12374364160078442,0.04694459765168168,3040030,0.13754965073277636,-0.44039274441496257
0,100001.0,50,377,0.10358547687413898,0.3693542377779785,-0.03706374882132442,0.10413030793663344,-0.22741671068577196,0.019575028323003698,0.12354619267061667,0.3128970702634899,3040031,0.11392857142857142,0.4130978443648749
0,100001.0,50,441,-0.28652154527262075,-0.19994329568845265,0.2729139780790247,0.04203657055829521,0.03301382541158865,-0.03099657287553449,0.13658687774175074,-0.2888190020363504,3040032,0.17796579063279985,-1.2411647509097763
0,100001.0,50,394,-0.03535935205014076,0.4194161437632312,0.13696500385675694,0.20532387948873768,-0.3220733119029804,0.010149013704880572,0.13326424319727895,-0.2293274300091195,3040033,0.144246946090264,-0.3597791764210366
0,100001.0,50,377,0.3438868486582631,0.3666352249523348,-0.2387659762109732,0.12137267584565745,-0.0703765568675229,0.04930936196330081,0.10097911997168807,0.7728268187862839,3040034,0.12882653061224492,-0.18511516239957396
0,100001.0,50,375,-0.08662022076215083,0.5194760130903273,0.278331371229718,0.3924130317582625,-0.5662889980446245,0.017139683148568164,0.12273409363745508,0.2038869040754444,3040035,0.15084638506565415,-0.33691656293097444
0,100001.0,50,379,-0.4957773848661165,-1.0034160939785992,0.30458994644903115,-0.2518104864780287,1.123313607127608,-0.07645164537025287,0.13960295656724225,-0.4088704343667404,3040036,0.13044217687074833,-0.2160834573562065
0,100001.0,50,428,0.16513632273021048,0.1341178549635261,-0.14468732595151168,0.00015003322814861227,-0.7312301057441609,0.019575333442964717,0.10877267573696146,0.2620026833070951,3040037,0.1402626744128308,-0.4476449820774717
0,100001.0,50,486,-0.4523569794821197,0.3303433102809623,0.5834404158994891,0.361122282058666,-1.4341271636042652,-0.02830431193283407,0.17185728458049887,-0.9450007307621554,3040038,0.14090330788804076,-0.4768675665989822
0,100001.0,50,413,0.4563074915072642,-0.12732036716120793,-0.5509160378563726,-0.2922762572896068,0.2942588864468181,0.033681053517508684,0.1161951553108016,0.30365693235889263,3040039,0.1304047042545832,-0.24560798015302204
0,100001.0,50,572,0.15481470888092855,0.4786117931247613,-0.0348420094506728,0.19489586046585186,-0.288755847459613,0.031853674785690865,0.11385233918128652,0.3123757274406712,3040040,0.13386537047251335,-0.3179331837583198
0,100001.0,50,474,-0.35136120652691605,-1.4989581009075814,0.048677420690668126,-0.5016343028585853,0.5831060451718154,-0.0765646070253467,0.14659174480603054,-0.5742079009606846,3040041,0.16258272016289513,-0.8070501617674902
0,100001.0,50,461,-0.1379943054641929,-0.3438142559116514,0.04228319122532511,-0.15224316601860205,-0.43276522016161534,-0.026954921973631658,0.11517762660619807,0.07232745998537506,3040042,0.14624091015716628,-0.5422975564779605
0,100001.0,50,358,-0.19387134408721335,-3.850431910866287,-0.25647404156532433,-0.8270084659024364,2.0429030005414663,-0.08085736154809584,0.15671416495592316,-0.8889055462183377,3040043,0.15997296354439208,-1.3532931009628153
0,100001.0,50,473,-0.2190893844841393,-1.3561303788161068,-0.06240224833111924,-0.4921690859796922,0.7166356485513689,-0.06025768380514818,0.13661124348216455,-0.3205695211903465,3040044,0.13506235827664398,-0.35391716632445835
0,100001.0,50,500,0.07110670563008434,0.567148059595606,0.07926699478448936,0.27373224012185593,0.2333338648581641,0.02749752223065385,0.1258380756148612,0.12382431836985534,3040045,0.13311638758067335,-0.2011147368035071
0,100001.0,50,464,-0.116238486918955,-0.28500229669022403,0.061106611930223986,-0.07893334767829874,-0.29158315302434823,-0.019263012782697604,0.14537710061193412,-0.5392910758095425,3040046,0.1762016281922605,-1.1074430428244946
0,100001.0,50,467,0.5513131172995539,0.1705288485251806,-0.5732962369396739,-0.17388860291162106,-0.08873482892398536,0.05310080974675045,0.12020793539090507,0.007680452031369246,3040047,0.13957036715395382,-0.4345025791492488
0,100001.0,50,322,0.03852540649033707,-1.3210862774571641,-0.3963797382564663,-0.7043645227321461,0.15756484431024184,-0.04470363166470365,0.12366640645329173,0.0621404782343245,3040048,0.15418294977565491,-0.5324793551321545
0,100001.0,50,418,0.03365672998447088,-0.3311639381901416,-0.0943808525122412,-0.12561908166657162,0.0033556397585160157,-0.004782811803582799,0.1282776747062461,0.04020972303953052,3040049,0.12973647402886393,-0.0993401359535608
0,100001.0,50,426,0.479956531214365,0.4142155965350023,-0.4175058517214775,0.006268777152404798,0.15009377754055453,0.057305603920808364,0.1187852283770652,0.04592469842167737,3040050,0.12585807050092773,-0.07040411852993214
0,100001.0,50,504,-0.2373403769817645,0.16917242860505993,0.2994623278393996,0.17652137107871047,-0.20650202324701292,-0.015743083647947784,0.1276886945254291,0.07048496420382498,3040051,0.13740929705215416,-0.06366473762800874
0,100001.0,50,413,0.21251821775015325,-0.10824580645563564,-0.21457933919446773,-0.05478763019305469,-0.02847156021156877,0.02136649498452299,0.13201157656044882,-0.1271794473173833,3040052,0.1509603841536614,-0.8385754561680541
0,100001.0,50,403,-0.44421805758684413,-0.5015271941085464,0.3089245675866493,-0.15581878667025345,0.3831802941208372,-0.06356338794686964,0.1470959595959596,-0.4769045641863919,3040053,0.17830924036281176,-1.1451156184749276
0,100001.0,50,416,0.0721264599124446,-0.009645466064109069,-0.05146451426598285,0.02277226901212844,0.5532263843064159,0.01013933288324287,0.11617707689136254,0.4418980773841452,3040054,0.1291231608922638,0.10931263658979973
0,100001.0,50,365,0.031620498325908096,-0.40558811188014143,-0.022310915759900237,0.010469362491690415,1.2922519269884658,0.00448806804441695,0.15531098153547135,-0.987469488453836,3040055,0.15685060431939765,-0.8767344876685891
0,100001.0,50,283,-0.5060127030019094,-0.2756819069997216,0.4760040610329283,0.06400512593144203,0.05740228656431255,-0.0559370971364167,0.13410325370458265,-0.3667459805930668,3040056,0.16028359395706332,-0.8146287337096493
0,100001.0,50,448,-0.24777684579029305,-0.06872195972966304,0.2315745306585344,0.027752062128224602,-0.11817581430178307,-0.02739875026796755,0.1285821091721713,-0.07259314198968571,3040057,0.13114631817639333,-0.11788958662453773
0,100001.0,50,590,-0.47101900473099,-0.4037121439954388,0.3916146672812709,-0.04158066496897083,-0.028524342406990595,-0.05846633724913334,0.1318203629999718,-0.21005153681226132,3040058,0.16306755260243627,-0.7790720843190935
0,100001.0,50,417,-0.3676898926481811,0.1121892461426254,0.4271480289446469,0.20299189040849247,0.9347014662266546,-0.029405546941845894,0.10710152116402116,0.5005892604948039,3040059,0.12249107563817604,0.019334951078523017
0,100001.0,50,483,0.17813208589256502,-0.6972428258342694,-0.3461318535664198,-0.3672346695892009,0.8178025209574763,-0.004550974239851245,0.14147534013605442,-0.40974707640152463,3040060,0.1527025776296913,-0.6593961612963506
0,100001.0,50,483,0.12590960856617198,0.5178343539545144,-0.055886622589611884,0.10540732518593812,0.01987781335712891,0.022244546898934958,0.12725576341647776,-0.09476456419325976,3040061,0.128038628038628,-0.13419224498911972
0,100001.0,50,345,0.2996459586271458,-1.588073911902484,-0.6775313029896796,-0.8053190717076462,0.9140806051602808,-0.020688271330984786,0.15322177822177832,-0.6886089399998644,3040062,0.1665107709750566,-1.016712500118694
0,100001.0,50,439,0.05263693166463848,0.13271806660348465,-0.025670869595782325,0.03962471060759652,0.7231147643053861,0.008999849917203736,0.15388119533527692,-0.7075749384285401,3040063,0.17934888241010682,-1.2251948955381189
0,100001.0,50,377,-0.3084621414732343,-1.7989373765455106,-0.08170276635837782,-0.6824165196159101,0.7933442891328443,-0.08431148354589824,0.13078865086407224,-0.2682719664413422,3040064,0.15625452308583004,-0.8600489079982762
0,100001.0,50,520,0.011259160805596649,0.012944120987722293,0.04082897074633053,0.09796723400420683,-0.3301054926305355,0.008161531173114578,0.1162091026886946,0.1768854298007713,3040065,0.13291515236231485,-0.12792525733748836
0,100001.0,50,367,0.5633739711320457,-0.047304318466015696,-0.6161276905336903,-0.2373984996373948,0.6624984186558728,0.05032338838887058,0.11760156039817048,0.1387629140714308,3040066,0.1314014369792861,-0.06368182774659457
0,100001.0,50,436,0.27653688655311154,0.5503889145823775,-0.15649753498651725,0.16631770002824878,1.2264143182689695,0.04436430931139263,0.11834639068897697,0.2953215951919501,3040067,0.1417783531322977,-0.08285231338947255
0,100001.0,50,502,-0.7661602296466816,-0.17303710177813927,0.8356301459264844,0.3165370216054967,-0.5781310261777433,-0.06848984084493795,0.1191000096721152,0.4604073431916241,3040068,0.12516716088144658,0.10182143254548606
0,100001.0,50,503,-0.2168133220423463,0.6489271554386352,0.4543537772303077,0.5106822966337322,-0.6719647542966899,0.00998822342120722,0.12054562757745567,0.19408867505540991,3040069,0.11883820692456087,0.29029220077209217
0,100001.0,50,336,0.4225883875824559,-0.1486998586922125,-0.4370928352987321,-0.12977348664274754,0.8503665046047788,0.04119957446716982,0.12264439937465675,0.22539146842300894,3040070,0.13563829787234047,-0.3676615973675455
0,100001.0,50,443,0.24190642991604774,0.6437695225394384,-0.09920580981542963,0.21842022800631355,0.11833235936373675,0.04389121035784637,0.1295745570955656,0.01699487908196526,3040071,0.15480599647266316,-0.7232975519223966
0,100001.0,50,489,-0.653394346036821,-0.6990924749779441,0.4770767443959517,-0.1853331199766539,0.07015274351021973,-0.09019158652979484,0.1332299251358835,-0.24609299681271984,3040072,0.142723618372969,-0.6400864209293697
0,100001.0,50,352,-0.2581609629632064,-2.5968324210481755,-0.1295931403498332,-0.6902979375848882,1.2929561298404313,-0.0789556759060919,0.15739416785822602,-1.0585405164070645,3040073,0.1965967705763624,-1.91382105963536
0,100001.0,50,343,0.33269374029439114,-0.6488053990449336,-0.44217106898908426,-0.29241593020117984,1.4560148743460812,0.01911519596220508,0.12826050665665048,0.01879613490947012,3040074,0.12902123466208915,-0.15139941570998466
0,100001.0,50,318,0.053448370833482896,-0.4232354642185278,-0.17021249450080686,-0.2397143834287187,0.06140114458299412,-0.010411043906089929,0.14253751145848415,-0.5795355314168984,3040075,0.1683350555412038,-1.2190737466528971
0,100001.0,50,480,-0.5192358899745619,0.14075087405867595,0.6677706287645192,0.41085174970820587,-0.5152518065632317,-0.03275253807391793,0.11218820861678004,0.16700528538400386,3040076,0.12496334740792868,0.07040514893792645
0,100001.0,50,474,0.027550892066308712,0.3557553705059157,0.05395732114948495,0.15105796698180848,-0.10481169719027288,0.013798440994426557,0.1283618932805189,0.0542065540182029,3040077,0.1509946402803546,-0.5170597269796192
0,100001.0,50,540,-0.3337357578288128,0.03802464978192392,0.4172679711188356,0.2406191064898105,-0.6597488812625332,-0.022639122022260386,0.11634778911564632,0.5047636997800665,3040078,0.12890300004894034,0.06825144524190807
0,100001.0,50,392,-0.4535302238601972,-1.2302370382770749,0.15975385853133486,-0.4606695772944621,0.07075750375207106,-0.08599219933969265,0.16704567541302234,-0.9070168129216171,3040079,0.19603070586032573,-1.3872233002105798
0,100001.0,50,451,-0.3663367326243252,-0.4090034935503735,0.2711792978809607,-0.09673761111945682,0.4192275577395545,-0.050119925050649335,0.12523009203681487,-0.12375573703622005,3040080,0.1518781425613724,-0.7693544503885292
0,100001.0,50,556,-0.14516763366081756,0.5804694628073446,0.3432426089186653,0.4169630139656644,-0.9491526184426584,0.011925603441604291,0.13251938329917112,-0.26718714574668856,3040081,0.1551280234315949,-0.6786346529234215
0,100001.0,50,402,-0.03478742960985769,0.31963915751506056,0.14194992659198716,0.2159021782479104,-0.7863719553745231,0.010954922967484343,0.1195644003457736,0.18179748064272466,3040082,0.12843708912136276,-0.14982270513701348
0,100001.0,50,408,0.23902302545680254,0.8888002106987324,0.014953086545691762,0.4347393572451064,-0.3877347814457717,0.0587027841461308,0.10349656166814544,0.7232016352820412,3040083,0.12886196145124712,0.18463689946956435
0,100001.0,50,420,-0.5761232097334587,0.541096723846873,0.8057689579204182,0.5822732871303311,-0.7176345381355085,-0.027619317019702973,0.12905844155844148,-0.10054460472448484,3040084,0.14795059437916575,-0.504521374828009
0,100001.0,50,438,-0.7332434287175642,-0.35127138341237796,0.5805526044802478,-0.1205074528783024,-0.5530416915732472,-0.09525409448504073,0.1366636206721495,-0.1568762315164609,3040085,0.13365258384055376,-0.2912596750092817
0,100001.0,50,428,0.06770633972485061,0.1389263118092027,-0.08776621377290597,-0.0549994252364841,-0.8004494567883981,0.004181752005147651,0.10458283842637577,0.6650670356215371,3040086,0.1520070838252656,-0.4300151733855162
0,100001.0,50,370,-0.613296563610402,0.053890345268497064,0.677298656533616,0.2711349939208643,-0.6494323364862814,-0.05388574222996453,0.14328231292517016,-0.5257214278850773,3040087,0.17604783849023478,-1.107730801092402
0,100001.0,50,443,0.1612481234656752,0.4614899620886995,-0.0625229492366992,0.152568635216926,-0.216112919106411,0.029743574646807318,0.1272631448412698,0.14302714513536655,3040088,0.13001360544217694,0.10163531777404733
0,100001.0,50,480,-0.4764150761797344,-0.5812072871702025,0.5152357073601578,0.18851429621824767,0.5346750571393478,-0.04319874061682346,0.14744897959183684,-0.4818674564048165,3040089,0.12809917355371905,-0.13285124298561274
0,100001.0,50,492,0.050103588310198635,0.3460613844839157,0.05453424272707436,0.19035395687512674,-0.914553387619072,0.019201944302918897,0.11476289544944185,0.3410891636059782,3040090,0.11663157326422635,0.35471521041132825
0,100001.0,50,442,0.0396687176480797,-0.0619577111829847,-0.05213420006685772,-0.03358745040564732,-0.17562913576913095,0.0023530932522405337,0.145621861309969,-0.4580632105202735,3040091,0.1521636432350719,-0.7725672569469703
0,100001.0,50,396,0.054568845845826906,0.8086009614988341,0.2301921378432205,0.5386365979800793,-0.6735731798044831,0.0441006537993217,0.11248299319727892,0.5140568854546013,3040092,0.11410079904977866,0.2698807074541431
0,100001.0,50,424,0.14885839781021706,0.23306366806213935,-0.13383042888125207,-0.006462357658221014,1.2143532195076512,0.01718764473769172,0.16061450090240176,-0.8743553271994637,3040093,0.1554409533597612,-0.8659719303220437
0,100001.0,50,519,-0.3100496666485485,0.11906917844696158,0.34864619682228604,0.14828329682897565,-0.7815262231129,-0.026294773603958498,0.13939066617638046,-0.2428711879206485,3040094,0.138589296478085,-0.2699302223425153
0,100001.0,50,439,0.3731840351897439,-0.3048015124421231,-0.4747943137880573,-0.2857011275269137,0.4531348156460417,0.024253441699951608,0.11968766001024066,0.2794358201333359,3040095,0.16139812568383996,-0.8271250747380571
0,100001.0,50,435,-0.021339926866329826,0.2751173549821149,0.1109601660522116,0.17854846309555547,0.3172745307628185,0.009936627746499277,0.12098771547453945,0.2058220087587368,3040096,0.13447619047619047,-0.056074810015521705
0,100001.0,50,416,-0.7773072639896349,-1.72377416946433,0.4003087981340479,-0.5442428410794535,-0.08760822243471099,-0.13013902758307958,0.14409854851031315,-0.4278343235144317,3040097,0.1605916405023548,-0.820313059222783
0,100001.0,50,449,-0.30794094343562706,0.18322697449292516,0.4149291545446892,0.28045095106771195,0.3697533797685068,-0.016883921221111996,0.11758050859828917,0.3146326790520564,3040098,0.13436643314042035,-0.25039949163638464
0,100001.0,50,416,-0.4204629132570559,-3.0084905106430937,-0.11525310488724964,-0.9368521246379968,-0.08760822243471142,-0.11525880566555825,0.15029109803430574,-0.6290120633998136,3040099,0.15655921459492889,-0.8191905731627227
0,100001.0,50,406,-0.2982669800112798,-0.5632229651968685,0.20240075852258127,-0.11435481701800307,0.9031466313041784,-0.04335418587361572,0.13967205379261532,-0.6003368219993458,3040100,0.15926370548219293,-0.9662217221427736
0,100001.0,50,540,-0.17521944315255356,0.7146436892540989,0.4816897064352543,0.6335856317484222,-0.7421447265484005,0.02347691333708582,0.12606965863268385,-0.04565326998404141,3040101,0.13249362244897958,-0.2473625838351885
0,100001.0,50,357,0.04087244729841279,-1.5647900889497757,-0.4683110106169923,-0.8389414217778434,0.8559250609068223,-0.053797494199428746,0.17699506703266096,-0.8802232741371394,3040102,0.18827639751552794,-1.2920728293434378
0,100001.0,50,367,-0.07013649168118677,0.3511755436479697,0.16556631669712554,0.20186864161223614,0.2995969400288824,0.005779642997112418,0.119195504288672,0.3258360580549442,3040103,0.12253848907984242,0.12146906560975584
0,100001.0,50,367,-0.15050447548219878,0.1947676276295417,0.1732050203508468,0.08011149245656844,-0.2649164711686573,-0.012277139742273816,0.1110694277711084,0.6433477660846333,3040104,0.11900089706212155,0.38385795704585
0,100001.0,50,450,-0.12065796640342814,-0.5616184517143724,-0.008936822898229136,-0.22196003793949215,0.32869067910523303,-0.029775662086649505,0.15239615399232315,-0.929806301495934,3040105,0.15139634801288934,-0.8202285327615321
0,100001.0,50,469,-0.407714077803326,-0.5160433764579481,0.3202601879719341,-0.07199174556026683,0.02399649075032176,-0.05326291492341589,0.1419756384229085,-0.3104768186617945,3040106,0.14578609221466368,-0.3833788858563525
0,100001.0,50,470,-0.5656121747784576,-0.6346323059624169,0.458755414445268,-0.07189784391736755,0.08000432089055944,-0.0719364257367607,0.1340748665057422,-0.09678791790996756,3040107,0.1456028976476086,-0.5171243298219729
0,100001.0,50,422,-0.7821052154287763,-0.5022162199708172,0.7022803894266417,0.03228894203647411,-0.2384731336884055,-0.09042720670304416,0.14179624230644625,-0.13239488857298806,3040108,0.1499832327297116,-0.634502728709217
0,100001.0,50,421,0.07986756718807413,-1.5690952578864403,-0.29447442791870554,-0.4345809441522519,1.4575027419437874,-0.02087980185788115,0.15842245989304812,-0.9442858630077258,3040109,0.16613073800948952,-1.1465998877382904
0,100001.0,50,465,0.15305894371504233,1.0308712946407694,0.10140472486427156,0.4556965470493662,0.21189083979623088,0.049909207477928985,0.10793484060290788,0.7283002665371017,3040110,0.12665962936898906,-0.059488290696461076
0,100001.0,50,363,0.2398221845506431,0.20108496621721084,-0.20707115519627645,0.0059857626531849535,0.21682508608371104,0.028910016931327144,0.12353255587949467,0.2040949032212092,3040111,0.16353054983461274,-0.8242767662065251
0,100001.0,50,393,0.40985996547631787,0.3291429857794273,-0.3389345560324856,0.039325609327550345,0.02453357985795552,0.05137278026262895,0.1280858255251786,-0.046626564936427334,3040112,0.13329246427253075,-0.2368441542680635
0,100001.0,50,366,-0.6243956696916217,-0.3525542882670585,0.5778106522950699,0.05941226289413186,0.7541459701888332,-0.07001611198333765,0.16316585113577578,-0.7820880098451002,3040113,0.1568476447182647,-0.6862581917270267
0,100001.0,50,486,-0.06602776388182749,0.6547678391913511,0.2820823230796107,0.4334282429225136,-0.24458953265718286,0.02242668603809239,0.12090773809523815,0.2924751465534521,3040114,0.11630941684850035,0.3457214509288945
0,100001.0,50,529,-0.5731594824311121,-0.586189623834386,0.4843458390457408,-0.035379371448471295,0.2922137153345397,-0.07017338548422095,0.15672861323300258,-0.6769459244473319,3040115,0.17481529035455246,-1.0954987794971742
0,100001.0,50,425,-0.5342137188081607,-0.3348035593990904,0.4669108059929074,-0.0026993972197256943,-0.05092389838329762,-0.06348738993283938,0.1415792305622814,-0.3654315481460391,3040116,0.14241529945311454,-0.31368792572949883
0,100001.0,50,439,-0.4001169758167714,-0.9426381713842964,0.06757028918264557,-0.5480775592648317,-0.4917950046616647,-0.08564472562234735,0.1521501457725947,-0.4929987758390493,3040117,0.15194146965716984,-0.6157094567219332
0,100001.0,50,376,-0.6160640532775846,-0.6490498632671506,0.4310245105910937,-0.2110743226280798,-0.1405409137751207,-0.08789552598750297,0.166740152851264,-0.9270491685233996,3040118,0.1937794348508633,-1.5164269721528134
0,100001.0,50,481,-0.38507087377825394,-0.15498324052548146,0.367883500208086,0.058462609322121814,-0.1820557966752369,-0.04146619774917694,0.12776248065363702,-0.21935860410266025,3040119,0.1616819141449684,-0.9389566398972468
0,100001.0,50,438,-0.2466614789578802,-0.146706825866056,0.2317178184085372,0.029947642343450157,0.4278570527381411,-0.02712293843774773,0.16021594684385373,-0.7377239254312237,3040120,0.1814777280775324,-1.0339348226928118
0,100001.0,50,372,-0.4347642568533174,-0.353652786040808,0.3841158402339167,0.006022742609554941,0.21160110187755532,-0.05120777821545952,0.16348241424229273,-0.9829925477435328,3040121,0.1661159701976028,-1.0089608561271644
0,100001.0,50,406,0.3488715639443317,0.23333289872105706,-0.3248721374925565,-0.03694205393385538,0.7937266680986999,0.038787522779867634,0.11465824425008103,0.5320317238863619,3040122,0.1254548330960291,-0.1058525244855676
0,100001.0,50,407,-0.20135184968837874,-0.10811685475425403,0.12761968713317612,-0.0946588889814208,-0.9991271971879068,-0.03048569766498362,0.11283402249788806,0.3664134804858592,3040123,0.1498204837490552,-0.5612473123688873
0,100001.0,50,464,-0.3622270113319708,0.33446295819024,0.4655041571620795,0.2860859356523398,-0.06800884198433224,-0.022901662722761392,0.16023492730425504,-0.685409223899381,3040124,0.14921444768383546,-0.5140385587956435
0,100001.0,50,474,0.3485046442318852,-0.5903480984161079,-0.4713927745027717,-0.3206570563521953,0.8332579514853033,0.01885620718236813,0.11233615397378467,0.19843792179009795,3040125,0.14069812322091954,-0.3394528729427272
0,100001.0,50,379,-0.31642148205985066,-1.242893356882018,-0.06300790994507767,-0.659664392524372,0.029794575048379738,-0.08366103820211379,0.1475049647188068,-0.6215154420038941,3040126,0.15970756118539364,-0.9285983008623396
