start,end,N,SS,bsfs,ZngE,FulD,FerL,FayH,TajD,btree,Colless,path,iColless,ibtree
0,100001.0,50,363,-0.9727760103064712,0.10006341627057652,0.7059882891185515,-0.4143956771074585,-0.0848970049827579,-0.5101978839778657,-1.5298483155812508,0.18473895582329314,3020000,0.2274388478795773,-2.205822139981197
0,100001.0,50,322,-0.9306789954394208,0.3349384007046778,-0.02608754071857531,-0.5935508387468864,-0.09582796799469684,-0.35939787950658875,-1.0335836775264575,0.18303406633971425,3020001,0.2012707860922146,-1.7342447842118014
0,100001.0,50,450,-0.3443471814353494,0.512735829472159,0.1311273299751574,-0.495624222680221,-0.048115308795261234,0.15131373476382232,-0.688318682574151,0.1526523177577042,3020002,0.16552579365079367,-1.1119607500850768
0,100001.0,50,372,-0.13325184976587892,0.39584155315620856,0.6492264401297371,-0.3819322158841422,-0.037071162846404465,0.11852249561182265,-0.4564555743269456,0.14419564121945064,3020003,0.16141156462585035,-0.9609131312907
0,100001.0,50,440,-3.0875596852195613,1.3848671152113878,0.3772846286760304,-1.98019774011752,-0.2819446475879717,-0.6795524792224251,-2.432191899778364,0.2474978497145988,3020004,0.2387881078357269,-2.292525119816659
0,100001.0,50,421,-0.22188873143932475,0.17130663608435578,-0.3015799339928625,-0.14806935831592616,-0.011935899025942049,0.08036358449336656,-0.5505626875287734,0.14262417295685384,3020005,0.14513506132379966,-0.5476273209469678
0,100001.0,50,391,-1.0678912915109773,0.894638082912308,-0.10996437553950944,-1.1918481149836326,-0.16171411069042554,-0.2905962175147493,-1.4081424896151882,0.18693310657596396,3020006,0.2277727546714889,-2.1021141602391853
0,100001.0,50,393,-1.4064573279056456,0.2419748134630774,0.024533579857955304,-0.6292213252600879,-0.11654694645730575,-0.5997146658869622,-1.7217122001244587,0.20807941232048385,3020007,0.1933229813664596,-1.7126050596909843
0,100001.0,50,332,-0.36779156868412,0.33825577608258345,0.8555915981923128,-0.4368091174501515,-0.058017189879891976,-0.08627234238949749,-0.2954905141655688,0.13287798990563968,3020008,0.19727891156462585,-1.6357438811638565
0,100001.0,50,388,0.1189418550391776,0.4784557929548771,-0.5813741338659127,-0.3809656891744736,-0.02563481247373316,0.28013417409040325,-0.8087886580153564,0.15349689258419424,3020009,0.1762007833436405,-1.2555291621322835
0,100001.0,50,409,-2.058480841503611,0.1638006972103362,1.2344952844822037,-0.5787115263963027,-0.11507042347553953,-0.6651990457502299,-1.0324259550237165,0.17756907232166602,3020010,0.22297919167667052,-1.7352122156873897
0,100001.0,50,341,-0.7848019421795824,0.5931022899545316,-0.1210636533669048,-0.7675880450720008,-0.10208091066811796,-0.15416946785097194,-0.9634810315694916,0.16825955734406434,3020011,0.18053135888501734,-1.370761193547917
0,100001.0,50,395,-2.6249962914993668,0.2377851714440208,1.6569779999683882,-0.5620730453004665,-0.10117303606349204,-0.4937827170040119,-1.2320023682740642,0.17472170686456395,3020012,0.212205094803879,-2.043491892924063
0,100001.0,50,418,-0.1230787634938582,0.8377796735670648,-0.4572683653310832,-0.8399586240068718,-0.08583208209672939,0.19648508917661692,-1.5796934529392481,0.18700480192076827,3020013,0.1932397959183673,-1.7184335439579053
0,100001.0,50,443,-0.9440800270153858,0.9074565372201152,0.11833235936373634,-1.1229602158067258,-0.14338201924819213,-0.14908735513545432,-0.9404184610340012,0.15355468612315396,3020014,0.1790049353074563,-1.270751908953375
0,100001.0,50,390,-1.009898592652961,0.044443674801809635,0.5435108859422121,-0.29094143797157784,-0.06302621835687297,-0.4079967021864228,-1.227768446211414,0.17821547223540574,3020015,0.21313066893424046,-1.9464711546115188
0,100001.0,50,400,0.2659406093985561,-0.03145124283566579,0.07756571735042009,0.05342781973408628,0.00841774100220095,0.02979119989104513,-0.4816368920978568,0.15663265306122448,3020016,0.16024388478795773,-0.6578513073197853
0,100001.0,50,416,-0.6196049736027792,-0.2998647906852689,1.2296629136442718,0.136797114521962,-0.008117960675134405,-0.3484467981944209,-1.4420145068878247,0.18253264038534672,3020017,0.21346371882086174,-2.0439263550107785
0,100001.0,50,391,-0.3697594855388425,0.2685387572294746,0.9502122465944262,-0.3005779759019165,-0.03497385077371719,0.009869582594988257,-0.8653962637736373,0.1637776228503825,3020018,0.17341045329022695,-1.341057186978673
0,100001.0,50,386,-3.142632782356801,0.8215727150403455,0.9283576409147872,-1.4023552069539715,-0.22160308977331392,-0.7897214644074309,-2.003710532589962,0.2302891156462586,3020019,0.2802120848339336,-2.6577303844615803
0,100001.0,50,431,-3.9229688050427294,0.5291189821769332,0.9694218891010012,-1.0698568365798566,-0.1819784335922492,-0.7912299872706763,-1.4267865200614058,0.1875645546176586,3020020,0.251187665148704,-2.475333729068049
0,100001.0,50,372,-1.4518015559295696,0.03150690164214877,1.0072835350633405,-0.3485776892954266,-0.07851859326370457,-0.5311765687098767,-1.3977459794196163,0.1923479161779654,3020021,0.19356549959433328,-1.5728487482601294
0,100001.0,50,369,-3.533675079165934,0.8351901166262379,1.7239488635989295,-1.3412322975357267,-0.20540018452137385,-0.6596180211852137,-2.066578999373478,0.2104927497314717,3020022,0.2351662887377173,-2.2959938858007294
0,100001.0,50,409,-3.2796421438795686,0.6590383728328091,1.451740015114647,-1.095554329132227,-0.17064045433018804,-0.5834736470837392,-1.5635567519365126,0.17719468739876906,3020023,0.22318084537185665,-2.013353439962535
0,100001.0,50,360,-4.39610763078326,1.2405738636176962,1.2324462421862994,-1.7752396585150478,-0.25365439737871404,-0.6110549273112424,-2.755893060864792,0.25202733532437344,3020024,0.2606831464980358,-2.862671012490768
0,100001.0,50,385,-0.18986706361509112,0.11825855003877027,0.0549573445388569,-0.20731594248132976,-0.033194885276148486,-0.12294675368453273,-0.22478560899227007,0.1432573029211686,3020025,0.18096200744448734,-1.1804704787680251
0,100001.0,50,386,-0.9829262093168616,0.6293346239366339,-0.4522667972985517,-0.994049670883842,-0.1507219498730645,-0.468765415868584,-1.4196755244922838,0.1943800247371674,3020026,0.19581492390770747,-1.3734447740884783
0,100001.0,50,417,-0.21570047061260575,0.24072556599236986,0.011257713411008532,-0.26637792937567784,-0.0305960221278694,0.013983104706602464,-0.5841952754149693,0.14105834641548934,3020027,0.17957498314641174,-1.4297309468145705
0,100001.0,50,394,-1.0108694604696369,-0.3546270317024235,1.1434301382650711,0.08918861601877019,-0.026838312423970504,-0.5356334379117709,-0.7473367938193167,0.1564721394175647,3020028,0.17350839418336145,-1.2069765792666174
0,100001.0,50,508,-0.7110381573369894,0.41760969449695146,0.7323282499218969,-0.6736465517827903,-0.10295250432357288,-0.3345941522830263,-1.7959472098236973,0.20488678563212745,3020029,0.21736431798996966,-2.0648761885106506
0,100001.0,50,444,0.4973126098423863,0.2551405355928596,0.010541686536189294,-0.10202779411794344,0.010297795275432958,0.32062050226259364,0.2318510168445603,0.12452397226833326,3020030,0.14325488259820052,-0.2558007321022922
0,100001.0,50,399,-2.2053971975140687,0.7971654941152977,1.9785721242530003,-1.1085291443505507,-0.15509056894511875,-0.33797629354793685,-2.0322337901093848,0.21150126717353612,3020031,0.17676662501735385,-1.268483534816062
0,100001.0,50,397,-0.2471814295019701,0.7522234135300366,0.5132593517633155,-0.7927121996672479,-0.08626046469528069,0.1112358356263254,-0.5340926709432776,0.14926930074355316,3020032,0.17456881742596028,-1.1299374550732812
0,100001.0,50,524,-1.1192396736938537,0.81202045469298,0.1283394224678834,-1.1097267765223813,-0.15282113382751464,-0.3114284177568861,-0.8002935146087571,0.14764961284052786,3020033,0.1899779443027211,-1.5974130477125872
0,100001.0,50,315,-1.1498451409304438,0.7623871247326113,1.4541002474281166,-0.862522078781845,-0.1018216818974674,0.013286704425289756,-1.2490881714504278,0.16961550702152214,3020034,0.20521240411058045,-2.0745798223438863
0,100001.0,50,404,0.2304334014386944,0.4457372957913097,0.594007777666353,-0.33582301163187056,-0.019343595527156584,0.2932159047428068,-0.6089291243871342,0.15126606198034762,3020035,0.16633796375693138,-0.9823278619269424
0,100001.0,50,436,0.08165421432503622,0.17241416474332996,0.1391072868176953,-0.16405254476336129,-0.01556778312079246,0.055340265517112464,-0.4364270235763216,0.14810185819294167,3020036,0.1910673793326855,-1.3348590109918568
0,100001.0,50,410,-0.5177403321467191,0.4679906039760765,-0.004594547642178128,-0.5675027870880389,-0.07126565614206375,-0.05704918660658824,-0.5101803843588333,0.1418113222300414,3020037,0.17189332629603574,-1.2164509884607702
