start,end,N,SS,FerL,FulD,TajD,FayH,ZngE,bsfs,btree,Colless,path,iColless,ibtree
0,2501.0,250,16,-1.0050019282892455,-0.5928903682049144,2.677805579524441,0.06762389564648337,1.8960487983138328,3.7724738400719673,1.0164988512931719,0.03483982010993282,8120132,0.031977371853003415,1.2962583742226612
0,2501.0,250,8,-0.2967168879659762,-0.5065713299685085,0.5779654872662793,-0.003042947173103621,0.4606969624199148,2.4326509894086707,-0.22636276593351504,0.05697521267867167,8120133,0.0632853996631688,0.3186164739940834
0,2501.0,250,17,-0.8394888861798052,-0.7127076431669838,2.026865264078546,0.03667250245230794,1.5017898230153668,4.498681309191944,1.1144471842775905,0.027869542686876532,8120134,0.03912423889104806,1.0008343477525825
0,2501.0,250,18,0.2473242942356403,-1.6858798410735365,1.0238422998575398,0.13908465917565885,0.22387517160114934,2.3872703659793406,0.8332025753742671,0.031019238243295763,8120135,0.043917605907500976,0.21659957450771394
0,2501.0,250,15,-2.0708401593232533,-2.4670401169421527,4.163610136999523,0.009669248854213884,3.3454190916202253,5.126793369330313,5.109614627518095,0.026314937168026947,8120136,0.02879258971369348,4.094275765280034
0,2501.0,250,20,-0.01977504010910709,1.3628584430975748,1.6130387061005946,0.14273553703656947,0.6845361162523843,2.006048450194097,0.7510938025675783,0.02727846871356393,8120137,0.03737530768234227,1.1488155586207576
0,2501.0,250,22,-0.7475792564791686,-0.4426837126389184,2.126413846808405,0.06164363772855928,1.4853973869425678,3.8356809865378887,0.7704876271835968,0.043269853607980316,8120138,0.03378028242000259,0.35952249367239164
0,2501.0,250,21,-1.7409816568806693,-0.3359691819397461,3.5326809470097977,0.016444926693738017,2.8622477723516693,5.199971370608132,0.973686797911136,0.05608455326683076,8120139,0.04498639720171007,0.29386722267474
0,2501.0,250,12,-1.2039927145512717,1.2374296820739528,2.524496653558208,0.013221063608148207,1.9697750401185068,4.346168511870468,2.9173730982385013,0.02293043140303148,8120140,0.036776136805285665,1.4015510586037287
0,2501.0,250,18,-0.8560789748522687,2.6357962353207207,1.8673779303574725,0.019025392480487503,1.452902764394367,4.206383087088748,0.8020053887257218,0.03312173424882325,8120141,0.04420909444228527,0.6400554996654834
0,2501.0,250,24,-1.4290590651007435,0.7227061423521206,2.549622935307854,-0.01578557464418558,2.2140908008245934,4.011339181579224,2.729569681716407,0.036101394826618304,8120142,0.038023059981862936,1.2480799862288343
0,2501.0,250,13,-0.14671038210059054,-0.14726309148325328,0.91500802927713,0.06212871241152532,0.4853671271356876,1.8343203676212816,0.6570833254400151,0.040176836377769136,8120143,0.045310273351470386,0.9306768580099668
0,2501.0,250,11,-1.1932273586896214,0.2523487190495646,2.7717338772451607,0.040152245892922336,2.052891083045856,3.989242210557088,2.3825676887347016,0.029909962430366633,8120144,0.04861381007902578,-0.3524344364314146
0,2501.0,250,18,-0.06289163185264783,1.7714610200418692,0.6508104943365498,0.048898956915291836,0.31819589383876873,3.7976032425042017,-0.5311877159866293,0.030401174590836463,8120145,0.043075527918124114,-0.107579785858579
0,2501.0,250,16,-0.1817503859087225,-0.5928903682049141,0.9828635871569128,0.05948258630952032,0.5465423947134139,4.008044980254047,1.8935375205211795,0.03785572397115343,8120146,0.040452131105065424,0.9053033416903788
0,2501.0,250,16,0.199619372820106,-1.5450791905361416,0.4663107111709601,0.08116954992792609,0.031105921116031776,3.1848012882193304,0.7523408944541059,0.03777691410804508,8120147,0.05217644772638943,-0.2883730372125925
0,2501.0,250,24,0.36096074064454103,-1.3111584109330634,0.9259292350659172,0.1418635743592832,0.0992039591741236,1.4145889670310128,1.4683020233635722,0.03328799067236689,8120148,0.05033035367275554,0.32116436872644594
0,2501.0,250,6,-0.6208656444225454,0.03295822379415032,1.1064027665214555,-0.022815147354371824,0.9150476779675628,1.6891690610562502,0.7466334246602359,0.031146089735285223,8120149,0.03588547739344475,0.5022939818313144
0,2501.0,250,10,-0.3378201755054949,-2.2591619954937,1.112470266961221,0.046268490425693004,0.7085804069678717,2.9927910046774286,2.447843694292588,0.033618344345122425,8120150,0.033845057649954664,0.5719018995028528
0,2501.0,250,15,-0.6043551237841144,-0.4602920395039862,2.2053463825889383,0.09801891114137153,1.3790151355222249,3.8469387057681312,0.2763005972743665,0.030580386060370512,8120151,0.04466252105194973,0.9123931950178762
0,2501.0,250,10,-0.7380978135174614,-2.2591619954937,2.089969967437862,0.06471157225931963,1.413446216267742,2.839973331773641,2.0880081617338515,0.028509198082653193,8120152,0.04607138230340718,0.035656499586920166
0,2501.0,250,6,-0.5248598116898084,-1.9642299758823036,1.3693578586427122,0.035987789738056365,0.9395947465609416,2.6002061781613675,0.9663500173767172,0.028900548430280257,8120153,0.0320313512112968,-0.6631443537684133
0,2501.0,250,14,-0.7312298865343366,0.7478772545717279,2.005863219944066,0.055213172143046885,1.3949310719237984,4.135902728260715,1.3988568459144883,0.02699383140502457,8120154,0.04475968389687783,-0.021450546535154102
0,2501.0,250,18,-0.5785113328267706,-2.5502150563523878,2.5797012269716992,0.1347289537697589,1.5243578569986238,5.010988237990957,1.9903282029331777,0.02785334887938852,8120155,0.03539966316880425,1.60201269051103
0,2501.0,250,7,-0.36248748924559504,-2.0558699516774643,0.8862713710543368,0.01705970657664901,0.6297568992187506,2.2991428099761424,2.424682667354842,0.03598264023837285,8120156,0.04783650731960098,-1.449239773640261
0,2501.0,250,22,-0.5290203865088656,-1.1729942516536218,1.3785054634800935,0.032373154476631784,0.9984754009646368,1.111610400360156,1.1098516040592767,0.03181678326208058,8120157,0.02934317916828605,0.3190723263628473
0,2501.0,250,13,-0.5293303059123655,-2.3970717900180203,1.720927453672741,0.06697420560353731,1.1148021061747622,3.845141620912108,0.9833255162845904,0.034314678067107134,8120158,0.033845057649954664,1.1745328070056962
0,2501.0,250,11,-0.8543745629055061,-2.3105962099881507,2.656576335614341,0.09858351932789107,1.7373978581246896,3.8325554414656984,4.431349620992406,0.02837155071900505,8120159,0.05483223215442415,1.3254316527155183
0,2501.0,250,21,0.19623869834676647,-1.8553601631833367,1.30433847273486,0.15109160114828016,0.3854333476039621,1.6443316559178769,1.1705533986874757,0.02815779246016324,8120160,0.04016064257028112,0.31692380650386204
0,2501.0,250,7,-0.4241183301843312,-0.2641278187844842,1.3066183928819526,0.0523403963526686,0.8409841371323953,2.2249991895097603,0.7872340705177384,0.032193289286176964,8120161,0.0441443192123332,0.21647351769956955
0,2501.0,250,19,-0.6213678882850316,-1.7472058444088658,1.5422492423935852,0.031107401447339093,1.1339960151031252,4.779127165558902,0.7818045349213949,0.035313296195534825,8120162,0.037116206762534014,0.9645328158429096
0,2501.0,250,11,-0.2830843603737132,0.2523487190495646,1.420969263078585,0.08886208894972407,0.7909181833611906,3.2265378141748453,0.2051174002366748,0.03423910696549639,8120163,0.029553698665630262,0.3548150016611023
0,2501.0,250,12,-0.6134175843877524,-2.356251271886407,1.7842079986781276,0.057291275635308864,1.2030079921620789,2.8534558842636097,3.333001856879838,0.02317657727684933,8120164,0.04469490866692576,2.250958366661957
0,2501.0,250,20,-1.6604371526568975,-2.5950864008431593,3.553315461693093,0.03170773928485002,2.8011669283236085,5.2185821291471415,-2.365673419353916,0.041399468843114386,8120165,0.05240316103122166,-4.053005108387279
0,2501.0,250,17,0.07269491289629627,0.1933801796093996,0.6011124220449344,0.06948818200856206,0.18846869074064854,3.8792813480630186,0.7731567971535235,0.03529170445221747,8120166,0.051723021116724964,0.5336831675509679
0,2501.0,250,11,-1.8758552026247404,0.2523487190495646,3.4759776203968094,-0.028479683361390718,2.8764513195283814,4.088659680782839,1.777811598941441,0.03184782139309928,8120167,0.031156885606943907,2.063789776656745
0,2501.0,250,14,-0.6448752108144473,-1.3732426659144192,1.7415495296113583,0.046013195786440864,1.2190941410817744,4.043112378018498,1.2947451606721403,0.02986138100790258,8120168,0.030573908537375308,2.012249466512821
0,2501.0,250,13,0.352004947929095,5.4772586548536655,-0.2665300586344936,0.04277549627963153,-0.3878374680630296,-0.9746651106779084,-2.847642773837197,0.03945274184294783,8120169,0.043367016452908407,1.7129537377985498
0,2501.0,250,8,-0.3010019433380442,-0.5065713299685085,0.6868582950509156,0.008433995314428896,0.5065228811948275,2.431331050417977,2.9077922307149686,0.03901088223863194,8120170,0.06752817722502914,-3.797462372707336
0,2501.0,250,18,-0.4763173393734364,-0.821544625794685,2.5350751485475023,0.14894663367958325,1.424320727352664,2.275115359958744,0.9748723327948391,0.033373965068485084,8120171,0.034006995724834815,1.1792352467578948
0,2501.0,250,11,-0.9215766945923451,-2.3105962099881507,2.141393526023194,0.03108119289921013,1.5857972175781552,3.4875278464912265,0.5979556901777477,0.03435786155374185,8120172,0.046071382303407175,1.1127676308722318
0,2501.0,250,16,0.14773179842297635,-1.5450791905361414,0.83143114794279,0.10616174596945784,0.2216612234762762,3.0218186383186207,1.6806896940580591,0.02837155071900505,8120173,0.03831454851664723,0.1636527475007503
0,2501.0,250,12,-0.8245653697419713,0.0395360307538328,1.98010450262092,0.03455292155746533,1.4496064397460553,1.0301705183715346,0.9785136366584876,0.03271868837356595,8120174,0.03412575031308028,0.6003397734850634
0,2501.0,250,10,-0.050082770244073184,-0.8809206284569867,1.2592612752094683,0.12372943412692484,0.5378365152741144,2.1882782873808315,1.521631214699196,0.027780476745692447,8120175,0.042460163233579484,0.3588526305079297
0,2501.0,250,19,-0.9149901223712048,-1.7472058444088665,3.15110929517908,0.12634405692497824,2.033487751557881,1.4844688895766065,2.1804664817148742,0.031189273221919937,8120176,0.03348879388521829,0.5421597631790682
0,2501.0,250,17,-0.21086772915394056,0.19338017960939927,0.6310970150556869,0.020624197011948557,0.4272543511542335,3.1566639936058296,1.064114865685334,0.03700285011011789,8120177,0.042751651768363784,1.044699862455705
0,2501.0,250,12,-1.230623269331052,-1.1583576205662869,2.6639718854420362,0.02200385054405755,2.0468370549885,4.583171195674303,6.391791400879699,0.02750518201839617,8120178,0.03601502785334888,1.0829804679501402
0,2501.0,250,16,-0.7580546398236302,-1.5450791905361418,2.5562619267976308,0.10184754785927233,1.6492640624702375,3.1422416973704577,0.5617061977979904,0.042356522865656165,8120179,0.05716414043269854,1.1162230153423716
0,2501.0,250,23,-1.6955128200846925,-1.2446198729288072,4.0130333091826005,0.06785649773042582,3.036363730852128,4.780555943979162,2.7171771814707295,0.036669977400641984,8120180,0.04908343049617826,-1.0495002593567846
0,2501.0,250,13,-0.8305172556285505,0.9776412577841304,1.7212165857143196,0.007721156807449395,1.3549333698544097,4.242024452228338,3.0871363587742686,0.025432374659930042,8120181,0.030638683767327375,0.4594652608874564
0,2501.0,250,14,-0.8422820341004108,-2.4338026261574925,2.0681849602584297,0.039928696227875024,1.5087079095274605,4.042621929963143,-0.056662305164060636,0.03284104158569763,8120182,0.03617696592822904,1.5801031647362422
0,2501.0,250,12,0.6839510490879652,1.2374296820739528,-0.18688030179930015,0.11909896661666365,-0.6195086595132521,4.72985831489979e-06,1.0661708260751377,0.03384100919808265,8120183,0.027626635574556288,0.6804592652013036
0,2501.0,250,20,-0.19361069103164136,2.1544474118857218,0.9915428143648216,0.056011781376988576,0.5659204418523783,4.37275350799666,3.892351800352335,0.026622619510299258,8120184,0.043367016452908407,-0.8795503825046517
0,2501.0,250,15,-0.4313751514113798,-1.4636660782230697,1.932235222555908,0.10439069820684074,1.1299373010831444,3.4074213334170693,1.605273319400437,0.025337910782916608,8120185,0.0398367664205208,-0.22411474435480394
0,2501.0,250,17,-0.2334241881341096,1.0994680023857826,1.526006115777576,0.10024471035760103,0.8122962285711396,2.3632465146298323,1.208723853094919,0.03161031221660837,8120186,0.03141598652675217,0.43603751350016456
0,2501.0,250,9,-0.6396250823064443,-2.2007292414680393,1.6254403978506249,0.036531514079583084,1.1464301787899551,1.8315844340729168,1.193332616115402,0.02562323024818167,8120187,0.050557066977587765,0.9120831963628052
0,2501.0,250,21,-0.2824591280634916,1.94311728992564,1.3718506888652984,0.0744187749313959,0.7965439385969215,4.119031350835182,1.324172740483537,0.030114004404715636,8120188,0.03616077212074103,-0.3572964881365577
0,2501.0,250,13,-0.5794794305740587,-1.2721674407506367,2.091522447966324,0.09396230863441744,1.3039964351344844,3.756682898960561,1.9707760061389985,0.028911344301938938,8120189,0.04879194196139396,0.47284258861610395
0,2501.0,250,21,-1.2080506930372252,-1.8553601631833359,2.5870949871004325,0.02361052941842279,2.0425643100632382,5.172052627574272,0.918481246239328,0.03989506412747765,8120190,0.03256574685840135,4.4258761624452285
0,2501.0,250,9,-1.2361626443984302,-2.2007292414680384,2.2517203978127567,-0.027504340172186108,1.866290705676357,1.7578478816806693,1.0694769062402414,0.03687006088871615,8120191,0.03875178131882368,0.2789079547548557
0,2501.0,250,9,-1.923828348545289,-2.2007292414680393,3.807954544806744,-0.009323146822393637,3.0237135136113547,4.40307712920033,5.497229809212898,0.026752169970203396,8120192,0.030930172302111675,6.3095928794946925
0,2501.0,250,20,-1.1466286923545068,-2.5950864008431593,3.075869687843779,0.07827819323302593,2.1922731330702425,4.126101269927373,1.3014315867145492,0.032063738826272836,8120193,0.045763699961134864,-0.7334487916972929
0,2501.0,250,17,-2.1693632971067114,-2.5248832887197503,4.436782315737896,0.0198288634768866,3.55236168181703,5.221178391211992,1.60380131620233,0.04035496826013732,8120194,0.029084078248477783,-0.5699941028271407
0,2501.0,250,12,-0.6777102464360307,-1.158357620566287,1.560139345248867,0.02156627397073817,1.1644769847270815,3.954843333279868,3.1191956098259723,0.034175411322710195,8120195,0.03258194066588936,0.013372269607844505
0,2501.0,250,15,-1.5436192860808229,-1.4636660782230697,3.167102561581553,0.013313811883879206,2.5195294300590647,4.970205119057632,5.119543544894063,0.02903954527788574,8120196,0.031092110376991836,5.580460513656547
0,2501.0,250,23,-1.3529630018003893,-1.2446198729288072,3.0252861576028565,0.03849543629342375,2.348885929779281,5.2682098634798695,1.975953828282928,0.04119704624951418,8120197,0.04676771602539189,0.5049795573780383
0,2501.0,250,9,0.004928269737511254,-2.2007292414680393,0.5331528644353808,0.059892233441816475,0.20543602599727384,2.128149513146564,1.1803568237181872,0.033320378287342925,8120198,0.02843632594895712,4.873471558408137
0,2501.0,250,10,-1.2703184132532073,0.4973207385797262,2.6361299359850365,0.008758099373301607,2.05264129799309,4.25548610476619,4.319151645990757,0.028322969296541007,8120199,0.030638683767327375,-0.6185864792549258
0,2501.0,250,11,-1.7384028499192652,-1.0291237454692927,3.6066569329231672,0.013657925073551621,2.81908891499726,4.712007450521254,1.4883266938377284,0.037673273740121783,8120200,0.03656561730794145,1.4946300968969557
0,2501.0,250,16,-0.9065798867178576,-0.5928903682049141,2.25832242669534,0.04609929432254695,1.6461402050544958,3.668838956247438,1.0339012301883104,0.03148076175670424,8120201,0.05094571835730017,0.4677220565556029
0,2501.0,250,18,-0.6137062402739497,-1.6858798410735367,1.7754876419283083,0.054035401969419146,1.2213882643565748,4.399791302460889,1.9371417386741157,0.03366152783175714,8120202,0.06684803731053245,1.3974909000053366
0,2501.0,250,14,-0.2308812447205176,-0.3126827056713456,0.8279175869929638,0.036440427334342766,0.5191942006713663,3.0906188303404,0.057964572333932665,0.03421427646068144,8120203,0.04317269076305221,0.6250752823441561
0,2501.0,250,12,-0.9880258825835604,0.039536030753832926,2.1168856764937454,0.015440201944267578,1.634555275434038,4.161617413894882,5.6079007348305785,0.02425832361704884,8120204,0.04158569762922658,0.6546595621656595
0,2501.0,250,14,-0.7231184619574033,-0.31268270567134593,1.9281399341829588,0.049181928598122766,1.3570054593892442,4.1468779162406095,1.5015246256187695,0.03468065811633631,8120205,0.04942350045342661,1.5518334125562494
0,2501.0,250,10,0.15513247217658738,-0.8809206284569866,0.7641128425603274,0.1149145868095197,0.17883653786672726,1.4565388597714408,0.9343005204366416,0.026562471082486626,8120206,0.07350369218810726,0.09987427706359933
0,2501.0,250,13,0.13818632027465094,2.1025456070515136,0.6837023960141176,0.09519884398905556,0.1651921088961582,1.3766727495257882,0.6584166736793394,0.030113284679938387,8120207,0.02535950252623397,2.413027976863724
0,2501.0,250,17,-1.0950390669120589,-1.618795465943367,2.635406945920072,0.0470445233479101,1.9554825778011795,4.485321452896822,4.0132190029642745,0.02982899339292655,8120208,0.05523707734162457,0.5403449438372269
0,2501.0,250,6,-1.4446936164584014,-1.9642299758823032,3.122263472739463,0.016670093339154157,2.3387776563835545,3.6499554757770873,0.7334181904530465,0.0394481150408084,8120209,0.03517294986397202,0.6061079886561309
0,2501.0,250,22,-0.8995128239337695,-1.172994251653622,2.397983780255993,0.059862319747799125,1.7202944254042838,3.279952918297892,1.1998512551243214,0.032436196398497215,8120210,0.03675994299779764,0.6357908070424799
0,2501.0,250,21,-0.27264007581243044,1.1834217993038445,1.5615976043381927,0.09316160604847228,0.8676000901265689,2.8908758432851145,1.1879792806821412,0.038400915489916664,8120211,0.027464697499676127,1.4649500060517642
0,2501.0,250,6,-0.4968142085190119,-1.9642299758823032,2.0209705869226924,0.12636584480229432,1.166655131049699,1.5593911322306853,0.8131857544730601,0.044866100346084806,8120212,0.0508809431273481,1.4907392803118564
0,2501.0,250,16,-0.9909461087391332,-1.5450791905361416,2.5829079176169243,0.061233779628439775,1.8460670796619656,4.218641636423722,1.1618638476748893,0.039338806840264286,8120213,0.031545536986656304,1.6736243954034549
0,2501.0,250,13,-0.8326905061146179,-0.14726309148325345,2.051224669671284,0.04011550743535188,1.4895524116142118,4.2270412067841585,5.943025630403754,0.029919678714859437,8120214,0.03598264023837285,-0.2074443771506045
0,2501.0,250,18,-0.29125793781682485,0.9071258047630172,1.2072618692363932,0.05936703193560326,0.7297772272392877,2.7152654513903265,1.1034742411920029,0.03456683878370625,8120215,0.04990931467806711,-0.4166325586805144
0,2501.0,250,18,-1.2192732514596232,-0.8215446257946852,2.6064435502588807,0.022179169743721687,2.047409134861784,1.2191351823889187,1.6144885775622682,0.02615839702897612,8120216,0.031205467029407963,0.3515123430028636
0,2501.0,250,19,-1.070074800496252,-1.7472058444088665,1.7558878041883847,-0.028794511242882136,1.5809995304754585,0.8024090689330057,0.9180258866586266,0.0393590490996243,8120217,0.03833074232413525,-0.3700071676794418
0,2501.0,250,12,-0.3503247343322751,1.2374296820739523,0.7679323438424942,0.007235641194530273,0.5865118732021357,0.4303019388024053,0.6911451515487207,0.034492809949475324,8120218,0.03839551755408732,-0.20709990387219054
0,2501.0,250,9,0.06511974594271867,2.274582229907494,0.3074581740074567,0.048433853446947235,0.06899187384233514,1.1085547122109732e-08,0.4516614502444354,0.035807747117502266,8120219,0.03763440860215054,1.997914872679572
0,2501.0,250,24,-1.608225271860972,-1.3111584109330634,3.3727526966856005,0.026452123870552447,2.7028443473831247,5.451257577516519,1.4698697072535458,0.02999740899080192,8120220,0.03902707604611996,0.3462724828085447
0,2501.0,250,12,-0.6548923510251576,0.03953603075383266,1.7883260587806575,0.04933675864175397,1.237685898853575,3.9576590294961,2.188696734513409,0.03304924768197213,8120221,0.04233061277367535,1.4486252497512586
0,2501.0,250,13,-1.6451209357213483,-1.2721674407506365,3.4070370956445086,0.015054099026814897,2.682932025052458,4.872313830175077,2.155489558687881,0.037780152869542685,8120222,0.023221919937815774,1.5777860657577614
0,2501.0,250,22,-0.15452969730884078,2.478558443419896,0.6306674715290375,0.02977226296481765,0.3867643633039186,3.3759763593500853,1.1147486740676216,0.03792589713693484,8120223,0.03758042924385715,1.5139855870713481
0,2501.0,250,21,-0.7043358497805939,-1.095664672561541,1.9453139997780404,0.05301844366061147,1.3726063099265626,4.900564146497053,3.7116658217941705,0.028803385585352163,8120224,0.056030573908537384,-0.5403544162599764
0,2501.0,250,18,-1.2233364033762901,-1.6858798410735367,2.8762549864564493,0.046402644618985925,2.161737283028595,4.92450326306366,2.47995252011279,0.03225158699313382,8120225,0.04697823552273611,-0.8372742398931048
0,2501.0,250,18,-1.3379058419279206,-2.5502150563523878,2.8899177310642306,0.027099884105575626,2.2589162089703843,4.399225069064936,0.21168416571674425,0.04396618732996502,8120226,0.03209612644124886,1.5848672253076368
0,2501.0,250,21,-1.8310403803048076,-1.8553601631833363,3.804853297722204,0.02532957242214158,3.0475013102682507,5.4891543875132,1.4859994017581135,0.029051690633501756,8120227,0.031869413136416634,-0.24899539633805706
0,2501.0,250,12,-0.6497442931970895,-1.1583576205662869,1.6831038501795583,0.03969444629396738,1.1914486899315797,4.174368667436794,1.130537440294239,0.029845187200414562,8120228,0.03766679621712657,2.0669814874873893
0,2501.0,250,10,-0.6360187570010671,1.8755621056164395,1.3542436923112755,0.008058208062692276,1.0413120933454505,3.471679736912926,5.407671812828072,0.031286436066848035,8120229,0.03520533747894805,0.6557353256253663
0,2501.0,250,18,-0.4702226114984371,-0.8215446257946853,1.9637391575708896,0.09720208620430487,1.1842316162023614,3.3767039016314735,0.903043636474112,0.03440490070882609,8120230,0.03604741546832491,0.8790556079088178
0,2501.0,250,5,-1.3600442461134383,-1.8543449981889188,3.3707855841584813,0.07256338632756483,2.3517695997092303,3.0339233603262827,-0.2014834722053964,0.044565358207021635,8120231,0.038638424666407566,0.8116019467117492
0,2501.0,250,15,-1.1318717454595528,0.5430819992150969,2.5242984384632066,0.0291812971831021,1.9296082432296648,4.675272641032282,3.2284636630978767,0.02777237984194844,8120232,0.034006995724834815,0.18777415790605767
0,2501.0,250,15,-1.3032415319192432,-1.4636660782230697,2.7038580656331765,0.014119582621730412,2.1393579985467848,4.870141236862466,0.4003313328754201,0.03407177095478689,8120233,0.037828734292006734,1.850809486518348
0,2501.0,250,10,-0.994693948894486,-0.8809206284569867,2.1386346184378087,0.014811213411004729,1.6367266900211173,3.9429443746709842,6.004523747843358,0.02743230988470009,8120234,0.02956989247311828,0.7108533715225458
0,2501.0,250,16,-0.3136997832444098,-1.5450791905361416,1.4132988234685715,0.07583478882393324,0.827689562130168,3.5850131924644972,4.5375422263804595,0.025100401606425703,8120235,0.02924601632335795,0.9990289579722064
0,2501.0,250,20,-0.18069198792220928,-1.0119084632668656,1.3852391111307818,0.09395227197226556,0.7188028666346086,2.7079444270685578,0.3689917873817624,0.03949669646327244,8120236,0.04733449928747247,-0.2399540599710861
0,2501.0,250,18,-1.6526284329942014,0.042790589484166135,3.29263545932042,0.00784848804270652,2.6762139497792443,4.358892560546195,0.8751996628660957,0.03347260007773028,8120237,0.03698665630262988,2.670301666214969
0,2501.0,250,14,-0.2780451142755223,-2.4338026261574925,1.3738887433937594,0.08069617467060705,0.7777779224978718,3.017075018414189,0.8959225977207261,0.03580450835600466,8120238,0.05246793626117373,-0.15472523717580855
0,2501.0,250,18,-1.6600966206720171,-1.6858798410735365,3.2642547174725496,0.003883152460920228,2.670497542370903,3.9465498111225896,2.5440903593945308,0.02481539059463661,8120239,0.039771991190568734,-1.1420182900871727
0,2501.0,250,19,-0.9880115022687102,-2.5735386685499315,2.2797230797908696,0.03367296032959384,1.7318289375029323,3.154956214198792,0.718582544716147,0.02438787407695297,8120240,0.03442803471952325,-0.5248059505606837
0,2501.0,250,22,-0.3523147759460224,0.28762682637578496,1.6589447104617399,0.08757728588976701,0.9740069594582078,3.0315414218224883,0.9052473135667888,0.03247937988513192,8120241,0.04495400958673403,0.0250824686314918
0,2501.0,250,18,-1.0510101187416254,-0.8215446257946851,2.3707056661624257,0.030582393852273886,1.8158946348239915,3.815227719775185,0.899227757233705,0.03540776007254826,8120242,0.043043140303148084,0.8585839731477412
0,2501.0,250,9,-0.9797389018083594,-2.2007292414680384,2.303243394671966,0.035389904264596116,1.6827968458817837,2.9566628133252513,1.4277936696620557,0.03353968870875206,8120243,0.0482413525068014,0.3518392119543632
0,2501.0,250,12,0.13709570326130946,-1.1583576205662869,2.054729909525649,0.23626009412291316,0.7136641977376239,1.3066445263102442,1.227023291961018,0.03265481279958544,8120244,0.04469490866692576,0.33917324457275233
0,2501.0,250,20,-0.8298436368210705,-1.0119084632668651,2.180159747546599,0.05248972368381821,1.5675639145635427,4.511196497189073,4.3476618578393165,0.02789113443019389,8120245,0.05098620287602021,1.3434291132644347
0,2501.0,250,16,-1.426660862432316,-1.5450791905361416,3.0085401452504783,0.02086355483931117,2.367751268090831,4.9736383206838815,2.0670519215780283,0.024355486461976942,8120246,0.034136546184738964,5.6395924588749615
0,2501.0,250,15,-0.945730967817958,-0.4602920395039866,2.3334236534590085,0.045941328530406327,1.7034717882783943,3.616452569804689,0.8723107019310973,0.02819341883663687,8120247,0.031545536986656304,0.4297970744101055
0,2501.0,250,23,-0.5045836847349475,-0.5414743867334507,2.1530468894260637,0.10498537400595973,1.3046756614830677,4.323800244406685,1.9161227690675016,0.034874264081415265,8120248,0.03713779850585137,0.2836839856233663
0,2501.0,250,20,0.11678092469763708,-1.0119084632668656,0.7383869398164774,0.08734149876283336,0.21270932252791466,2.441430786050719,2.5112673289177465,0.023448633242648013,8120249,0.040419743490089394,0.3975743056663905
