start,end,N,SS,ZngE,FerL,bsfs,FulD,TajD,FayH,btree,Colless,path,iColless,ibtree
0,100001.0,50,421,0.6229955978325473,-0.9486237761829456,-1.3253472870390073,0.5779614039754623,-0.4038221270758741,-0.14061579968062096,-1.19963326546123,0.19700558794946546,3030011,0.22645094073665495,-1.7151369120551894
0,100001.0,50,308,0.8843594979182176,-1.592876483232753,-4.158787381629417,1.2736319599687065,-0.9929225800601612,-0.2593613761463416,-2.2092573233186275,0.20464625850340126,3030012,0.2381880024737168,-2.0728246959910246
0,100001.0,50,364,0.8108958049493858,-1.3931964802583987,-4.218109764884804,1.548727113379983,-0.7950742208226217,-0.22108632853019508,-2.1413498276357816,0.2559045493197279,3030013,0.2615072002827105,-2.7232666340693696
0,100001.0,50,345,0.9799324451939402,-1.7962129514966219,-4.398870792955743,0.6997068922421509,-1.1525169871603564,-0.2941983800063563,-2.0824213493448807,0.20116179001721166,3030014,0.2183673469387755,-2.0083225993296128
0,100001.0,50,311,1.0190830972815854,-1.8780339625054712,-4.154877093065533,0.4218536240729299,-1.21645644544474,-0.30894370117896497,-2.0879257918082605,0.1850010412328197,3030015,0.2408765589569161,-2.3520136813411803
0,100001.0,50,330,0.7563779323708819,-1.1128759292969788,-1.4254787926770824,0.6118039376472746,-0.424463714004131,-0.16214838191200862,-1.2890714273398636,0.1946275037792896,3030016,0.21375747268604406,-1.4356983702672297
0,100001.0,50,432,1.0103077292215326,-1.5981201518333452,-3.0443691284664816,-0.0005814323052180644,-0.7562174112956168,-0.2421068911727701,-1.7324098560353247,0.2083429416964527,3030017,0.2120119787045253,-1.1946956361159835
0,100001.0,50,320,1.8714494867412712,-2.4947536633531366,-2.9328439339509607,0.04048445593232023,-0.6099425590406151,-0.3397881555178907,-2.1482151506215463,0.17943409247757086,3030018,0.2478414442700156,-1.9913511548006004
0,100001.0,50,358,1.1732579821811522,-1.6500057338824714,-1.769441977712009,-0.023541216465399323,-0.5287657413580984,-0.2330428039950953,-1.1154263237147966,0.1572037598823312,3030019,0.23396311649659865,-2.402176860167027
0,100001.0,50,252,1.1452373796636075,-1.9848568040369123,-4.233479398217171,0.7018865533788926,-1.1546773376995405,-0.3186900880223505,-1.7644230747025085,0.19560100826044716,3030020,0.2387481778425656,-1.9502465428188385
0,100001.0,50,356,0.6251237453366555,-0.994221742843196,-1.2969983545077195,0.4519551220936639,-0.4773472656311563,-0.1515329809462131,-0.7523300142018049,0.16170235699913768,3030021,0.18965621963070933,-1.1057882963551284
0,100001.0,50,249,1.0987369957479718,-1.8246206392288862,-4.331932553626781,1.164414057707707,-0.9719356562135216,-0.28675852142456465,-1.8165153370525704,0.18139482355442166,3030022,0.25923469387755105,-2.5309592656868727
0,100001.0,50,408,0.9955757600417404,-1.5489613387937164,-3.0633433845759246,0.011517317652162663,-0.7014180447593039,-0.2326424776101455,-1.9333451104542565,0.20530633637102652,3030023,0.1903462773998488,-1.7344398755705055
0,100001.0,50,409,0.24926544246413734,-0.67293936026549,-1.5631801277639346,0.1482716313199882,-0.6596423097830325,-0.12585414714510432,-0.9983749232139598,0.18754177971766747,3030024,0.22642716880566655,-2.0504560858028937
0,100001.0,50,440,0.8273815267456303,-1.294512625085278,-1.7338111794392017,0.10791471899294684,-0.5950857718289442,-0.19484472637840394,-1.4830628929877496,0.1710991868011572,3030025,0.2600255102040816,-2.5669956055780387
0,100001.0,50,320,0.9725822431739519,-1.6448081636957017,-2.5600555267574983,-0.3752955545087192,-0.9096812912841876,-0.2595442677998926,-1.8437044833046627,0.23689553340716116,3030026,0.28194849368318753,-2.3040732593050266
0,100001.0,50,346,1.3171612527364482,-1.7132126275480963,-1.5364908104213006,0.04692134707705843,-0.3569691393489293,-0.2286793812748943,-1.3219759646874407,0.17144911655937556,3030027,0.1819960861056752,-1.0264685888521017
0,100001.0,50,397,0.6540062899034988,-1.2323519571225872,-3.578775452623684,0.9607978362172176,-0.825580947035647,-0.20385202322416288,-1.4871953224852976,0.2297008547008549,3030028,0.2587641723356009,-2.456300698702944
0,100001.0,50,368,0.3260489756821942,-0.7861838196095945,-1.4396103348138427,-0.11228520232365044,-0.7037037356529111,-0.14256516063960845,-1.3162233223723718,0.19477995279744528,3030029,0.2892784773483861,-2.535954810303851
0,100001.0,50,362,0.6318702050240451,-1.5952059106833207,-5.079218526424307,2.065898622062361,-1.4856245101825285,-0.29338014284346503,-3.005777732178284,0.2446045319536264,3030030,0.3430639301175016,-3.0154367790181564
0,100001.0,50,458,0.8356181465034327,-0.9380897990598934,-0.6144225178882512,0.3625164769160698,0.025414113622758458,-0.10925657395662984,-0.9006737956273878,0.17404051172707885,3030031,0.1998458261809396,-1.5217499248588242
0,100001.0,50,385,0.6000794258693395,-0.6978440072673379,-0.1910938262974602,-1.0216323818306343,-0.0223499585529231,-0.08438202998712273,-0.4670417798875817,0.17801066372494953,3030032,0.198814729973622,-1.151687395821987
0,100001.0,50,353,0.4254786637013845,-0.8436919834614112,-3.3463643890750694,1.6991053969953038,-0.6087879268592309,-0.14285191421683294,-1.5660481270817812,0.17815702230259187,3030033,0.19413737717309146,-1.5277836897350978
0,100001.0,50,355,0.6425380582591562,-1.0653278589524218,-1.4771610422952328,-0.12097699400827965,-0.5644398625835815,-0.16608033464832705,-1.1864017508114293,0.16140418431523548,3030034,0.21151716500553705,-1.8854087806161224
0,100001.0,50,413,1.2940230215452222,-1.7968765446977562,-1.8927158230629244,-0.028471560211568887,-0.5442840954104273,-0.2510174753290803,-1.2619457170945534,0.1998529141386284,3030035,0.2818734235267141,-2.463432036612547
0,100001.0,50,397,0.07020370706736047,-1.0370501391722178,-5.156031104237181,2.7882466477373136,-1.6249699256959251,-0.23652721502836135,-2.5917650249574185,0.25275978654935,3030036,0.3239283665273338,-3.2690467512119263
0,100001.0,50,314,0.20596011127000405,-0.908705604224972,-4.147689173118015,1.422082944461196,-1.14647293250134,-0.1885093740225724,-2.091609221668409,0.1915624631355433,3030037,0.21078854076842016,-1.726153363068231
0,100001.0,50,341,0.6022236699330972,-1.2032909400030938,-4.0076997335934745,1.4837716851254374,-0.8773987369970192,-0.20448871799339727,-2.075712676585721,0.21726190476190468,3030038,0.2761503477795612,-2.714219112366408
0,100001.0,50,340,-0.020011527244864838,-0.486932466769255,-3.2194329421173165,1.8892765480919609,-0.8669180482598461,-0.11855597533082401,-1.6728940641506935,0.18853649567935293,3030039,0.22492962702322306,-1.9835086432777005
0,100001.0,50,277,0.11315465468248775,-0.6637883889577454,-2.8295260415581924,0.9825783473053604,-0.9112056303442094,-0.1431637707633613,-1.628609505879422,0.1888373531230676,3030040,0.2334933973589436,-2.1659860924690517
0,100001.0,50,375,0.4528361649602851,-0.9779237282299692,-2.6600826251729237,1.1308352599156883,-0.7835724531121963,-0.17087444492624032,-1.0904281786642611,0.16066800870007844,3030041,0.2500700280112045,-2.7452118688183864
0,100001.0,50,282,0.14804090355178892,-0.9267083099428064,-4.542804250920568,2.059193712982069,-1.29119041073527,-0.20114228143475205,-2.52255487392248,0.25275452061166337,3030042,0.2352010979830528,-1.9061192457319316
0,100001.0,50,308,0.361379827766768,-0.9719075432862624,-3.2126135138154206,1.0337175633960491,-0.9522252644619588,-0.1825017795019172,-1.9147732756654503,0.2281700680272109,3030043,0.22102200255102045,-2.191920616511704
0,100001.0,50,288,-0.04255866641085645,-0.5244570637441321,-3.998437328983644,1.8969921276700592,-0.9763482247869102,-0.13099932329916592,-1.950104494058282,0.2454184259910859,3030044,0.2711538461538461,-2.5712622152550337
0,100001.0,50,509,0.3104324009403166,-0.9990708020963176,-4.802083198526518,1.4526631899326696,-1.0932193811583109,-0.19431632841124147,-2.2138680026835496,0.20021772445241845,3030045,0.2135384456813028,-2.3198370596757885
0,100001.0,50,267,-0.4516032380645178,-0.3713610502960898,-4.711624505439283,3.518992262982335,-1.5129534151046955,-0.15048448065783668,-2.1840050169622307,0.21853741496598644,3030046,0.2931243926141885,-3.0053615752665968
0,100001.0,50,386,1.98711710774058,-2.698916976716572,-3.3215723332844336,-1.1809296952444803,-0.7331502997849481,-0.3715200692882962,-1.352242216223852,0.16473359530147486,3030047,0.233323180018276,-1.460763319524847
0,100001.0,50,281,-0.319963292590035,-0.3915712749009823,-4.29535385839678,2.3408950553569565,-1.2900696953439337,-0.1371662149171564,-2.0120140660545323,0.2286152742346938,3030048,0.27841996173469385,-3.2744924342526547
0,100001.0,50,381,0.323652233074839,-0.6500158396112908,-1.4314792304513932,0.8670826484868686,-0.47686302326949,-0.1104801104209175,-1.5043134121458508,0.18703639647949571,3030049,0.2061335403726708,-1.3153393585492146
0,100001.0,50,425,1.1686678330277311,-1.548604004227308,-2.5792143474004905,0.5764213822401549,-0.3656492269210132,-0.2090236895586074,-1.8442003009890258,0.19026822685595995,3030050,0.1972165012794109,-1.5134864684727096
0,100001.0,50,317,1.622957629654247,-2.6655119283162416,-5.0681409305636524,1.47090221285318,-1.3832872488849284,-0.4143152143896462,-2.3546174580443817,0.21968592631857956,3030051,0.2501927437641724,-1.6993507014305855
0,100001.0,50,419,0.3470630358569623,-0.9094014772135128,-2.6353362183661555,0.7731594814054995,-0.8715154570770922,-0.16863456820921635,-1.8373945417433217,0.21542543719058305,3030052,0.2001267488127327,-1.5642115832655863
0,100001.0,50,287,1.0098136434788922,-1.8010399877647378,-4.343677629996699,1.2459647726618963,-1.1039757918747832,-0.2923336193267875,-2.0889555540313824,0.22107593037214887,3030053,0.2842261904761905,-1.7430637402328972
0,100001.0,50,409,0.2919978150910381,-0.21499765915178654,0.3532525388934233,0.0034418108983580546,0.20052859509660848,-0.011485573984965237,-0.5105203617390123,0.15209750566893418,3030054,0.13868773315777927,-0.057600296114361516
0,100001.0,50,494,0.9434634196077132,-1.3561858840595158,-3.0405264935373633,1.5965942446089083,-0.4750706224854912,-0.19348313482545976,-1.6848628725635968,0.17534210215878254,3030055,0.23050483351235224,-1.8354071220035664
0,100001.0,50,364,0.8425532276453069,-1.5511148157058663,-4.491131124369057,1.7519890836178649,-1.0020529813734262,-0.2543151601623041,-2.027934818394006,0.26450515690147003,3030056,0.24198836160970405,-1.6260046649462525
0,100001.0,50,282,0.08433951824815193,-0.7635600958470221,-3.8863559217297663,1.7449910015047636,-1.1371242104408188,-0.17086370008098914,-2.064823246188229,0.2395333972515181,3030057,0.2383203281312525,-2.6615919381812407
0,100001.0,50,315,0.12459532365929285,-0.5922837913042936,-3.674742350456485,1.829501643791812,-0.7659776431488607,-0.12417225963860093,-1.1736415391390878,0.16852079177535687,3030058,0.17977980665950588,-1.3768608282864372
0,100001.0,50,370,0.8844289018672635,-1.5998442971589857,-4.558187414557518,1.8304246807664213,-1.0035670199507027,-0.2601449910332931,-1.9883691405218011,0.2046973961998592,3030059,0.2376515823720793,-2.287189106653474
0,100001.0,50,348,0.23694932514590936,-0.4693583060776218,-1.358917362520631,0.7078832189533508,-0.338225791075466,-0.079456799437918,-1.3768235356486207,0.16259868144788772,3030060,0.18834621227131626,-1.257816558961291
0,100001.0,50,348,1.3895179842846084,-1.8284949998911697,-2.3821786341098363,0.7928988780428323,-0.4125884675770003,-0.246252015849008,-1.4667669275746844,0.19890873015873028,3030061,0.2758356428991349,-2.119738262475509
0,100001.0,50,338,1.001866449892125,-1.4289895941555193,-3.781782343836809,1.5260181869909115,-0.4855439487936356,-0.20395770314223807,-1.2325773369032138,0.20264980992396955,3030062,0.18577502429543247,-2.033510512245564
0,100001.0,50,412,0.6083546920401735,-1.0993662871608665,-1.9049632698268242,0.15917623237743764,-0.6880797283234222,-0.17838024113977194,-1.3824589991777343,0.1833479105928086,3030063,0.19688031462585032,-1.98816075464828
0,100001.0,50,313,0.9236586667353897,-1.924865355409208,-5.049446221709653,1.862088589541235,-1.481540438082445,-0.333043627668758,-2.708330235459075,0.1959677419354837,3030064,0.26346629560915275,-2.5190011085765773
0,100001.0,50,364,0.7903612604979783,-1.5931573749019092,-4.544431028617663,1.304812749094523,-1.1747178027852958,-0.2713796174009103,-2.2844560490752923,0.2483221476510068,3030065,0.2695191713048856,-2.394249627652357
0,100001.0,50,268,0.7274490881160546,-1.2548457370417456,-4.293248176963672,1.78636013320276,-0.7230334326982889,-0.20072394391591156,-2.415349507746524,0.2398566569484937,3030066,0.23632653061224485,-2.2302796098903146
0,100001.0,50,423,0.9495154467072896,-1.4296757458305471,-2.709769622172848,0.6297122407513709,-0.5880835981224526,-0.21047614788404367,-1.7861149222243204,0.18745325355273,3030067,0.2651746265516515,-2.4469475505307936
0,100001.0,50,329,0.99092274086151,-1.6749710685581585,-4.206068041719439,1.0281322382724534,-0.9252517383927444,-0.26409809070963863,-2.1660439522408192,0.21843041852502595,3030068,0.2750850340136056,-2.154329332397481
0,100001.0,50,328,0.8573329390121617,-1.857732406648312,-5.1028146209786405,2.12317526407202,-1.4956037139582268,-0.3257724308721617,-2.196449103911298,0.20417542016806728,3030069,0.23483560090702946,-1.8105246590838031
0,100001.0,50,315,0.868850052887045,-1.3430407293728095,-2.2809587968233296,0.1401953601551799,-0.5976982212890934,-0.20183086492821134,-1.3116687925497317,0.18984468787515008,3030070,0.26492819349962204,-2.8545015762665487
0,100001.0,50,305,0.2699065055317785,-1.079885455742328,-4.529792790783575,1.8028709280960256,-1.3139669149608466,-0.22073208649649467,-2.336632401831501,0.1930404974489796,3030071,0.23674992385013705,-1.5970437036458025
0,100001.0,50,401,1.3450563566727,-2.079648517024054,-4.139967127757918,0.06916646116402822,-0.9255234785613304,-0.3112935898595046,-1.9883544407499487,0.189380837080595,3030072,0.2426395289298515,-1.9020247796901768
0,100001.0,50,387,0.2491591672647168,-0.7574923357288007,-2.2768874297594057,0.7262113858944441,-0.8037217879923553,-0.14604702560050128,-1.1428210454072218,0.20732635159326868,3030073,0.21597829608033686,-1.7535028309909981
0,100001.0,50,343,0.6397931373510176,-1.0525301159297658,-1.9933930609126083,0.6366799509379002,-0.5480906691362435,-0.1635082939518242,-1.4209804111743034,0.20625809847748636,3030074,0.19982993197278912,-1.2982430283698798
0,100001.0,50,307,1.3419591323844935,-1.8248392835298688,-2.5388039133250198,0.08499842056387956,-0.4984327468542039,-0.2524051540986583,-0.98344019483982,0.19485915171437712,3030075,0.1857214716872665,-0.7846647743554073
0,100001.0,50,332,1.1613049548072878,-1.3016310258578925,-0.8256946275695418,0.6774286384621221,0.04065967647133896,-0.15205346993425206,-0.8132686871104208,0.16339989233103322,3030076,0.21553128293570956,-1.6060056579790063
0,100001.0,50,429,0.7869441098108026,-1.2476506312311664,-1.6452207838893014,-0.28832706762587657,-0.5938777236254231,-0.1892746810666745,-1.5037620023681275,0.19684212482807295,3030077,0.2345069896090304,-2.116505346217967
0,100001.0,50,325,0.4794627770623438,-1.2833708023425203,-4.53650870009048,1.6270434958181592,-1.2523589737281553,-0.24042156157591696,-2.3448063218841253,0.27461336096938777,3030078,0.35976718273516295,-3.029821308739269
0,100001.0,50,315,0.8915227135125262,-1.4269683194455829,-3.2666206835468743,0.8909981528825723,-0.6964900785566415,-0.21874394606917474,-1.6397768270156563,0.16593537414965978,3030079,0.2077866861030125,-2.0131226776861904
0,100001.0,50,329,0.5884783648658691,-1.328870362262346,-4.318332764939544,0.9831884838790256,-1.1179412062084846,-0.23638529778458464,-1.8413676000638448,0.21802024903528694,3030080,0.2353316326530612,-1.9406445706844275
0,100001.0,50,352,1.2179235360909229,-2.059052096346214,-4.567644232479473,1.4610692137830001,-1.1374787408721179,-0.3242959488631959,-2.2293629430189617,0.2442703271784905,3030081,0.2314715359828141,-1.8572425000843915
0,100001.0,50,438,0.15253446206097074,-0.8899638600425502,-4.067548954831668,1.3072835131552492,-1.2147514285872494,-0.1901997985387256,-1.9739590941885743,0.17130404074197986,3030082,0.27597651964011405,-2.276151977251476
0,100001.0,50,384,0.78256837611228,-1.2223434822770654,-1.906813796342166,0.25641299106700105,-0.559569168316908,-0.1841737123829489,-1.1751019868363202,0.1649989453145598,3030083,0.2787239895958384,-2.7235313445552007
0,100001.0,50,320,-0.06994844752939662,-0.3876635972176124,-2.6381704962396144,1.0106378136280811,-0.7955633491894405,-0.10184354490402944,-1.370239405765939,0.17871315192743756,3030084,0.21268573218761186,-1.7898669292421276
0,100001.0,50,259,-0.2490543502957254,-0.5483133780389199,-4.6104181301437555,2.7594024829629293,-1.4208147562104014,-0.1652665940027618,-2.4929669299051715,0.2291447506837789,3030085,0.2426183239253148,-2.539864169725814
0,100001.0,50,210,0.8219061703540771,-0.6329809979271577,0.5879020127899903,-0.2576338918222468,0.5246940172346437,-0.03928300696074965,-0.8519050191407556,0.17392726321297747,3030086,0.16110675039246464,-0.9823350060176184
0,100001.0,50,336,1.0537760403290894,-2.0102317955514035,-4.749416460589747,1.0264244963608142,-1.3733537218811414,-0.3352366546139037,-2.414917079337966,0.2189875950380152,3030087,0.290945165945166,-3.262412656628553
0,100001.0,50,347,0.839194446553024,-1.0983868482879675,-1.2623949488850483,-0.005317198373451771,-0.23910049496424096,-0.14732096648120302,-0.6017581059739501,0.17067189194518395,3030088,0.16917767106842735,-0.8078417414933562
0,100001.0,50,382,0.7464271945896663,-1.5230082156557605,-4.7205604981748985,2.096202045384308,-1.1403529799082093,-0.26045918660763834,-1.5827403321960831,0.21798443303701845,3030089,0.2345059076262084,-2.0777178801022287
0,100001.0,50,463,0.5636824048377713,-1.4556249683599158,-5.175279218674783,2.147496737286889,-1.378298586388218,-0.2684347002607952,-1.9308343712095355,0.2231638418079096,3030090,0.2681066992014197,-2.004047280974369
0,100001.0,50,279,-0.4567305805964385,-0.2567160922245806,-4.091202642729146,1.3225479211705082,-1.326558519697029,-0.12362999006288188,-2.004270610719308,0.2181241655540721,3030091,0.23258174237436915,-1.9414433901467028
0,100001.0,50,357,0.4037441762037037,-0.8589392376633767,-1.512207288871255,0.5658182663079248,-0.6768199337640916,-0.14939543324111498,-1.1511055820388876,0.18500818048738488,3030092,0.19362332561890733,-1.2852619654409263
0,100001.0,50,460,1.3535704130803212,-1.9601794599058848,-3.540924647967712,0.5721362391348427,-0.7061437711332599,-0.2812642307108504,-1.7951269239298202,0.20813825530212085,3030093,0.22368460658599731,-1.5299455028793776
0,100001.0,50,354,1.0601303659648098,-1.6018615780364722,-1.4382081675571294,-0.7389153171714673,-0.6663839606101283,-0.2369868519444989,-1.2324775520738394,0.18737528344671212,3030094,0.2616815476190476,-2.6000373577586813
0,100001.0,50,309,1.4471935220674899,-2.4056858375457377,-4.715002575030899,1.115426861339885,-1.282732132619157,-0.376503241473303,-1.9938847222023917,0.2152318673948454,3030095,0.2478231292517007,-2.3872550296269197
0,100001.0,50,328,0.5474924782074153,-1.1599336596732863,-4.037195692555116,1.807617236710911,-0.9101561737497276,-0.2017500600156421,-1.69948217227606,0.22295016491445066,3030096,0.2738095238095237,-2.4356373697726847
0,100001.0,50,354,1.3415063957801816,-1.646255538124199,-1.6582426837341524,0.05514269033801664,-0.1959877497598271,-0.2093732130377316,-0.6018572757692607,0.17253127057274548,3030097,0.16712726757369614,-1.2680755528139709
0,100001.0,50,375,0.951421289904762,-1.6872875367478677,-4.360521952547772,1.1703032659147647,-1.0221847408094735,-0.27177611088178893,-2.1834735951210082,0.24056021218011014,3030098,0.2818027210884354,-2.938530284659497
0,100001.0,50,406,0.4229945211411593,-1.0438091654339623,-3.088091098757247,0.9031466313041778,-0.9528243636382688,-0.19031921964472906,-1.7719201504044169,0.25193088285037746,3030099,0.3100292003593891,-2.5044043267055334
0,100001.0,50,315,0.4252545189102392,-1.2450914475286936,-4.529190602680457,1.8295016437918123,-1.2928803173307626,-0.23882085659288024,-1.976244196266064,0.2294640078253524,3030100,0.2811147186147185,-2.2506571736826144
0,100001.0,50,370,1.401412522334171,-1.8876994792500987,-2.125922939878772,-0.08946462291309001,-0.4902904918241392,-0.2584562120543767,-1.139946431740954,0.18050898931000972,3030101,0.2015796703296704,-1.6940764280433729
0,100001.0,50,323,1.1602809201004134,-1.8441041905008029,-3.9587476156051866,0.4673119575203804,-0.8841783690992362,-0.2814467940724168,-2.261137368714839,0.1937224214009929,3030102,0.2510659193254766,-1.7005289918526132
0,100001.0,50,344,0.8044689447462134,-1.3816398488665045,-2.383536434556602,0.15230285087585568,-0.7881173150396227,-0.21942540926965468,-1.405020821071829,0.20182938040080897,3030103,0.2420804142552544,-1.5525242987520866
0,100001.0,50,274,0.7555830085423735,-1.1829311809036227,-3.690430983278514,1.945158341361117,-0.5455522186942307,-0.17959794506579754,-1.9112549528954248,0.18256971662837307,3030104,0.1994674919147986,-1.5170926812897447
0,100001.0,50,403,0.8555392515097405,-1.3221227103923079,-2.9032000192461203,1.0812995821237659,-0.5875579502154378,-0.19783004604637466,-1.4062514823299537,0.21320734997909765,3030105,0.18824297395725967,-1.6103880212497612
0,100001.0,50,445,0.6465469887465993,-1.1741779305505795,-2.408105037687964,0.3360686782863148,-0.7408435607764537,-0.19074082526459485,-1.7053558644549682,0.2601343816215011,3030106,0.2533427163969035,-1.9438759041876503
0,100001.0,50,364,0.1965706834447625,-0.8535363938943306,-4.015493318628066,1.1422031729042164,-1.0693202489117424,-0.1761471407071558,-1.5038056121084566,0.21286696496780527,3030107,0.21121813211265825,-1.733293662172104
0,100001.0,50,333,1.3251055606198203,-2.341661142003396,-4.938297872270918,1.0652116607869544,-1.4103985748434165,-0.3773166728511868,-2.590043477486252,0.2301887100994243,3030108,0.30893160835762884,-2.8514782143274884
0,100001.0,50,317,0.2161307031613747,-0.9747574891227092,-4.2379482990800375,0.6315354884193349,-1.2390151452294056,-0.20282550506118646,-1.874440703814126,0.16170532961385994,3030109,0.2361909552553415,-2.1325567803752734
0,100001.0,50,346,0.9394880864374014,-1.8254050737403096,-4.947498577962182,1.7569908048558025,-1.2806160428095874,-0.30661429848448624,-2.5621667066116167,0.2110868156786524,3030110,0.2876468769325912,-2.8484914417244465
0,100001.0,50,412,0.34091620084913243,-0.6161014627072371,-1.1549854802449937,0.590521478006815,-0.3856392217450554,-0.09996900197319453,-1.3144540817237704,0.16132756132756124,3030111,0.19230769230769235,-0.9582136593896856
0,100001.0,50,348,1.2804308032024347,-1.7942885052320987,-2.7902587099003706,0.28280492350594233,-0.5661024577042928,-0.2529203301922587,-1.4826172718806545,0.1720294784580498,3030112,0.18191792846170726,-1.9030576474797332
0,100001.0,50,293,0.3057646397827281,-0.853176113882284,-2.943918050680831,0.9517621896898448,-0.8585976568660652,-0.1619361398391958,-1.888964976133939,0.2114443338310934,3030113,0.2369614512471655,-2.0306980058928543
0,100001.0,50,382,-0.023901594693538728,-0.327778409635172,-1.8290379017263372,1.3212103711953411,-0.6031097719724783,-0.08104923329482401,-0.7617904026796434,0.16179904394190125,3030114,0.2081168831168831,-1.9388017078141704
0,100001.0,50,329,-0.06620227495802597,-0.8166421796083184,-4.920158149099045,2.6011636420424162,-1.5178122095831508,-0.20339485552145067,-1.849967846147672,0.19345238095238093,3030115,0.21075551432694292,-1.4806872516688327
0,100001.0,50,357,1.2801596389585033,-2.1490846457225303,-4.519082146180083,-0.13872680628940046,-1.169713915164832,-0.3371757475879427,-2.3647317203437432,0.196329365079365,3030116,0.2559214594928882,-2.424386320609039
0,100001.0,50,345,0.8699158090250605,-1.319200239031407,-1.6978361585203523,0.013711010904135163,-0.5549305750192702,-0.1956818697686048,-1.2323594911383655,0.20464852607709755,3030117,0.1930381126809698,-1.5168516986952671
0,100001.0,50,399,0.5891887389458038,-1.1157724331916832,-2.474049986350135,0.6426436647713494,-0.7531743766693768,-0.184952465317895,-1.1814229226520718,0.1929940807491829,3030118,0.21763754045307426,-1.863304219631984
0,100001.0,50,325,1.1659310545732902,-1.5789096200831518,-1.2949273094521254,-0.1471675441325106,-0.4219799291798146,-0.21750199636731787,-1.2189238769892758,0.17366140004388858,3030119,0.22756519274376416,-2.279282979079896
0,100001.0,50,376,1.3849804384283602,-1.2730516909291243,0.20777669235844315,-0.7309971268380459,0.5220553917137241,-0.11466391305370215,0.15354570373805831,0.1475119268486615,3030120,0.1868719078540507,-1.4324740476092668
0,100001.0,50,353,1.3266188779546475,-1.7199956349247103,-1.7799600132667186,0.5675335791754935,-0.3502113645287056,-0.2289324166144905,-1.1443492289139021,0.18619024791124508,3030121,0.2291836734693878,-1.9465223572683281
0,100001.0,50,326,0.8737110717101382,-1.7446289207722936,-4.6276868650873215,0.7049283491282813,-1.2714379770097055,-0.2966556159494679,-2.550550931431653,0.23902338713263105,3030122,0.2483639025230345,-2.188355995544357
0,100001.0,50,329,0.13313050282385272,-0.16781118827547256,-0.1988220731565037,0.35397592237104103,-0.026963670989741024,-0.02186014677193036,-0.5275624476507697,0.16097840651412088,3030123,0.17356257571521758,-1.1938095533272146
0,100001.0,50,412,-0.0757726664456906,-0.5758250725016731,-3.1698943643063395,0.23106710664900065,-1.124207917832908,-0.1467731181807167,-1.481834705136336,0.1926970256187582,3030124,0.2265745007680491,-2.6964880844370622
0,100001.0,50,362,0.663699162898554,-1.2885501363797618,-3.074912604247502,1.0440132080577036,-0.9027243861907774,-0.21619792290258333,-2.154552378658252,0.2558710984393756,3030125,0.2583907056798624,-1.83204691136258
