start,end,N,SS,bsfs,ZngE,FayH,FerL,TajD,FulD,Colless,btree,path,iColless,ibtree
0,100001.0,50,421,-2.779413661981444,0.21358294284896492,-0.13789653236221078,-0.7036296553628328,-0.7806822556251101,0.7890513250878601,0.16692717549447514,-0.9165150418823304,3090000,0.1821995464852608,-1.2756140527862798
0,100001.0,50,431,0.255607645546292,0.8248214599451318,-0.050818570579494016,-0.6849276232132662,0.4343130067361267,-0.1304243875717702,0.1219557823129252,0.02240885531836768,3090001,0.13602728325372704,0.0913724132995926
0,100001.0,50,305,-2.3447950478198547,-0.3669574381412441,-0.04580354181075954,0.017363129921449755,-0.6837489794338658,1.9966746110433211,0.18007507881201265,-1.5789728467985966,3090002,0.20666008338819386,-1.7140768305923662
0,100001.0,50,470,-2.444740090607834,-0.15551994057967206,-0.08197289699954456,-0.2577350564876928,-0.7378116045369657,1.215216228707802,0.15225500577589526,-0.8635434160737475,3090003,0.1868904904619189,-1.3784560599333562
0,100001.0,50,401,0.0384686735270794,-0.13243389967341965,0.005474293420504253,0.09862477097943713,-0.08908446109295301,0.43841861309698493,0.11577820783485805,0.03080924315145628,3090004,0.15238572064339753,-0.9475268230449256
0,100001.0,50,365,-0.12261468788625265,0.3804498314957861,-0.057983988384158115,-0.4611314229403454,-0.04585890822283342,-0.08616903379879694,0.14029568882767826,-0.16838986975512046,3090005,0.16589888382537482,-0.7833047959762012
0,100001.0,50,435,-0.3708414377035869,0.9261216777123946,-0.11431003403687645,-1.010739045602371,0.07749249997521472,-0.5000694350523173,0.12031584062196313,0.5352744417346743,3090006,0.1392668178382465,-0.30739301496639765
0,100001.0,50,414,-1.1636022600993652,-0.08580440072689764,-0.04789105923853098,-0.15306318080763545,-0.4259716358311831,1.2514686488674414,0.12823821389020718,0.08151343024903374,3090007,0.14505952380952386,-0.5386476689044131
0,100001.0,50,394,-0.256576247120516,0.8858314541610798,-0.10873330983649494,-0.9636075004366804,0.07992402382600627,-0.3972273349885208,0.1632027043946413,-0.3523857839747128,3090008,0.16959256821007973,-0.8508309172423371
0,100001.0,50,445,-0.06554969185523286,0.014459774235977831,-0.0039687082914299475,-0.025005314824515224,-0.014440135881406425,-0.19665253431351007,0.12146683673469386,-0.12223491324399433,3090009,0.1490486819727891,-0.6592885682756625
0,100001.0,50,400,-0.6405377470574255,0.06760202813820149,-0.05325888690259141,-0.2630863151398887,-0.3157506136117746,0.3737012461941129,0.15073203194321202,-0.4034518542469975,3090010,0.1643990929705216,-0.7485127693131192
0,100001.0,50,408,-1.3265529292958314,0.2643157944705838,-0.11019601880110537,-0.6154731429998029,-0.5329469920341937,0.5559519982402572,0.14093421459492894,-0.6290955891833109,3090011,0.14693530473413854,-0.7543791143498089
0,100001.0,50,488,-1.064163772026957,1.1757335415571226,-0.17227042425792902,-1.3988144595673493,-0.09829395684614503,-0.5304849831490004,0.1591350826044703,-1.195742725862178,3090012,0.16661979752530942,-1.055402876463143
0,100001.0,50,338,-1.4531748688277415,-8.694119591688321e-05,-0.060103960539857886,-0.2525698874545475,-0.42971484839177376,0.4321178672167485,0.1654856386999244,-1.3024896181816363,3090013,0.1560750882631534,-0.7833658614573252
0,100001.0,50,392,0.182349336198518,1.01102488822407,-0.08978305874350638,-0.9551321522679984,0.3369180879996034,-0.4957548019989328,0.16895826127061012,0.06642638666207784,3090014,0.14213875205254514,-0.3124296200484082
0,100001.0,50,466,0.039054922004365375,0.13549217203784927,0.002499881920663708,-0.06670262470834752,0.1489422351716663,0.872230112540732,0.11674263614075076,0.046724274480000265,3090015,0.13330478176672125,-0.2372094546968157
0,100001.0,50,417,-0.3900808719819056,-0.004842979583320315,-0.03486391616211693,-0.14431161854355715,-0.2543229702873063,0.011257713411008749,0.14289202860631442,-0.2724243857902816,3090016,0.1717068645640075,-1.0904789495388298
0,100001.0,50,367,-0.3421377341754219,-0.029644998897974995,-0.03096894695108804,-0.11344881074097547,-0.2502687470880209,0.017340234430113555,0.12947132495382255,-0.2252737268024909,3090017,0.1580504650839928,-0.994354351628604
0,100001.0,50,415,-0.3724257311849132,0.2507286205734645,-0.0438450910265937,-0.3279624648742907,-0.07117555959000474,0.4911088017050708,0.13321995464852598,-0.2516479464185121,3090018,0.17345027898799972,-1.2703777090089023
0,100001.0,50,452,-0.6575579336719467,0.4587825089554153,-0.08746705406870471,-0.6310744824543314,-0.18283658494427932,0.4110190376415316,0.1463950865320221,-0.4398941973670101,3090019,0.15245976439356226,-0.6800549332690079
0,100001.0,50,380,-1.3558625541480984,1.1618660363841973,-0.2149119801179558,-1.568080631982808,-0.4117073683776349,-0.3295103520863516,0.14508110936682372,-1.3372246784859736,3090020,0.1830193615907901,-1.339541278346943
0,100001.0,50,423,-2.0553493122264257,0.4910678549923098,-0.18318865458000555,-1.0530501943079806,-0.8364564367482457,0.34958175179605144,0.19163154392191648,-1.2916724698460242,3090021,0.1962868480725624,-1.2975917146258709
