start,end,N,SS,bsfs,ZngE,TajD,FayH,FerL,FulD,btree,Colless,path,iColless,ibtree
0,100001.0,50,522,0.23703236273001566,0.3174603265405613,0.2939307744935883,-0.0017786903942788614,-0.1885244058483589,-0.3982902521638399,0.7926775814175052,0.10307017543859642,3110000,0.1193930697278912,0.3969920459225542
0,100001.0,50,369,0.4378411031555497,0.0010893373924712,0.20397276635459996,0.02836609500141433,0.1187964904102502,0.07962983622054058,0.25276036263670243,0.13373933388384254,3110001,0.13389068498686604,0.02457156178511975
0,100001.0,50,356,-1.1615827227657471,0.22374805065488654,-0.3387593474851321,-0.07771627618373499,-0.4546363302882726,0.8675492462769682,-0.6056575829667031,0.1684840602907828,3110002,0.1907012805122048,-0.6310225517813989
0,100001.0,50,408,-1.4737469997922263,0.16487667781341825,-0.38367559498370013,-0.07589478677888792,-0.4141010680069044,0.4470650621226376,-0.7834583396886378,0.14385595508044488,3110003,0.15318692694469088,-0.922292057039673
0,100001.0,50,417,0.3170211948960484,0.1958044905821825,0.19455477480191946,0.0006964684761770117,-0.10874737852781773,-0.3083958933328693,0.0092378370710346,0.13169642857142866,3110004,0.15137902987281868,-1.1891754411372069
0,100001.0,50,421,-0.031703051035692785,-0.03562476018452018,-0.039254037470325805,-0.0006657793139470353,0.017510657723913543,0.19096321526939916,0.29558131443441105,0.11114094760711304,3110005,0.10625386518243664,0.35255742913805804
0,100001.0,50,338,0.4024994230370706,0.3136560398518538,0.2954919497265881,-0.001249250925753613,-0.1842483673449613,-0.3117343502296821,0.2954725283298682,0.11874936541780895,3110006,0.11447254958321355,0.5591292260149189
0,100001.0,50,482,-0.4058493193016447,0.6606376647001724,0.04500479942959493,-0.082830217290362,-0.7268775511234671,-0.2500207280758439,-0.2550423563169063,0.13873319280763938,3110007,0.15088620482206494,-0.5346771697201256
0,100001.0,50,460,0.12246841701768532,0.17961245893246866,0.17334927273688594,-5.138452904727835e-05,-0.10264575441369414,0.08890552774190763,0.4487894462123174,0.11779402482642536,3110008,0.1223172367538565,-0.25935975742046324
0,100001.0,50,396,-0.3247619712630444,-0.569309287989687,-0.3811192157404381,0.02380292491856641,0.42509650201637866,0.8967416241085953,-0.057289438214790836,0.14627100840336135,3110009,0.13529112432374524,-0.5320569642659718
0,100001.0,50,455,0.742674728773677,-0.1266499590656558,0.17211578127180607,0.041121971022487866,0.2459296541384378,0.7448503014672528,0.6956719808029859,0.11178446988551534,3110010,0.13281026696392845,-0.41115238324408493
0,100001.0,50,381,0.4992036884024433,-0.2580373462456953,0.0358064543579769,0.0399529694027983,0.31550446803593524,0.24547288903754205,0.4980829166480454,0.11394071914480075,3110011,0.12343358395989973,0.32287551592618674
0,100001.0,50,414,-0.4569991485546301,0.6553953475176842,0.039893147111561965,-0.08305684979845385,-0.7241752828523189,-0.7160383874747793,-0.1195026217633773,0.1287446903644086,3110012,0.13162109503995773,-0.4958435600700669
0,100001.0,50,407,0.9277497295705676,-0.0663714430110155,0.33568530245440553,0.05586831855697733,0.2734499699604525,0.5653962539738119,0.8570448480500706,0.10525321239606958,3110013,0.12184271856890902,0.19280671382667625
0,100001.0,50,439,0.8085958212427323,-0.20432377687353334,0.18455986467869973,0.05336834079107651,0.34184540443124883,0.21690236056911472,0.21352895387203405,0.12124191139870588,3110014,0.13380440671843954,-0.3928627246266148
0,100001.0,50,474,0.3711380417815642,-0.3743746035720158,0.0011965545362490994,0.05067739248030485,0.4276742400404576,0.23914717399077245,0.2923040841592309,0.11717767675790693,3110015,0.14145322558553625,-0.7447146295908741
0,100001.0,50,410,0.22461907872698367,-0.02225355773627957,0.10588748282417863,0.017799940236130348,0.08776287343523034,0.8261583769347065,0.2294088151291901,0.11240551776266064,3110016,0.11126620459504558,0.4294541963544666
0,100001.0,50,480,-0.6917893111492197,0.13259468657229453,-0.2682858165585693,-0.05531914935852463,-0.30945850739427594,0.6890760665073741,-0.3408991727590355,0.13627358159758754,3110017,0.14649155958679766,-0.5764522116757193
0,100001.0,50,499,-0.14047007278235735,-0.1879124669323655,-0.10816726873808348,0.010244292369247116,0.15047338454750162,-0.02699114789260345,0.4999909976580907,0.10466521634034323,3110018,0.10612752563712052,0.17317000034494204
0,100001.0,50,348,-0.4918993985516218,0.7028052378001081,-0.04192019394686073,-0.10122831191522684,-0.8267508645352529,-0.6523673264783549,-0.13911416561887122,0.12626530612244902,3110019,0.1515128439435476,-0.6292401896509834
0,100001.0,50,410,-0.15962252833676654,-0.00778983246836847,-0.06958050845025014,-0.008665218476820502,-0.032101101628944945,0.10376452947654703,0.046026560903295016,0.13385870780236972,3110020,0.15483985260770974,-0.6245628454568399
0,100001.0,50,400,-0.2994353767594779,0.23607058349532936,-0.013873681657846157,-0.033882040764124814,-0.2775016341867215,0.5217690106159606,-0.3091324650758175,0.13533612202645035,3110021,0.15298692292450966,-0.6491361327719644
0,100001.0,50,364,0.3665677397759001,0.0938979611877226,0.26049422804702355,0.023689809314932773,0.046131412552526736,0.12589332171480258,0.60503047554734,0.10836461021190086,3110022,0.12410134508348795,-0.11546854821742122
