start,end,N,SS,FulD,bsfs,TajD,ZngE,FayH,FerL,btree,Colless,path,iColless,ibtree
0,100001.0,50,517,-0.4849740934070722,-0.3893116872733132,-0.2447317424533197,-0.07848690088173943,-0.02355578829987353,-0.05492556297823331,-0.21763647044157586,0.12888198757763958,3100000,0.14107856883211306,-0.36230807633300605
0,100001.0,50,434,0.1890519306591473,-0.07632978936011403,0.032676376465585896,0.2342243901919552,-0.027085303692200483,-0.2479188984371568,0.13022863272384694,0.12461796312727982,3100001,0.13155877104940333,-0.038370789490401035
0,100001.0,50,443,-0.6843363089646173,0.4834152425242847,0.17746774492833614,-0.1372995496471883,0.04331951171650589,0.26121807551470033,0.30828938107777715,0.11941609977324252,3100002,0.11436759889140845,0.3530756413044129
0,100001.0,50,482,-0.28077347409304626,-0.11106033840355573,-0.11229863448370288,-0.03659596148781017,-0.01073206130656585,-0.02450205728472427,0.43881055426095616,0.11202475914223556,3100003,0.1285542994176088,-0.065838622802095
0,100001.0,50,431,1.2100132621231694,-1.4168853002986064,-0.7355642981656052,-0.7435612897861955,-0.002225173303203257,0.4147000574453125,-0.4324967599631239,0.13953421174294955,3100004,0.1636340376858708,-0.8615184360059805
0,100001.0,50,420,-0.04760121661934437,0.4048857562022691,0.011758985699295585,-0.3866864380941564,0.05391998251357443,0.4480476497780316,0.6253123737418209,0.1091478696741855,3100005,0.12228997289972902,-0.05380912959675085
0,100001.0,50,527,-0.5664989152733415,0.9651489563400876,0.5689821022530503,0.2333666141753437,0.04790812936002813,0.06972000368607552,0.7028601276373476,0.10872741166951368,3100006,0.12826130452180873,0.2534029752552823
0,100001.0,50,463,-0.6051732643373448,0.8477458243047342,0.17874325572654026,-0.2502101710833677,0.05871621625776788,0.3907713269500612,0.5723507633433427,0.10436698717948724,3100007,0.11604086078875996,0.25616073085728985
0,100001.0,50,426,-0.23238932493237235,0.3585630331056896,0.21228453654004925,-0.03481326618853455,0.034348482748493926,0.1648042747048112,0.8019585407298931,0.11020701384001874,3100008,0.11961704324586975,0.2933714040842793
0,100001.0,50,482,0.6725616524402265,0.3400406599411187,0.2740060640572848,0.11661366214381348,0.022500901381651117,0.02862699090630752,0.07553048467122714,0.12663216945545985,3100009,0.14396258503401355,-0.4116929782163629
0,100001.0,50,336,1.686641965445946,-0.6979155474078023,-0.4129034815483713,-0.5740565805457325,0.02018759041729552,0.4124482039447291,0.060688206072155415,0.13000230956580158,3100010,0.13281191597518124,-0.3200790044487709
0,100001.0,50,463,-0.6051732643373448,0.5428959950609443,0.4185795912263871,0.33133464872418483,0.013696317740912692,-0.13108086819554204,0.5036936941424709,0.10830971277399848,3100011,0.1168236525379382,0.2904847550223629
0,100001.0,50,358,-0.602145597227322,0.025187852674158837,0.005405871505080775,0.01747096298463881,-0.001613373258427572,-0.016757287923867006,0.6919383126665849,0.09391362605648312,3100012,0.10301020408163264,0.6014976702323468
0,100001.0,50,446,-0.3697020903245146,0.10983853860780032,-0.12994247338322154,-0.2945348419475665,0.02163883186102528,0.2593541484335533,0.08183413179531994,0.12462415905588756,3100013,0.14029866332497912,-0.22215576327368355
0,100001.0,50,451,0.5177914414882224,0.4435006895054629,-0.1383087729726365,-0.7310738447544975,0.07941020691472761,0.7523226539803918,0.44859600216765627,0.1122993532388324,3100014,0.12057089022659423,0.04588115142203994
